step,phi,danger
367,0.127047,0.2816
368,0.126711,0.3016
369,0.126400,0.3216
370,0.126794,0.3416
371,0.127783,0.3614
372,0.128725,0.3811
373,0.129440,0.4005
374,0.129909,0.4198
375,0.130152,0.4387
376,0.130198,0.4573
377,0.130075,0.4755
378,0.129805,0.4932
379,0.128268,0.5105
380,0.126622,0.5272
381,0.124874,0.5434
382,0.123181,0.5589
383,0.122029,0.5738
384,0.121009,0.5881
385,0.119844,0.6016
386,0.118538,0.6143
387,0.117181,0.6263
388,0.116047,0.6375
389,0.115320,0.6478
390,0.114722,0.6572
391,0.113975,0.6658
392,0.112983,0.6734
393,0.111719,0.6801
394,0.110182,0.6859
395,0.108366,0.6906
396,0.106257,0.6945
397,0.103830,0.6973
398,0.101049,0.6991
399,0.100816,0.6999
400,0.100539,0.6998
401,0.100221,0.6986
402,0.099864,0.6965
403,0.099811,0.6933
404,0.099982,0.6892
405,0.100142,0.6841
406,0.100223,0.6780
407,0.100212,0.6710
408,0.100101,0.6630
409,0.099886,0.6542
410,0.099574,0.6445
411,0.099193,0.6339
412,0.098824,0.6224
413,0.098644,0.6102
414,0.098719,0.5972
415,0.098833,0.5834
416,0.098856,0.5690
417,0.098760,0.5538
418,0.098553,0.5381
419,0.098270,0.5217
420,0.098239,0.5048
421,0.099708,0.4874
422,0.101378,0.4695
423,0.103129,0.4512
424,0.104861,0.4325
425,0.106504,0.4134
426,0.108015,0.3941
427,0.109374,0.3746
428,0.110577,0.3548
429,0.111627,0.3350
430,0.112535,0.3150
431,0.113314,0.2950
432,0.113978,0.2750
433,0.114537,0.2551
434,0.115002,0.2353
435,0.115378,0.2156
436,0.115671,0.1962
437,0.115882,0.1770
438,0.116023,0.1582
439,0.116639,0.1396
440,0.117552,0.1215
441,0.118442,0.1039
442,0.119199,0.0867
443,0.119785,0.0700
444,0.120154,0.0540
445,0.120259,0.0385
446,0.120056,0.0237
447,0.119517,0.0096
448,0.118662,0.0000
449,0.117656,0.0000
450,0.117174,0.0000
451,0.118165,0.0000
452,0.119289,0.0000
453,0.120093,0.0000
454,0.120567,0.0000
455,0.120741,0.0000
456,0.120643,0.0000
457,0.120304,0.0000
458,0.120047,0.0000
459,0.120361,0.0000
460,0.121294,0.0000
461,0.122880,0.0000
462,0.124678,0.0000
463,0.126393,0.0000
464,0.127909,0.0000
