step,phi,danger
393,0.111878,0.6801
394,0.110340,0.6859
395,0.108521,0.6906
396,0.106408,0.6945
397,0.103974,0.6973
398,0.101185,0.6991
399,0.100952,0.6999
400,0.100675,0.6998
401,0.100357,0.6986
402,0.100000,0.6965
403,0.099948,0.6933
404,0.100119,0.6892
405,0.100280,0.6841
406,0.100360,0.6780
407,0.100349,0.6710
408,0.100237,0.6630
409,0.100020,0.6542
410,0.099705,0.6445
411,0.099321,0.6339
412,0.098949,0.6224
413,0.098766,0.6102
414,0.098838,0.5972
415,0.098949,0.5834
416,0.098969,0.5690
417,0.098870,0.5538
418,0.098660,0.5381
419,0.098375,0.5217
420,0.098343,0.5048
421,0.099814,0.4874
422,0.101487,0.4695
423,0.103240,0.4512
424,0.104975,0.4325
425,0.106621,0.4134
426,0.108136,0.3941
427,0.109498,0.3746
428,0.110703,0.3548
429,0.111755,0.3350
430,0.112665,0.3150
431,0.113445,0.2950
432,0.114110,0.2750
433,0.114669,0.2551
434,0.115134,0.2353
435,0.115510,0.2156
436,0.115802,0.1962
437,0.116012,0.1770
438,0.116152,0.1582
439,0.116768,0.1396
440,0.117682,0.1215
441,0.118573,0.1039
442,0.119330,0.0867
443,0.119916,0.0700
444,0.120284,0.0540
445,0.120387,0.0385
446,0.120181,0.0237
447,0.119637,0.0096
448,0.118777,0.0000
449,0.117767,0.0000
450,0.117281,0.0000
451,0.118271,0.0000
452,0.119394,0.0000
453,0.120197,0.0000
454,0.120669,0.0000
455,0.120841,0.0000
456,0.120741,0.0000
457,0.120400,0.0000
458,0.120142,0.0000
459,0.120455,0.0000
460,0.121389,0.0000
461,0.122978,0.0000
462,0.124780,0.0000
463,0.126498,0.0000
464,0.128018,0.0000
465,0.129305,0.0000
466,0.130360,0.0000
467,0.131200,0.0000
468,0.131849,0.0000
469,0.132329,0.0000
470,0.132661,0.0000
471,0.132404,0.0000
472,0.132024,0.0000
473,0.131523,0.0000
474,0.130898,0.0000
475,0.130713,0.0000
476,0.130861,0.0000
477,0.130890,0.0051
478,0.130655,0.0189
479,0.130094,0.0335
480,0.129128,0.0488
481,0.127727,0.0646
482,0.126613,0.0811
483,0.128159,0.0981
484,0.129904,0.1156
485,0.131145,0.1336
486,0.131933,0.1520
487,0.132358,0.1707
488,0.132501,0.1898
489,0.132425,0.2092
490,0.132178,0.2287
491,0.131793,0.2485
492,0.131294,0.2684
493,0.130697,0.2884
494,0.130014,0.3084
495,0.129399,0.3283
496,0.129359,0.3482
497,0.129499,0.3680
498,0.129484,0.3876
499,0.129299,0.4070
500,0.128936,0.4262
501,0.128412,0.4450
502,0.127804,0.4634
503,0.127322,0.4815
504,0.127273,0.4991
505,0.126380,0.5162
506,0.125435,0.5327
507,0.124316,0.5487
