step,phi,danger,altitude,wind_norm,pe
1030,0.099587,0.8994,0.0000,0.5994,0.0000
1031,0.099817,0.8712,0.0000,0.5712,0.0000
1032,0.100037,0.8420,0.0000,0.5420,0.0001
1033,0.100240,0.8122,0.0000,0.5122,0.0000
1034,0.100424,0.7822,0.0000,0.4822,0.0000
1035,0.100584,0.7525,0.0000,0.4525,0.0000
1036,0.100720,0.7235,0.0000,0.4235,0.0000
1037,0.100830,0.6955,0.0000,0.3955,0.0000
1038,0.100914,0.6691,0.0000,0.3691,0.0000
1039,0.100973,0.6445,0.0000,0.3445,0.0000
1040,0.101006,0.6222,0.0000,0.3222,0.0000
1041,0.101013,0.6025,0.0000,0.3025,0.0000
1042,0.100993,0.5855,0.0000,0.2855,0.0000
1043,0.100948,0.5717,0.0000,0.2717,0.0000
1044,0.100877,0.5611,0.0000,0.2611,0.0000
1045,0.100783,0.5540,0.0000,0.2540,0.0000
1046,0.100666,0.5504,0.0000,0.2504,0.0000
1047,0.100528,0.5505,0.0000,0.2505,0.0000
1048,0.100376,0.5541,0.0000,0.2541,0.0000
1049,0.100431,0.5612,0.0000,0.2612,0.0000
1050,0.100548,0.5718,0.0000,0.2718,0.0000
1051,0.100644,0.5856,0.0000,0.2856,0.0000
1052,0.100718,0.6025,0.0000,0.3025,0.0000
1053,0.100766,0.6223,0.0000,0.3223,0.0000
1054,0.100789,0.6447,0.0000,0.3447,0.0000
1055,0.100786,0.6692,0.0000,0.3692,0.0000
1056,0.100755,0.6957,0.0000,0.3957,0.0000
1057,0.100696,0.7236,0.0000,0.4236,0.0001
1058,0.100610,0.7527,0.0000,0.4527,0.0000
1059,0.100494,0.7824,0.0000,0.4824,0.0000
1060,0.100352,0.8124,0.0000,0.5124,0.0001
1061,0.100186,0.8422,0.0000,0.5422,0.0000
1062,0.099998,0.8714,0.0000,0.5714,0.0000
1063,0.099777,0.8995,0.0000,0.5995,0.0000
1064,0.099771,0.9263,0.0000,0.6263,0.0000
1065,0.099731,0.9512,0.0000,0.6512,0.0000
1066,0.099627,0.9739,0.0000,0.6739,0.0000
1067,0.099485,0.9942,0.0000,0.6942,0.0000
1068,0.099350,1.0000,0.0000,0.7116,0.0000
1069,0.099225,1.0000,0.0000,0.7260,0.0000
1070,0.099141,1.0000,0.0000,0.7372,0.0000
1071,0.098547,1.0000,0.0000,0.7450,0.0000
1072,0.098072,1.0000,0.0000,0.7492,0.0000
1073,0.097936,1.0000,0.0000,0.7498,0.0000
1074,0.098119,1.0000,0.0000,0.7469,0.0000
1075,0.098366,1.0000,0.0000,0.7404,0.0000
1076,0.098393,1.0000,0.0000,0.7304,0.0000
1077,0.098177,1.0000,0.0000,0.7171,0.0000
1078,0.098248,1.0000,0.0000,0.7007,0.0000
1079,0.098580,0.9814,0.0000,0.6814,0.0000
1080,0.098894,0.9595,0.0000,0.6595,0.0000
1081,0.099177,0.9353,0.0000,0.6353,0.0000
1082,0.099442,0.9092,0.0000,0.6092,0.0000
1083,0.099694,0.8815,0.0000,0.5815,0.0000
1084,0.099931,0.8526,0.0000,0.5526,0.0000
1085,0.100149,0.8230,0.0000,0.5230,0.0000
1086,0.100345,0.7930,0.0000,0.4930,0.0001
1087,0.100517,0.7632,0.0000,0.4632,0.0000
1088,0.100663,0.7338,0.0000,0.4338,0.0000
1089,0.100783,0.7054,0.0000,0.4054,0.0001
1090,0.100876,0.6784,0.0000,0.3784,0.0000
1091,0.100943,0.6531,0.0000,0.3531,0.0000
1092,0.100984,0.6300,0.0000,0.3300,0.0000
1093,0.100999,0.6093,0.0000,0.3093,0.0000
1094,0.100986,0.5913,0.0000,0.2913,0.0000
1095,0.100948,0.5763,0.0000,0.2763,0.0000
1096,0.100884,0.5646,0.0000,0.2646,0.0000
1097,0.100795,0.5562,0.0000,0.2562,0.0000
1098,0.100684,0.5513,0.0000,0.2513,0.0000
1099,0.100551,0.5500,0.0000,0.2500,0.0000
1100,0.100400,0.5523,0.0000,0.2523,0.0000
1101,0.100359,0.5582,0.0000,0.2582,0.0000
1102,0.100486,0.5676,0.0000,0.2676,0.0000
1103,0.100593,0.5803,0.0000,0.2803,0.0000
1104,0.100677,0.5961,0.0000,0.2961,0.0000
1105,0.100737,0.6149,0.0000,0.3149,0.0000
1106,0.100772,0.6363,0.0000,0.3363,0.0000
1107,0.100782,0.6601,0.0000,0.3601,0.0000
1108,0.100764,0.6860,0.0000,0.3860,0.0000
1109,0.100718,0.7134,0.0000,0.4134,0.0000
1110,0.100643,0.7421,0.0000,0.4421,0.0000
1111,0.100540,0.7716,0.0000,0.4716,0.0000
1112,0.100409,0.8016,0.0000,0.5016,0.0000
1113,0.100252,0.8315,0.0000,0.5315,0.0000
1114,0.100072,0.8610,0.0000,0.5610,0.0001
1115,0.099873,0.8895,0.0000,0.5895,0.0000
1116,0.099644,0.9168,0.0000,0.6168,0.0000
1117,0.099651,0.9425,0.0000,0.6425,0.0000
1118,0.099613,0.9660,0.0000,0.6660,0.0001
1119,0.099509,0.9872,0.0000,0.6872,0.0000
1120,0.099383,1.0000,0.0000,0.7057,0.0000
1121,0.099265,1.0000,0.0000,0.7212,0.0000
1122,0.099149,1.0000,0.0000,0.7336,0.0000
1123,0.099067,1.0000,0.0000,0.7426,0.0000
1124,0.098453,1.0000,0.0000,0.7481,0.0000
1125,0.097964,1.0000,0.0000,0.7500,0.0000
1126,0.097869,1.0000,0.0000,0.7483,0.0000
1127,0.098169,1.0000,0.0000,0.7431,0.0000
1128,0.098413,1.0000,0.0000,0.7344,0.0000
1129,0.098439,1.0000,0.0000,0.7223,0.0000
1130,0.098395,1.0000,0.0000,0.7070,0.0000
1131,0.098537,0.9887,0.0000,0.6887,0.0000
1132,0.098817,0.9677,0.0000,0.6677,0.0000
1133,0.099096,0.9443,0.0000,0.6443,0.0000
1134,0.099361,0.9188,0.0000,0.6188,0.0000
1135,0.099614,0.8916,0.0000,0.5916,0.0000
1136,0.099855,0.8631,0.0000,0.5631,0.0000
1137,0.100078,0.8337,0.0000,0.5337,0.0000
1138,0.100280,0.8038,0.0000,0.5038,0.0000
1139,0.100460,0.7739,0.0000,0.4739,0.0000
1140,0.100615,0.7443,0.0000,0.4443,0.0000
1141,0.100744,0.7155,0.0000,0.4155,0.0000
1142,0.100846,0.6880,0.0000,0.3880,0.0000
1143,0.100922,0.6620,0.0000,0.3620,0.0001
1144,0.100973,0.6380,0.0000,0.3380,0.0000
1145,0.100997,0.6164,0.0000,0.3164,0.0000
1146,0.100994,0.5974,0.0000,0.2974,0.0000
1147,0.100965,0.5813,0.0000,0.2813,0.0001
1148,0.100910,0.5684,0.0000,0.2684,0.0000
1149,0.100830,0.5588,0.0000,0.2588,0.0000
1150,0.100727,0.5527,0.0000,0.2527,0.0000
1151,0.100601,0.5501,0.0000,0.2501,0.0000
1152,0.100456,0.5511,0.0000,0.2511,0.0000
1153,0.100330,0.5557,0.0000,0.2557,0.0000
1154,0.100443,0.5638,0.0000,0.2638,0.0000
1155,0.100557,0.5753,0.0000,0.2753,0.0000
1156,0.100650,0.5901,0.0000,0.2901,0.0000
1157,0.100719,0.6078,0.0000,0.3078,0.0000
1158,0.100762,0.6283,0.0000,0.3283,0.0000
1159,0.100781,0.6513,0.0000,0.3513,0.0000
1160,0.100773,0.6765,0.0000,0.3765,0.0000
1161,0.100737,0.7034,0.0000,0.4034,0.0000
1162,0.100674,0.7317,0.0000,0.4317,0.0000
1163,0.100580,0.7609,0.0000,0.4609,0.0000
1164,0.100459,0.7908,0.0000,0.4908,0.0000
1165,0.100311,0.8208,0.0000,0.5208,0.0000
1166,0.100139,0.8504,0.0000,0.5504,0.0000
1167,0.099946,0.8794,0.0000,0.5794,0.0000
1168,0.099722,0.9072,0.0000,0.6072,0.0000
1169,0.099727,0.9335,0.0000,0.6335,0.0000
1170,0.099688,0.9578,0.0000,0.6578,0.0000
1171,0.099584,0.9799,0.0000,0.6799,0.0000
1172,0.099440,0.9994,0.0000,0.6994,0.0001
1173,0.099311,1.0000,0.0000,0.7160,0.0000
1174,0.099188,1.0000,0.0000,0.7295,0.0000
1175,0.099102,1.0000,0.0000,0.7397,0.0001
1176,0.098490,1.0000,0.0000,0.7465,0.0000
1177,0.098004,1.0000,0.0000,0.7497,0.0000
1178,0.097897,1.0000,0.0000,0.7493,0.0000
1179,0.098137,1.0000,0.0000,0.7454,0.0000
1180,0.098384,1.0000,0.0000,0.7379,0.0000
1181,0.098411,1.0000,0.0000,0.7270,0.0000
1182,0.098369,1.0000,0.0000,0.7128,0.0000
1183,0.098422,0.9956,0.0000,0.6956,0.0000
1184,0.098706,0.9755,0.0000,0.6755,0.0000
1185,0.098994,0.9530,0.0000,0.6530,0.0000
1186,0.099264,0.9282,0.0000,0.6282,0.0000
1187,0.099523,0.9016,0.0000,0.6016,0.0000
1188,0.099768,0.8735,0.0000,0.5735,0.0000
1189,0.099999,0.8444,0.0000,0.5444,0.0000
1190,0.100209,0.8146,0.0000,0.5146,0.0000
1191,0.100398,0.7846,0.0000,0.4846,0.0000
1192,0.100562,0.7549,0.0000,0.4549,0.0000
1193,0.100700,0.7258,0.0000,0.4258,0.0008
1194,0.100816,0.6977,0.0000,0.3977,0.0000
1195,0.100896,0.6711,0.0000,0.3711,0.0000
1196,0.100957,0.6464,0.0000,0.3464,0.0000
1197,0.100991,0.6239,0.0000,0.3239,0.0000
1198,0.100998,0.6039,0.0000,0.3039,0.0000
1199,0.100978,0.5868,0.0000,0.2868,0.0000
1200,0.100932,0.5727,0.0000,0.2727,0.0001
1201,0.100862,0.5619,0.0000,0.2619,0.0000
1202,0.100766,0.5545,0.0000,0.2545,0.0000
1203,0.100649,0.5506,0.0000,0.2506,0.0000
1204,0.100510,0.5503,0.0000,0.2503,0.0001
1205,0.100357,0.5536,0.0000,0.2536,0.0000
1206,0.100396,0.5605,0.0000,0.2605,0.0000
1207,0.100518,0.5708,0.0000,0.2708,0.0000
1208,0.100619,0.5844,0.0000,0.2844,0.0000
1209,0.100697,0.6011,0.0000,0.3011,0.0000
1210,0.100750,0.6207,0.0000,0.3207,0.0000
1211,0.100777,0.6428,0.0000,0.3428,0.0000
1212,0.100779,0.6672,0.0000,0.3672,0.0000
1213,0.100753,0.6935,0.0000,0.3935,0.0008
1214,0.100704,0.7213,0.0000,0.4213,0.0000
1215,0.100614,0.7503,0.0000,0.4503,0.0000
1216,0.100505,0.7800,0.0000,0.4800,0.0000
1217,0.100367,0.8100,0.0000,0.5100,0.0000
1218,0.100203,0.8398,0.0000,0.5398,0.0000
1219,0.100017,0.8691,0.0000,0.5691,0.0000
1220,0.099814,0.8973,0.0000,0.5973,0.0000
1221,0.099582,0.9242,0.0000,0.6242,0.0000
1222,0.099592,0.9493,0.0000,0.6493,0.0000
1223,0.099554,0.9722,0.0000,0.6722,0.0000
1224,0.099452,0.9927,0.0000,0.6927,0.0000
1225,0.099339,1.0000,0.0000,0.7104,0.0000
1226,0.099230,1.0000,0.0000,0.7250,0.0000
1227,0.099118,1.0000,0.0000,0.7364,0.0000
1228,0.099040,1.0000,0.0000,0.7445,0.0000
1229,0.098423,1.0000,0.0000,0.7490,0.0001
1230,0.097933,1.0000,0.0000,0.7499,0.0000
1231,0.097856,1.0000,0.0000,0.7472,0.0000
1232,0.098194,1.0000,0.0000,0.7410,0.0001
1233,0.098436,1.0000,0.0000,0.7313,0.0000
1234,0.098460,1.0000,0.0000,0.7183,0.0000
1235,0.098415,1.0000,0.0000,0.7021,0.0000
1236,0.098630,0.9831,0.0000,0.6831,0.0000
1237,0.098905,0.9614,0.0000,0.6614,0.0000
1238,0.099176,0.9374,0.0000,0.6374,0.0000
1239,0.099436,0.9114,0.0000,0.6114,0.0000
1240,0.099685,0.8838,0.0000,0.5838,0.0000
1241,0.099920,0.8550,0.0000,0.5550,0.0000
1242,0.100138,0.8254,0.0000,0.5254,0.0000
1243,0.100334,0.7954,0.0000,0.4954,0.0000
1244,0.100506,0.7655,0.0000,0.4655,0.0000
1245,0.100654,0.7361,0.0000,0.4361,0.0000
1246,0.100776,0.7077,0.0000,0.4077,0.0000
1247,0.100871,0.6805,0.0000,0.3805,0.0000
1248,0.100939,0.6551,0.0000,0.3551,0.0000
1249,0.100983,0.6317,0.0000,0.3317,0.0000
1250,0.100999,0.6108,0.0000,0.3108,0.0000
1251,0.100989,0.5926,0.0000,0.2926,0.0000
1252,0.100952,0.5774,0.0000,0.2774,0.0000
1253,0.100890,0.5654,0.0000,0.2654,0.0000
1254,0.100804,0.5567,0.0000,0.2567,0.0000
1255,0.100694,0.5516,0.0000,0.2516,0.0000
1256,0.100563,0.5500,0.0000,0.2500,0.0008
1257,0.100418,0.5520,0.0000,0.2520,0.0001
1258,0.100345,0.5576,0.0000,0.2576,0.0000
1259,0.100475,0.5667,0.0000,0.2667,0.0000
1260,0.100585,0.5791,0.0000,0.2791,0.0000
1261,0.100671,0.5947,0.0000,0.2947,0.0001
1262,0.100734,0.6133,0.0000,0.3133,0.0000
1263,0.100770,0.6345,0.0000,0.3345,0.0000
1264,0.100782,0.6582,0.0000,0.3582,0.0008
1265,0.100772,0.6838,0.0000,0.3838,0.0000
1266,0.100719,0.7112,0.0000,0.4112,0.0000
1267,0.100649,0.7398,0.0000,0.4398,0.0000
1268,0.100549,0.7693,0.0000,0.4693,0.0000
1269,0.100420,0.7992,0.0000,0.4992,0.0000
1270,0.100265,0.8291,0.0000,0.5291,0.0000
1271,0.100087,0.8586,0.0000,0.5586,0.0000
1272,0.099889,0.8873,0.0000,0.5873,0.0000
1273,0.099661,0.9147,0.0000,0.6147,0.0000
1274,0.099668,0.9405,0.0000,0.6405,0.0000
1275,0.099629,0.9642,0.0000,0.6642,0.0000
1276,0.099526,0.9856,0.0000,0.6856,0.0000
1277,0.099395,1.0000,0.0000,0.7043,0.0000
1278,0.099275,1.0000,0.0000,0.7201,0.0000
1279,0.099157,1.0000,0.0000,0.7327,0.0000
1280,0.099075,1.0000,0.0000,0.7420,0.0000
1281,0.098461,1.0000,0.0000,0.7478,0.0000
1282,0.097974,1.0000,0.0000,0.7500,0.0000
1283,0.097875,1.0000,0.0000,0.7486,0.0000
1284,0.098162,1.0000,0.0000,0.7436,0.0000
1285,0.098407,1.0000,0.0000,0.7352,0.0000
1286,0.098433,1.0000,0.0000,0.7233,0.0001
1287,0.098390,1.0000,0.0000,0.7083,0.0000
1288,0.098512,0.9902,0.0000,0.6902,0.0000
1289,0.098793,0.9695,0.0000,0.6695,0.0001
1290,0.099074,0.9462,0.0000,0.6462,0.0000
1291,0.099340,0.9209,0.0000,0.6209,0.0000
1292,0.099594,0.8939,0.0000,0.5939,0.0000
1293,0.099836,0.8654,0.0000,0.5654,0.0000
1294,0.100060,0.8361,0.0000,0.5361,0.0000
1295,0.100265,0.8062,0.0000,0.5062,0.0000
1296,0.100447,0.7762,0.0000,0.4762,0.0000
1297,0.100604,0.7466,0.0000,0.4466,0.0000
1298,0.100734,0.7178,0.0000,0.4178,0.0000
1299,0.100839,0.6901,0.0000,0.3901,0.0000
1300,0.100917,0.6640,0.0000,0.3640,0.0000
1301,0.100970,0.6399,0.0000,0.3399,0.0000
1302,0.100996,0.6180,0.0000,0.3180,0.0000
1303,0.100995,0.5988,0.0000,0.2988,0.0000
1304,0.100968,0.5825,0.0000,0.2825,0.0000
1305,0.100916,0.5693,0.0000,0.2693,0.0000
1306,0.100838,0.5594,0.0000,0.2594,0.0000
1307,0.100737,0.5530,0.0000,0.2530,0.0000
1308,0.100613,0.5502,0.0000,0.2502,0.0000
1309,0.100468,0.5509,0.0000,0.2509,0.0000
1310,0.100331,0.5552,0.0000,0.2552,0.0000
1311,0.100433,0.5630,0.0000,0.2630,0.0000
1312,0.100549,0.5743,0.0000,0.2743,0.0000
1313,0.100644,0.5888,0.0000,0.2888,0.0000
1314,0.100714,0.6063,0.0000,0.3063,0.0001
1315,0.100761,0.6266,0.0000,0.3266,0.0000
1316,0.100780,0.6494,0.0000,0.3494,0.0000
1317,0.100775,0.6744,0.0000,0.3744,0.0000
1318,0.100741,0.7012,0.0000,0.4012,0.0001
1319,0.100680,0.7294,0.0000,0.4294,0.0000
1320,0.100589,0.7586,0.0000,0.4586,0.0000
1321,0.100470,0.7884,0.0000,0.4884,0.0000
1322,0.100324,0.8184,0.0000,0.5184,0.0000
1323,0.100153,0.8481,0.0000,0.5481,0.0000
1324,0.099962,0.8771,0.0000,0.5771,0.0000
1325,0.099754,0.9050,0.0000,0.6050,0.0000
1326,0.099518,0.9314,0.0000,0.6314,0.0000
1327,0.099531,0.9559,0.0000,0.6559,0.0000
1328,0.099494,0.9782,0.0000,0.6782,0.0000
1329,0.099394,0.9979,0.0000,0.6979,0.0000
1330,0.099295,1.0000,0.0000,0.7148,0.0000
1331,0.099194,1.0000,0.0000,0.7286,0.0000
1332,0.099088,1.0000,0.0000,0.7390,0.0000
1333,0.099012,1.0000,0.0000,0.7461,0.0000
1334,0.098395,1.0000,0.0000,0.7496,0.0000
1335,0.097903,1.0000,0.0000,0.7495,0.0000
1336,0.097884,1.0000,0.0000,0.7458,0.0000
1337,0.098219,1.0000,0.0000,0.7386,0.0000
1338,0.098458,1.0000,0.0000,0.7280,0.0000
1339,0.098481,1.0000,0.0000,0.7141,0.0000
1340,0.098473,0.9971,0.0000,0.6971,0.0000
1341,0.098720,0.9772,0.0000,0.6772,0.0000
1342,0.098989,0.9549,0.0000,0.6549,0.0000
1343,0.099254,0.9302,0.0000,0.6302,0.0001
1344,0.099510,0.9038,0.0000,0.6038,0.0000
1345,0.099755,0.8758,0.0000,0.5758,0.0000
1346,0.099984,0.8467,0.0000,0.5467,0.0001
1347,0.100196,0.8170,0.0000,0.5170,0.0000
1348,0.100385,0.7870,0.0000,0.4870,0.0000
1349,0.100551,0.7572,0.0000,0.4572,0.0000
1350,0.100691,0.7280,0.0000,0.4280,0.0000
1351,0.100805,0.6999,0.0000,0.3999,0.0000
1352,0.100893,0.6732,0.0000,0.3732,0.0000
1353,0.100955,0.6483,0.0000,0.3483,0.0000
1354,0.100990,0.6256,0.0000,0.3256,0.0000
1355,0.100999,0.6054,0.0000,0.3054,0.0000
1356,0.100982,0.5880,0.0000,0.2880,0.0000
1357,0.100938,0.5737,0.0000,0.2737,0.0000
1358,0.100869,0.5626,0.0000,0.2626,0.0000
1359,0.100776,0.5549,0.0000,0.2549,0.0000
1360,0.100661,0.5508,0.0000,0.2508,0.0000
1361,0.100523,0.5502,0.0000,0.2502,0.0000
1362,0.100371,0.5532,0.0000,0.2532,0.0000
1363,0.100387,0.5598,0.0000,0.2598,0.0000
1364,0.100511,0.5698,0.0000,0.2698,0.0000
1365,0.100613,0.5832,0.0000,0.2832,0.0000
1366,0.100692,0.5997,0.0000,0.2997,0.0000
1367,0.100747,0.6190,0.0000,0.3190,0.0000
1368,0.100776,0.6409,0.0000,0.3409,0.0000
1369,0.100781,0.6652,0.0000,0.3652,0.0000
1370,0.100757,0.6913,0.0000,0.3913,0.0000
1371,0.100705,0.7191,0.0000,0.4191,0.0001
1372,0.100625,0.7480,0.0000,0.4480,0.0000
1373,0.100515,0.7776,0.0000,0.4776,0.0000
1374,0.100379,0.8076,0.0000,0.5076,0.0000
1375,0.100217,0.8375,0.0000,0.5375,0.0001
1376,0.100033,0.8668,0.0000,0.5668,0.0000
1377,0.099830,0.8951,0.0000,0.5951,0.0000
1378,0.099599,0.9221,0.0000,0.6221,0.0000
1379,0.099608,0.9474,0.0000,0.6474,0.0000
1380,0.099570,0.9705,0.0000,0.6705,0.0000
1381,0.099468,0.9911,0.0000,0.6911,0.0000
1382,0.099351,1.0000,0.0000,0.7091,0.0000
1383,0.099240,1.0000,0.0000,0.7240,0.0000
1384,0.099127,1.0000,0.0000,0.7357,0.0000
1385,0.099048,1.0000,0.0000,0.7440,0.0000
1386,0.098433,1.0000,0.0000,0.7487,0.0000
1387,0.097944,1.0000,0.0000,0.7500,0.0000
1388,0.097856,1.0000,0.0000,0.7476,0.0000
1389,0.098187,1.0000,0.0000,0.7416,0.0000
1390,0.098430,1.0000,0.0000,0.7322,0.0000
1391,0.098455,1.0000,0.0000,0.7194,0.0000
1392,0.098410,1.0000,0.0000,0.7035,0.0000
1393,0.098603,0.9847,0.0000,0.6847,0.0000
1394,0.098881,0.9632,0.0000,0.6632,0.0000
1395,0.099154,0.9393,0.0000,0.6393,0.0000
1396,0.099416,0.9135,0.0000,0.6135,0.0000
1397,0.099665,0.8860,0.0000,0.5860,0.0000
1398,0.099902,0.8573,0.0000,0.5573,0.0000
1399,0.100121,0.8277,0.0000,0.5277,0.0000
1400,0.100319,0.7978,0.0000,0.4978,0.0001
1401,0.100494,0.7679,0.0000,0.4679,0.0000
1402,0.100643,0.7384,0.0000,0.4384,0.0000
1403,0.100767,0.7099,0.0000,0.4099,0.0001
1404,0.100865,0.6826,0.0000,0.3826,0.0000
1405,0.100935,0.6570,0.0000,0.3570,0.0000
1406,0.100981,0.6335,0.0000,0.3335,0.0000
1407,0.100999,0.6124,0.0000,0.3124,0.0000
1408,0.100991,0.5939,0.0000,0.2939,0.0000
1409,0.100957,0.5785,0.0000,0.2785,0.0000
1410,0.100897,0.5662,0.0000,0.2662,0.0000
1411,0.100813,0.5573,0.0000,0.2573,0.0000
1412,0.100705,0.5519,0.0000,0.2519,0.0000
1413,0.100576,0.5500,0.0000,0.2500,0.0000
1414,0.100427,0.5517,0.0000,0.2517,0.0000
1415,0.100341,0.5570,0.0000,0.2570,0.0000
1416,0.100469,0.5658,0.0000,0.2658,0.0000
1417,0.100579,0.5780,0.0000,0.2780,0.0000
1418,0.100667,0.5934,0.0000,0.2934,0.0000
1419,0.100730,0.6117,0.0000,0.3117,0.0000
1420,0.100769,0.6328,0.0000,0.3328,0.0000
1421,0.100782,0.6562,0.0000,0.3562,0.0000
1422,0.100769,0.6817,0.0000,0.3817,0.0000
1423,0.100727,0.7089,0.0000,0.4089,0.0000
1424,0.100657,0.7375,0.0000,0.4375,0.0000
1425,0.100558,0.7669,0.0000,0.4669,0.0000
1426,0.100431,0.7968,0.0000,0.4968,0.0000
1427,0.100278,0.8267,0.0000,0.5267,0.0000
1428,0.100102,0.8563,0.0000,0.5563,0.0001
1429,0.099905,0.8851,0.0000,0.5851,0.0000
1430,0.099678,0.9126,0.0000,0.6126,0.0000
1431,0.099684,0.9385,0.0000,0.6385,0.0000
1432,0.099645,0.9624,0.0000,0.6624,0.0001
1433,0.099541,0.9840,0.0000,0.6840,0.0000
1434,0.099407,1.0000,0.0000,0.7029,0.0000
1435,0.099285,1.0000,0.0000,0.7190,0.0000
1436,0.099166,1.0000,0.0000,0.7318,0.0000
1437,0.099083,1.0000,0.0000,0.7414,0.0000
1438,0.098471,1.0000,0.0000,0.7474,0.0000
1439,0.097984,1.0000,0.0000,0.7499,0.0000
1440,0.097883,1.0000,0.0000,0.7488,0.0000
1441,0.098155,1.0000,0.0000,0.7442,0.0000
1442,0.098401,1.0000,0.0000,0.7360,0.0000
1443,0.098428,1.0000,0.0000,0.7244,0.0000
1444,0.098385,1.0000,0.0000,0.7096,0.0000
1445,0.098487,0.9918,0.0000,0.6918,0.0000
1446,0.098768,0.9712,0.0000,0.6712,0.0000
1447,0.099051,0.9482,0.0000,0.6482,0.0000
1448,0.099319,0.9230,0.0000,0.6230,0.0000
1449,0.099575,0.8961,0.0000,0.5961,0.0000
1450,0.099817,0.8677,0.0000,0.5677,0.0000
1451,0.100043,0.8384,0.0000,0.5384,0.0000
1452,0.100250,0.8086,0.0000,0.5086,0.0000
1453,0.100433,0.7786,0.0000,0.4786,0.0000
1454,0.100592,0.7490,0.0000,0.4490,0.0000
1455,0.100725,0.7200,0.0000,0.4200,0.0000
1456,0.100832,0.6922,0.0000,0.3922,0.0000
1457,0.100912,0.6660,0.0000,0.3660,0.0001
1458,0.100968,0.6417,0.0000,0.3417,0.0000
1459,0.100996,0.6197,0.0000,0.3197,0.0000
1460,0.100997,0.6003,0.0000,0.3003,0.0001
1461,0.100973,0.5837,0.0000,0.2837,0.0000
1462,0.100921,0.5702,0.0000,0.2702,0.0000
1463,0.100846,0.5601,0.0000,0.2601,0.0000
1464,0.100747,0.5534,0.0000,0.2534,0.0000
1465,0.100625,0.5503,0.0000,0.2503,0.0000
1466,0.100482,0.5507,0.0000,0.2507,0.0000
1467,0.100335,0.5547,0.0000,0.2547,0.0000
1468,0.100424,0.5623,0.0000,0.2623,0.0000
1469,0.100542,0.5733,0.0000,0.2733,0.0000
1470,0.100638,0.5875,0.0000,0.2875,0.0000
1471,0.100710,0.6048,0.0000,0.3048,0.0000
1472,0.100758,0.6249,0.0000,0.3249,0.0000
1473,0.100780,0.6475,0.0000,0.3475,0.0000
1474,0.100777,0.6723,0.0000,0.3723,0.0000
1475,0.100745,0.6990,0.0000,0.3990,0.0000
1476,0.100686,0.7271,0.0000,0.4271,0.0000
1477,0.100597,0.7562,0.0000,0.4562,0.0000
1478,0.100480,0.7860,0.0000,0.4860,0.0000
1479,0.100336,0.8160,0.0000,0.5160,0.0000
1480,0.100168,0.8457,0.0000,0.5457,0.0000
1481,0.099977,0.8748,0.0000,0.5748,0.0000
1482,0.099771,0.9029,0.0000,0.6029,0.0000
1483,0.099536,0.9294,0.0000,0.6294,0.0000
1484,0.099548,0.9541,0.0000,0.6541,0.0000
1485,0.099510,0.9765,0.0000,0.6765,0.0001
1486,0.099410,0.9965,0.0000,0.6965,0.0000
1487,0.099307,1.0000,0.0000,0.7136,0.0000
1488,0.099205,1.0000,0.0000,0.7276,0.0000
1489,0.099097,1.0000,0.0000,0.7383,0.0001
1490,0.099020,1.0000,0.0000,0.7457,0.0000
1491,0.098404,1.0000,0.0000,0.7494,0.0000
1492,0.097914,1.0000,0.0000,0.7496,0.0000
1493,0.097877,1.0000,0.0000,0.7463,0.0000
1494,0.098213,1.0000,0.0000,0.7393,0.0000
1495,0.098452,1.0000,0.0000,0.7290,0.0000
1496,0.098476,1.0000,0.0000,0.7153,0.0000
1497,0.098449,0.9985,0.0000,0.6985,0.0000
1498,0.098697,0.9789,0.0000,0.6789,0.0000
1499,0.098967,0.9567,0.0000,0.6567,0.0000
1500,0.099233,0.9323,0.0000,0.6323,0.0000
1501,0.099490,0.9059,0.0000,0.6059,0.0000
1502,0.099736,0.8781,0.0000,0.5781,0.0000
1503,0.099967,0.8491,0.0000,0.5491,0.0000
1504,0.100180,0.8194,0.0000,0.5194,0.0000
1505,0.100371,0.7894,0.0000,0.4894,0.0000
1506,0.100539,0.7596,0.0000,0.4596,0.0000
1507,0.100681,0.7303,0.0000,0.4303,0.0000
1508,0.100798,0.7021,0.0000,0.4021,0.0000
1509,0.100887,0.6753,0.0000,0.3753,0.0000
1510,0.100951,0.6502,0.0000,0.3502,0.0000
1511,0.100989,0.6273,0.0000,0.3273,0.0000
1512,0.101000,0.6069,0.0000,0.3069,0.0000
1513,0.100985,0.5893,0.0000,0.2893,0.0000
1514,0.100943,0.5747,0.0000,0.2747,0.0001
1515,0.100877,0.5634,0.0000,0.2634,0.0000
1516,0.100785,0.5554,0.0000,0.2554,0.0000
1517,0.100672,0.5510,0.0000,0.2510,0.0001
1518,0.100537,0.5501,0.0000,0.2501,0.0000
1519,0.100384,0.5529,0.0000,0.2529,0.0000
1520,0.100377,0.5592,0.0000,0.2592,0.0000
1521,0.100502,0.5689,0.0000,0.2689,0.0000
1522,0.100606,0.5820,0.0000,0.2820,0.0000
1523,0.100687,0.5982,0.0000,0.2982,0.0000
1524,0.100744,0.6174,0.0000,0.3174,0.0000
1525,0.100775,0.6391,0.0000,0.3391,0.0000
1526,0.100782,0.6632,0.0000,0.3632,0.0000
1527,0.100760,0.6892,0.0000,0.3892,0.0000
1528,0.100710,0.7168,0.0000,0.4168,0.0000
