step,phi,danger,altitude,wind_norm,pe
514,0.101140,0.5684,14.8125,0.3795,0.0001
515,0.101230,0.5432,14.7923,0.3541,0.0000
516,0.101303,0.5201,14.7721,0.3309,0.0000
517,0.102437,0.4994,14.7519,0.3101,0.0000
518,0.103491,0.4815,14.7316,0.2920,0.0001
519,0.104465,0.4665,14.7113,0.2769,0.0000
520,0.105361,0.4548,14.6909,0.2650,0.0000
521,0.106182,0.4464,14.6705,0.2565,0.0000
522,0.106933,0.4416,14.6500,0.2515,0.0000
523,0.107624,0.4403,14.6295,0.2500,0.0000
524,0.108251,0.4426,14.6090,0.2522,0.0000
525,0.108822,0.4485,14.5885,0.2579,0.0000
526,0.109544,0.4579,14.5678,0.2671,0.0000
527,0.110252,0.4706,14.5472,0.2797,0.0000
528,0.110917,0.4864,14.5265,0.2954,0.0000
529,0.109294,0.5053,14.5058,0.3141,0.0000
530,0.107470,0.5268,14.4850,0.3354,0.0000
531,0.105405,0.5506,14.4642,0.3591,0.0000
532,0.103047,0.5765,14.4434,0.3849,0.0000
533,0.100901,0.6041,14.4225,0.4122,0.0000
534,0.100827,0.6329,14.4016,0.4409,0.0000
535,0.100737,0.6626,14.3806,0.4704,0.0000
536,0.100631,0.6926,14.3597,0.5003,0.0000
537,0.100508,0.7227,14.3386,0.5303,0.0000
538,0.100369,0.7524,14.3175,0.5598,0.0000
539,0.100215,0.7812,14.2964,0.5884,0.0000
540,0.100048,0.8087,14.2753,0.6157,0.0000
541,0.099873,0.8345,14.2541,0.6414,0.0000
542,0.099692,0.8584,14.2329,0.6651,0.0000
543,0.099485,0.8798,14.2116,0.6864,0.0001
544,0.099334,0.8986,14.1903,0.7050,0.0000
545,0.099243,0.9144,14.1689,0.7206,0.0000
546,0.099161,0.9270,14.1476,0.7331,0.0001
547,0.099081,0.9363,14.1261,0.7423,0.0000
548,0.099005,0.9421,14.1047,0.7479,0.0000
549,0.098938,0.9444,14.0832,0.7500,0.0000
550,0.098879,0.9430,14.0616,0.7485,0.0000
551,0.098832,0.9381,14.0400,0.7434,0.0000
552,0.098860,0.9297,14.0184,0.7348,0.0000
553,0.098680,0.9179,13.9968,0.7228,0.0000
554,0.098833,0.9028,13.9751,0.7077,0.0000
555,0.099076,0.8849,13.9533,0.6895,0.0000
556,0.099378,0.8641,13.9315,0.6686,0.0000
557,0.099677,0.8410,13.9097,0.6453,0.0000
558,0.099946,0.8158,13.8879,0.6199,0.0000
559,0.100148,0.7888,13.8660,0.5928,0.0000
560,0.100291,0.7605,13.8440,0.5643,0.0000
561,0.100440,0.7313,13.8221,0.5349,0.0000
562,0.100587,0.7016,13.8001,0.5051,0.0000
563,0.100727,0.6718,13.7780,0.4751,0.0000
564,0.100859,0.6423,13.7559,0.4455,0.0000
565,0.100980,0.6137,13.7338,0.4167,0.0008
566,0.101086,0.5862,13.7116,0.3891,0.0000
567,0.101180,0.5604,13.6894,0.3630,0.0000
568,0.101253,0.5365,13.6672,0.3390,0.0000
569,0.101308,0.5149,13.6449,0.3173,0.0000
570,0.102423,0.4960,13.6226,0.2981,0.0000
571,0.103456,0.4799,13.6002,0.2819,0.0001
572,0.104409,0.4670,13.5778,0.2689,0.0000
573,0.105283,0.4575,13.5554,0.2591,0.0000
574,0.106085,0.4513,13.5329,0.2528,0.0000
575,0.106820,0.4488,13.5104,0.2501,0.0001
576,0.107489,0.4498,13.4878,0.2510,0.0000
577,0.108096,0.4544,13.4652,0.2554,0.0000
578,0.108782,0.4626,13.4426,0.2634,0.0000
579,0.109531,0.4741,13.4199,0.2748,0.0000
580,0.110234,0.4889,13.3972,0.2894,0.0000
581,0.108561,0.5067,13.3744,0.3070,0.0000
582,0.106669,0.5273,13.3516,0.3274,0.0000
583,0.104513,0.5504,13.3288,0.3503,0.0000
584,0.102040,0.5756,13.3059,0.3754,0.0000
585,0.100917,0.6026,13.2830,0.4022,0.0008
586,0.100852,0.6310,13.2601,0.4305,0.0000
587,0.100767,0.6604,13.2371,0.4597,0.0000
588,0.100667,0.6904,13.2141,0.4895,0.0000
589,0.100548,0.7206,13.1910,0.5195,0.0000
590,0.100412,0.7505,13.1679,0.5492,0.0000
591,0.100260,0.7796,13.1447,0.5782,0.0000
592,0.100094,0.8077,13.1216,0.6061,0.0000
593,0.099917,0.8342,13.0983,0.6324,0.0027
594,0.099742,0.8588,13.0751,0.6568,0.0000
595,0.099517,0.8811,13.0518,0.6790,0.0000
596,0.099369,0.9009,13.0284,0.6986,0.0000
597,0.099282,0.9178,13.0051,0.7154,0.0000
598,0.099199,0.9317,12.9816,0.7290,0.0000
599,0.099113,0.9422,12.9582,0.7394,0.0000
600,0.099030,0.9493,12.9347,0.7463,0.0001
601,0.098954,0.9528,12.9111,0.7497,0.0000
602,0.098887,0.9528,12.8876,0.7494,0.0000
603,0.098830,0.9491,12.8640,0.7456,0.0000
604,0.098847,0.9420,12.8403,0.7383,0.0001
605,0.098608,0.9314,12.8166,0.7275,0.0000
606,0.098718,0.9175,12.7929,0.7135,0.0000
607,0.098960,0.9006,12.7691,0.6964,0.0000
608,0.099271,0.8808,12.7453,0.6764,0.0000
609,0.099574,0.8585,12.7215,0.6540,0.0000
610,0.099852,0.8340,12.6976,0.6293,0.0000
611,0.100067,0.8077,12.6737,0.6027,0.0000
612,0.100212,0.7798,12.6497,0.5747,0.0000
613,0.100365,0.7509,12.6257,0.5456,0.0000
614,0.100518,0.7213,12.6016,0.5158,0.0000
615,0.100663,0.6915,12.5776,0.4859,0.0000
616,0.100800,0.6619,12.5534,0.4561,0.0000
617,0.100924,0.6330,12.5293,0.4269,0.0000
618,0.101034,0.6051,12.5051,0.3988,0.0000
619,0.101127,0.5786,12.4808,0.3722,0.0000
620,0.101203,0.5540,12.4566,0.3474,0.0000
621,0.101260,0.5315,12.4323,0.3248,0.0000
622,0.101298,0.5116,12.4079,0.3047,0.0000
623,0.102394,0.4945,12.3835,0.2874,0.0000
624,0.103407,0.4805,12.3591,0.2732,0.0000
625,0.104338,0.4697,12.3346,0.2622,0.0000
626,0.105192,0.4624,12.3101,0.2547,0.0000
627,0.105977,0.4585,12.2855,0.2507,0.0000
628,0.106691,0.4583,12.2610,0.2503,0.0009
629,0.107340,0.4617,12.2363,0.2534,0.0000
630,0.107984,0.4686,12.2117,0.2601,0.0000
631,0.108776,0.4789,12.1870,0.2703,0.0000
632,0.109520,0.4925,12.1622,0.2838,0.0001
633,0.107792,0.5093,12.1374,0.3003,0.0000
634,0.105824,0.5289,12.1126,0.3198,0.0000
635,0.103569,0.5512,12.0877,0.3418,0.0008
636,0.100972,0.5757,12.0628,0.3661,0.0000
637,0.100928,0.6021,12.0379,0.3924,0.0000
638,0.100871,0.6301,12.0129,0.4202,0.0000
639,0.100795,0.6592,11.9879,0.4491,0.0000
640,0.100700,0.6890,11.9628,0.4788,0.0000
641,0.100586,0.7192,11.9377,0.5087,0.0000
642,0.100453,0.7492,11.9126,0.5386,0.0000
643,0.100302,0.7787,11.8874,0.5679,0.0000
644,0.100136,0.8072,11.8622,0.5962,0.0000
645,0.099957,0.8344,11.8370,0.6231,0.0000
646,0.099770,0.8597,11.8117,0.6483,0.0000
647,0.099555,0.8829,11.7864,0.6713,0.0000
648,0.099401,0.9037,11.7610,0.6919,0.0000
649,0.099320,0.9217,11.7356,0.7097,0.0000
650,0.099234,0.9366,11.7101,0.7245,0.0000
651,0.099143,0.9484,11.6846,0.7360,0.0000
652,0.099053,0.9568,11.6591,0.7442,0.0000
653,0.098969,0.9616,11.6336,0.7489,0.0000
654,0.098894,0.9629,11.6079,0.7499,0.0000
655,0.098827,0.9605,11.5823,0.7474,0.0000
656,0.098774,0.9547,11.5566,0.7413,0.0000
657,0.098788,0.9453,11.5309,0.7318,0.0001
658,0.098594,0.9326,11.5051,0.7189,0.0000
659,0.098763,0.9168,11.4793,0.7029,0.0000
660,0.099012,0.8980,11.4535,0.6839,0.0000
661,0.099332,0.8766,11.4276,0.6623,0.0001
662,0.099644,0.8529,11.4017,0.6384,0.0000
663,0.099944,0.8271,11.3758,0.6125,0.0000
664,0.100205,0.7998,11.3498,0.5849,0.0000
665,0.100373,0.7712,11.3237,0.5562,0.0000
666,0.100501,0.7419,11.2977,0.5266,0.0000
667,0.100633,0.7121,11.2716,0.4967,0.0000
668,0.100762,0.6824,11.2454,0.4668,0.0000
669,0.100881,0.6532,11.2192,0.4373,0.0000
670,0.100988,0.6249,11.1930,0.4088,0.0000
671,0.101081,0.5978,11.1667,0.3816,0.0000
672,0.101157,0.5725,11.1404,0.3561,0.0000
673,0.101214,0.5493,11.1141,0.3327,0.0000
674,0.101252,0.5285,11.0877,0.3116,0.0000
675,0.101270,0.5103,11.0613,0.2933,0.0000
676,0.102344,0.4952,11.0348,0.2780,0.0000
677,0.103334,0.4832,11.0083,0.2658,0.0000
678,0.104243,0.4746,10.9818,0.2570,0.0000
679,0.105078,0.4696,10.9552,0.2517,0.0000
680,0.105838,0.4680,10.9286,0.2500,0.0000
681,0.106528,0.4701,10.9019,0.2519,0.0000
682,0.107162,0.4758,10.8752,0.2573,0.0000
683,0.107975,0.4849,10.8485,0.2663,0.0000
684,0.108765,0.4974,10.8217,0.2786,0.0000
685,0.106976,0.5131,10.7949,0.2940,0.0000
686,0.104927,0.5317,10.7680,0.3125,0.0001
687,0.102566,0.5531,10.7411,0.3336,0.0000
688,0.100968,0.5768,10.7142,0.3572,0.0000
689,0.100939,0.6026,10.6872,0.3827,0.0000
690,0.100892,0.6301,10.6602,0.4100,0.0001
691,0.100825,0.6588,10.6332,0.4386,0.0000
692,0.100736,0.6885,10.6061,0.4680,0.0031
693,0.100638,0.7186,10.5790,0.4979,0.0000
694,0.100492,0.7488,10.5518,0.5279,0.0000
695,0.100346,0.7785,10.5246,0.5574,0.0000
696,0.100181,0.8074,10.4974,0.5861,0.0000
697,0.100003,0.8351,10.4701,0.6136,0.0000
698,0.099813,0.8611,10.4428,0.6395,0.0000
699,0.099594,0.8852,10.4154,0.6633,0.0000
700,0.099452,0.9069,10.3880,0.6848,0.0000
701,0.099380,0.9259,10.3606,0.7036,0.0000
702,0.099292,0.9420,10.3331,0.7195,0.0000
703,0.099194,0.9550,10.3056,0.7323,0.0000
704,0.099096,0.9646,10.2780,0.7417,0.0000
705,0.099002,0.9707,10.2504,0.7476,0.0000
706,0.098915,0.9733,10.2228,0.7500,0.0000
707,0.098836,0.9723,10.1951,0.7487,0.0000
708,0.098769,0.9677,10.1674,0.7439,0.0000
709,0.098767,0.9596,10.1397,0.7356,0.0000
710,0.098495,0.9481,10.1119,0.7239,0.0000
711,0.098624,0.9333,10.0841,0.7090,0.0000
712,0.098877,0.9156,10.0562,0.6910,0.0000
713,0.099210,0.8952,10.0283,0.6704,0.0000
714,0.099538,0.8722,10.0004,0.6472,0.0000
715,0.099857,0.8472,9.9724,0.6220,0.0001
716,0.100136,0.8204,9.9444,0.5950,0.0000
717,0.100310,0.7923,9.9163,0.5666,0.0000
718,0.100436,0.7631,9.8882,0.5373,0.0001
719,0.100570,0.7335,9.8601,0.5074,0.0000
720,0.100703,0.7037,9.8319,0.4775,0.0000
721,0.100826,0.6743,9.8037,0.4478,0.0000
722,0.100936,0.6456,9.7754,0.4189,0.0000
723,0.101031,0.6181,9.7471,0.3912,0.0000
724,0.101109,0.5922,9.7188,0.3650,0.0000
725,0.101169,0.5681,9.6904,0.3408,0.0194
726,0.101221,0.5464,9.6620,0.3189,0.0000
727,0.101257,0.5273,9.6335,0.2996,0.0000
728,0.101224,0.5111,9.6051,0.2831,0.0000
729,0.102267,0.4980,9.5765,0.2698,0.0000
730,0.103237,0.4882,9.5480,0.2598,0.0000
731,0.104128,0.4818,9.5194,0.2532,0.0000
732,0.104939,0.4790,9.4907,0.2502,0.0000
733,0.105676,0.4798,9.4620,0.2508,0.0000
734,0.106346,0.4842,9.4333,0.2550,0.0000
735,0.107133,0.4921,9.4045,0.2626,0.0000
736,0.105208,0.5034,9.3757,0.2737,0.0000
737,0.102976,0.5180,9.3469,0.2881,0.0000
738,0.100936,0.5356,9.3180,0.3055,0.0000
739,0.100956,0.5560,9.2891,0.3257,0.0000
740,0.100959,0.5790,9.2601,0.3484,0.0000
741,0.100942,0.6041,9.2311,0.3733,0.0000
742,0.100905,0.6310,9.2021,0.4000,0.0000
743,0.100846,0.6594,9.1730,0.4282,0.0001
744,0.100766,0.6888,9.1439,0.4574,0.0000
745,0.100662,0.7188,9.1148,0.4872,0.0000
746,0.100537,0.7490,9.0856,0.5171,0.0000
747,0.100390,0.7790,9.0564,0.5469,0.0001
748,0.100226,0.8082,9.0271,0.5759,0.0000
749,0.100044,0.8364,8.9978,0.6039,0.0000
750,0.099852,0.8631,8.9684,0.6304,0.0000
751,0.099629,0.8879,8.9390,0.6550,0.0000
752,0.099504,0.9105,8.9096,0.6773,0.0000
753,0.099440,0.9306,8.8802,0.6972,0.0000
754,0.099349,0.9478,8.8507,0.7141,0.0000
755,0.099246,0.9619,8.8211,0.7280,0.0000
756,0.099139,0.9727,8.7915,0.7387,0.0000
757,0.099034,0.9801,8.7619,0.7459,0.0000
758,0.098934,0.9840,8.7323,0.7495,0.0000
759,0.098842,0.9843,8.7026,0.7496,0.0000
760,0.098760,0.9810,8.6728,0.7461,0.0000
761,0.098740,0.9742,8.6431,0.7390,0.0000
762,0.098387,0.9639,8.6132,0.7285,0.0000
763,0.098469,0.9503,8.5834,0.7147,0.0000
764,0.098729,0.9337,8.5535,0.6978,0.0000
765,0.099075,0.9142,8.5236,0.6781,0.0000
766,0.099425,0.8921,8.4936,0.6558,0.0000
767,0.099763,0.8678,8.4636,0.6313,0.0000
768,0.100060,0.8416,8.4335,0.6049,0.0000
769,0.100240,0.8139,8.4034,0.5770,0.0000
770,0.100362,0.7851,8.3733,0.5479,0.0000
771,0.100499,0.7557,8.3432,0.5182,0.0000
772,0.100637,0.7259,8.3130,0.4883,0.0001
773,0.100765,0.6963,8.2827,0.4584,0.0000
774,0.100880,0.6673,8.2524,0.4292,0.0000
775,0.100980,0.6394,8.2221,0.4010,0.0001
776,0.101062,0.6128,8.1918,0.3743,0.0000
777,0.101124,0.5881,8.1614,0.3493,0.0000
778,0.101166,0.5655,8.1309,0.3265,0.0000
779,0.101186,0.5454,8.1004,0.3062,0.0000
780,0.101185,0.5282,8.0699,0.2887,0.0000
781,0.101162,0.5139,8.0394,0.2742,0.0000
782,0.101118,0.5029,8.0088,0.2630,0.0000
783,0.102125,0.4953,7.9782,0.2552,0.0000
784,0.103046,0.4913,7.9475,0.2509,0.0000
785,0.103885,0.4908,7.9168,0.2502,0.0000
786,0.104647,0.4939,7.8860,0.2530,0.0000
787,0.102240,0.5006,7.8552,0.2595,0.0000
788,0.100763,0.5107,7.8244,0.2694,0.0000
789,0.100836,0.5241,7.7935,0.2826,0.0000
790,0.100890,0.5407,7.7626,0.2989,0.0000
791,0.100925,0.5602,7.7317,0.3181,0.0034
792,0.100955,0.5822,7.7007,0.3400,0.0000
793,0.100926,0.6066,7.6697,0.3641,0.0000
794,0.100904,0.6329,7.6386,0.3902,0.0000
795,0.100857,0.6609,7.6075,0.4179,0.0000
796,0.100784,0.6899,7.5764,0.4468,0.0000
797,0.100688,0.7198,7.5452,0.4764,0.0000
798,0.100567,0.7500,7.5140,0.5064,0.0000
799,0.100423,0.7801,7.4827,0.5362,0.0000
800,0.100259,0.8097,7.4515,0.5656,0.0001
801,0.100079,0.8383,7.4201,0.5940,0.0000
802,0.099884,0.8656,7.3888,0.6210,0.0000
803,0.099660,0.8912,7.3573,0.6464,0.0000
804,0.099559,0.9146,7.3259,0.6696,0.0001
805,0.099498,0.9356,7.2944,0.6903,0.0000
806,0.099405,0.9539,7.2629,0.7084,0.0000
807,0.099296,0.9692,7.2313,0.7234,0.0000
808,0.099179,0.9812,7.1997,0.7352,0.0000
809,0.099062,0.9899,7.1681,0.7437,0.0000
810,0.098949,0.9951,7.1364,0.7486,0.0000
811,0.098842,0.9967,7.1047,0.7500,0.0000
812,0.098743,0.9947,7.0729,0.7477,0.0000
813,0.098704,0.9891,7.0411,0.7419,0.0000
814,0.098269,0.9801,7.0093,0.7327,0.0000
815,0.098295,0.9677,6.9774,0.7200,0.0000
816,0.098565,0.9522,6.9455,0.7042,0.0000
817,0.098929,0.9337,6.9135,0.6855,0.0000
818,0.099302,0.9125,6.8815,0.6641,0.0000
819,0.099659,0.8890,6.8495,0.6404,0.0000
820,0.099969,0.8635,6.8174,0.6146,0.0000
821,0.100157,0.8363,6.7853,0.5872,0.0000
822,0.100275,0.8078,6.7532,0.5585,0.0000
823,0.100416,0.7786,6.7210,0.5290,0.0000
824,0.100559,0.7489,6.6887,0.4990,0.0000
825,0.100695,0.7192,6.6565,0.4691,0.0000
826,0.100818,0.6900,6.6242,0.4396,0.0000
827,0.100924,0.6616,6.5918,0.4110,0.0000
828,0.101011,0.6345,6.5594,0.3837,0.0000
829,0.101078,0.6091,6.5270,0.3580,0.0001
830,0.101123,0.5857,6.4946,0.3344,0.0000
831,0.101146,0.5647,6.4621,0.3132,0.0000
832,0.101148,0.5464,6.4295,0.2947,0.0001
833,0.101127,0.5311,6.3969,0.2791,0.0000
834,0.101085,0.5189,6.3643,0.2666,0.0000
835,0.101021,0.5101,6.3317,0.2576,0.0000
836,0.100935,0.5048,6.2990,0.2520,0.0000
837,0.100828,0.5030,6.2662,0.2500,0.0000
838,0.100701,0.5048,6.2335,0.2516,0.0000
839,0.100581,0.5103,6.2007,0.2568,0.0000
840,0.100676,0.5192,6.1678,0.2654,0.0000
841,0.100764,0.5314,6.1349,0.2775,0.0000
842,0.100833,0.5469,6.1020,0.2927,0.0000
843,0.100883,0.5654,6.0690,0.3109,0.0000
844,0.100911,0.5866,6.0360,0.3318,0.0000
845,0.100918,0.6102,6.0030,0.3552,0.0000
846,0.100902,0.6359,5.9699,0.3806,0.0000
847,0.100861,0.6633,5.9368,0.4078,0.0000
848,0.100795,0.6920,5.9036,0.4363,0.0000
849,0.100703,0.7216,5.8704,0.4657,0.0000
850,0.100588,0.7518,5.8372,0.4956,0.0000
851,0.100448,0.7820,5.8039,0.5255,0.0000
852,0.100286,0.8118,5.7706,0.5551,0.0000
853,0.100105,0.8409,5.7372,0.5839,0.0000
854,0.099910,0.8687,5.7038,0.6115,0.0000
855,0.099684,0.8949,5.6704,0.6375,0.0000
856,0.099609,0.9192,5.6369,0.6615,0.0000
857,0.099552,0.9411,5.6034,0.6832,0.0001
858,0.099457,0.9604,5.5699,0.7022,0.0000
859,0.099341,0.9768,5.5363,0.7184,0.0000
860,0.099214,0.9901,5.5027,0.7314,0.0000
861,0.099085,1.0000,5.4690,0.7410,0.0001
862,0.098978,1.0000,5.4353,0.7472,0.0000
863,0.098871,1.0000,5.4015,0.7499,0.0000
864,0.098761,1.0000,5.3678,0.7490,0.0000
865,0.098694,1.0000,5.3339,0.7444,0.0000
866,0.098183,0.9966,5.3001,0.7364,0.0000
867,0.098077,0.9855,5.2662,0.7250,0.0000
868,0.098373,0.9710,5.2322,0.7103,0.0000
869,0.098763,0.9536,5.1983,0.6926,0.0000
870,0.099161,0.9334,5.1642,0.6721,0.0000
871,0.099532,0.9107,5.1302,0.6492,0.0000
872,0.099856,0.8859,5.0961,0.6241,0.0000
873,0.100053,0.8592,5.0620,0.5972,0.0000
874,0.100171,0.8312,5.0278,0.5689,0.0000
875,0.100315,0.8022,4.9936,0.5397,0.0000
876,0.100465,0.7726,4.9593,0.5098,0.0000
877,0.100610,0.7429,4.9250,0.4799,0.0000
878,0.100742,0.7135,4.8907,0.4502,0.0000
879,0.100857,0.6848,4.8563,0.4212,0.0000
880,0.100951,0.6572,4.8219,0.3934,0.0000
881,0.101024,0.6312,4.7875,0.3671,0.0000
882,0.101076,0.6070,4.7530,0.3427,0.0000
883,0.101104,0.5852,4.7185,0.3205,0.0000
884,0.101109,0.5659,4.6839,0.3010,0.0000
885,0.101091,0.5494,4.6493,0.2843,0.0000
886,0.101051,0.5361,4.6147,0.2707,0.0001
887,0.100989,0.5261,4.5800,0.2604,0.0000
888,0.100904,0.5195,4.5453,0.2536,0.0000
889,0.100797,0.5165,4.5105,0.2503,0.0001
890,0.100671,0.5170,4.4758,0.2506,0.0000
891,0.100529,0.5212,4.4409,0.2545,0.0038
892,0.100603,0.5289,4.4061,0.2619,0.0000
893,0.100665,0.5400,4.3711,0.2727,0.0000
894,0.100757,0.5543,4.3362,0.2868,0.0000
895,0.100824,0.5718,4.3012,0.3040,0.0000
896,0.100867,0.5920,4.2662,0.3240,0.0000
897,0.100886,0.6148,4.2311,0.3465,0.0000
898,0.100880,0.6398,4.1960,0.3713,0.0000
899,0.100850,0.6666,4.1609,0.3978,0.0000
900,0.100793,0.6950,4.1257,0.4259,0.0000
901,0.100708,0.7243,4.0905,0.4550,0.0000
902,0.100598,0.7544,4.0552,0.4848,0.0000
903,0.100462,0.7846,4.0199,0.5148,0.0000
904,0.100303,0.8146,3.9846,0.5445,0.0000
905,0.100124,0.8440,3.9492,0.5737,0.0000
906,0.099927,0.8724,3.9138,0.6017,0.0000
907,0.099700,0.8992,3.8783,0.6283,0.0000
908,0.099653,0.9243,3.8428,0.6531,0.0000
909,0.099601,0.9471,3.8073,0.6757,0.0000
910,0.099503,0.9674,3.7717,0.6957,0.0000
911,0.099379,0.9849,3.7361,0.7129,0.0000
912,0.099242,0.9993,3.7005,0.7271,0.0000
913,0.099131,1.0000,3.6648,0.7380,0.0000
914,0.099023,1.0000,3.6291,0.7454,0.0001
915,0.098912,1.0000,3.5933,0.7494,0.0000
916,0.098843,1.0000,3.5575,0.7497,0.0000
917,0.098298,1.0000,3.5217,0.7465,0.0000
918,0.097895,1.0000,3.4858,0.7397,0.0001
919,0.097948,1.0000,3.4499,0.7295,0.0000
920,0.098349,0.9903,3.4139,0.7159,0.0000
921,0.098775,0.9740,3.3779,0.6993,0.0000
922,0.099155,0.9547,3.3419,0.6798,0.0000
923,0.099452,0.9329,3.3058,0.6577,0.0000
924,0.099577,0.9088,3.2697,0.6333,0.0000
925,0.099743,0.8828,3.2335,0.6071,0.0308
926,0.100056,0.8553,3.1973,0.5792,0.0000
927,0.100215,0.8266,3.1611,0.5503,0.0000
928,0.100328,0.7972,3.1248,0.5206,0.0000
929,0.100478,0.7675,3.0885,0.4906,0.0000
930,0.100628,0.7379,3.0522,0.4608,0.0000
931,0.100761,0.7089,3.0158,0.4315,0.0000
932,0.100871,0.6809,2.9794,0.4032,0.0000
933,0.100958,0.6543,2.9429,0.3763,0.0000
934,0.101021,0.6294,2.9064,0.3512,0.0000
935,0.101060,0.6067,2.8699,0.3282,0.0000
936,0.101073,0.5865,2.8333,0.3077,0.0000
937,0.101062,0.5690,2.7967,0.2900,0.0000
938,0.101029,0.5546,2.7600,0.2753,0.0000
939,0.100972,0.5433,2.7233,0.2638,0.0000
940,0.100891,0.5355,2.6866,0.2557,0.0000
941,0.100788,0.5312,2.6498,0.2511,0.0000
942,0.100665,0.5305,2.6130,0.2501,0.0000
943,0.100523,0.5334,2.5761,0.2527,0.0001
944,0.100489,0.5398,2.5392,0.2588,0.0000
945,0.100603,0.5497,2.5023,0.2685,0.0000
946,0.100698,0.5629,2.4653,0.2814,0.0001
947,0.100772,0.5793,2.4283,0.2975,0.0000
948,0.100822,0.5986,2.3913,0.3165,0.0000
949,0.100849,0.6205,2.3542,0.3382,0.0000
950,0.100852,0.6448,2.3171,0.3621,0.0000
951,0.100828,0.6710,2.2799,0.3881,0.0000
952,0.100777,0.6988,2.2427,0.4157,0.0000
953,0.100698,0.7279,2.2055,0.4444,0.0000
954,0.100592,0.7578,2.1682,0.4740,0.0000
955,0.100460,0.7880,2.1309,0.5040,0.0000
956,0.100304,0.8182,2.0935,0.5339,0.0000
957,0.100126,0.8479,2.0561,0.5633,0.0000
958,0.099929,0.8766,2.0187,0.5918,0.0000
959,0.099701,0.9041,1.9812,0.6189,0.0000
960,0.099671,0.9298,1.9437,0.6444,0.0000
961,0.099622,0.9535,1.9062,0.6678,0.0000
962,0.099522,0.9748,1.8686,0.6888,0.0000
963,0.099391,0.9933,1.8310,0.7070,0.0000
964,0.099272,1.0000,1.7933,0.7223,0.0000
965,0.099166,1.0000,1.7556,0.7344,0.0000
966,0.099060,1.0000,1.7178,0.7431,0.0000
967,0.098949,1.0000,1.6801,0.7484,0.0000
968,0.098874,1.0000,1.6422,0.7500,0.0000
969,0.098297,1.0000,1.6044,0.7480,0.0000
970,0.097834,1.0000,1.5665,0.7425,0.0000
971,0.097901,1.0000,1.5285,0.7335,0.0001
972,0.098213,1.0000,1.4906,0.7212,0.0000
973,0.098529,0.9947,1.4525,0.7056,0.0000
974,0.098940,0.9765,1.4145,0.6871,0.0000
975,0.099262,0.9556,1.3764,0.6659,0.0001
976,0.099393,0.9323,1.3383,0.6423,0.0000
977,0.099567,0.9070,1.3001,0.6167,0.0000
978,0.099767,0.8799,1.2619,0.5894,0.0000
979,0.099970,0.8516,1.2236,0.5608,0.0000
980,0.100169,0.8225,1.1854,0.5313,0.0000
981,0.100355,0.7928,1.1470,0.5014,0.0000
982,0.100522,0.7632,1.1087,0.4715,0.0000
983,0.100667,0.7339,1.0703,0.4420,0.0000
984,0.100791,0.7055,1.0318,0.4133,0.0000
985,0.100889,0.6784,0.9933,0.3858,0.0000
986,0.100963,0.6529,0.9548,0.3600,0.0000
987,0.101010,0.6294,0.9163,0.3362,0.0000
988,0.101032,0.6082,0.8777,0.3148,0.0000
989,0.101027,0.5897,0.8390,0.2960,0.0000
990,0.101001,0.5742,0.8004,0.2802,0.0043
991,0.100966,0.5618,0.7616,0.2675,0.0000
992,0.100865,0.5528,0.7229,0.2582,0.0000
993,0.100769,0.5472,0.6841,0.2523,0.0000
994,0.100651,0.5452,0.6453,0.2500,0.0000
995,0.100511,0.5468,0.6064,0.2513,0.0000
996,0.100394,0.5520,0.5675,0.2562,0.0000
997,0.100513,0.5606,0.5285,0.2646,0.0000
998,0.100619,0.5727,0.4896,0.2764,0.0000
999,0.100702,0.5880,0.4505,0.2914,0.0000
1000,0.100763,0.6063,0.4115,0.3094,0.0001
1001,0.100798,0.6273,0.3724,0.3301,0.0000
1002,0.100809,0.6508,0.3332,0.3533,0.0000
1003,0.100793,0.6763,0.2941,0.3785,0.0001
1004,0.100749,0.7037,0.2548,0.4056,0.0000
1005,0.100676,0.7323,0.2156,0.4340,0.0000
1006,0.100576,0.7620,0.1763,0.4633,0.0000
1007,0.100448,0.7921,0.1370,0.4932,0.0000
1008,0.100294,0.8224,0.0976,0.5231,0.0000
1009,0.100116,0.8523,0.0582,0.5528,0.0000
1010,0.099904,0.8815,0.0187,0.5816,0.0248
1011,0.099931,0.9093,0.0000,0.6093,0.0009
1012,0.099881,0.9355,0.0000,0.6355,0.0000
1013,0.099763,0.9597,0.0000,0.6597,0.0000
1014,0.099609,0.9815,0.0000,0.6815,0.0000
1015,0.099440,1.0000,0.0000,0.7008,0.0000
1016,0.099306,1.0000,0.0000,0.7172,0.0000
1017,0.099180,1.0000,0.0000,0.7304,0.0000
1018,0.099056,1.0000,0.0000,0.7404,0.0000
1019,0.098968,1.0000,0.0000,0.7469,0.0000
1020,0.098364,1.0000,0.0000,0.7498,0.0000
1021,0.097876,1.0000,0.0000,0.7492,0.0000
1022,0.097777,1.0000,0.0000,0.7449,0.0000
1023,0.098121,1.0000,0.0000,0.7372,0.0000
1024,0.098387,1.0000,0.0000,0.7260,0.0000
1025,0.098595,1.0000,0.0000,0.7116,0.0000
1026,0.098786,0.9941,0.0000,0.6941,0.0000
1027,0.098935,0.9738,0.0000,0.6738,0.0000
1028,0.099129,0.9511,0.0000,0.6511,0.0000
1029,0.099353,0.9261,0.0000,0.6261,0.0001
