step,phi,danger,speed,slip,friction,pe
870,0.100028,0.7200,9.0498,1.0000,0.3500,0.0000
871,0.100027,0.7200,9.0600,1.0000,0.3500,0.0000
872,0.100026,0.7200,9.0703,1.0000,0.3500,0.0000
873,0.100026,0.7200,9.0805,1.0000,0.3500,0.0000
874,0.100025,0.7200,9.0907,1.0000,0.3500,0.0000
875,0.100025,0.7200,9.1009,1.0000,0.3500,0.0000
876,0.100025,0.7200,9.1111,1.0000,0.3500,0.0000
877,0.100025,0.7200,9.1214,1.0000,0.3500,0.0000
878,0.100024,0.7200,9.1316,1.0000,0.3500,0.0000
879,0.100024,0.7200,9.1418,1.0000,0.3500,0.0000
880,0.100024,0.7200,9.1520,1.0000,0.3500,0.0000
881,0.100024,0.7200,9.1622,1.0000,0.3500,0.0000
882,0.100024,0.7200,9.1725,1.0000,0.3500,0.0648
883,0.100250,0.7200,9.1827,1.0000,0.3500,0.0007
884,0.100133,0.7200,9.1929,1.0000,0.3500,0.0000
885,0.100097,0.7200,9.2031,1.0000,0.3500,0.0000
886,0.100070,0.7200,9.2133,1.0000,0.3500,0.0000
887,0.100053,0.7200,9.2235,1.0000,0.3500,0.0000
888,0.100042,0.7200,9.2338,1.0000,0.3500,0.0000
889,0.100035,0.7200,9.2440,1.0000,0.3500,0.0000
890,0.100031,0.7200,9.2542,1.0000,0.3500,0.0000
891,0.100028,0.7200,9.2644,1.0000,0.3500,0.0000
892,0.100027,0.7200,9.2746,1.0000,0.3500,0.0000
893,0.100025,0.7200,9.2848,1.0000,0.3500,0.0000
894,0.100024,0.7200,9.2950,1.0000,0.3500,0.0000
895,0.100023,0.7200,9.3052,1.0000,0.3500,0.0000
896,0.100023,0.7200,9.3154,1.0000,0.3500,0.0000
897,0.100022,0.7200,9.3257,1.0000,0.3500,0.0000
898,0.100022,0.7200,9.3359,1.0000,0.3500,0.0000
899,0.100022,0.7200,9.3461,1.0000,0.3500,0.0000
900,0.100021,0.7200,9.3563,1.0000,0.3500,0.0001
901,0.100021,0.7200,9.3665,1.0000,0.3500,0.0031
902,0.100032,0.7200,9.3767,1.0000,0.3500,0.0000
903,0.100025,0.7200,9.3869,1.0000,0.3500,0.0000
904,0.100023,0.7200,9.3971,1.0000,0.3500,0.0000
905,0.100022,0.7200,9.4073,1.0000,0.3500,0.0000
906,0.100021,0.7200,9.4175,1.0000,0.3500,0.0000
907,0.100021,0.7200,9.4277,1.0000,0.3500,0.0000
908,0.100021,0.7200,9.4379,1.0000,0.3500,0.0000
909,0.100020,0.7200,9.4481,1.0000,0.3500,0.0000
910,0.100020,0.7200,9.4583,1.0000,0.3500,0.0000
911,0.100020,0.7200,9.4685,1.0000,0.3500,0.0000
912,0.100020,0.7200,9.4787,1.0000,0.3500,0.0000
913,0.100019,0.7200,9.4889,1.0000,0.3500,0.0000
914,0.100019,0.7200,9.4991,1.0000,0.3500,0.0000
915,0.100019,0.7200,9.5093,1.0000,0.3500,0.0001
916,0.100019,0.7200,9.5195,1.0000,0.3500,0.0000
917,0.100019,0.7200,9.5297,1.0000,0.3500,0.0001
918,0.100018,0.7200,9.5399,1.0000,0.3500,0.0000
919,0.100019,0.7200,9.5501,1.0000,0.3500,0.0000
920,0.100018,0.7200,9.5603,1.0000,0.3500,0.0000
921,0.100018,0.7200,9.5705,1.0000,0.3500,0.0000
922,0.100018,0.7200,9.5807,1.0000,0.3500,0.0000
923,0.100018,0.7200,9.5909,1.0000,0.3500,0.0000
924,0.100018,0.7200,9.6011,1.0000,0.3500,0.0000
925,0.100018,0.7200,9.6112,1.0000,0.3500,0.0000
926,0.100018,0.7200,9.6214,1.0000,0.3500,0.0000
927,0.100017,0.7200,9.6316,1.0000,0.3500,0.0000
928,0.100017,0.7200,9.6418,1.0000,0.3500,0.0000
929,0.100017,0.7200,9.6520,1.0000,0.3500,0.0000
930,0.100017,0.7200,9.6622,1.0000,0.3500,0.0000
931,0.100017,0.7200,9.6724,1.0000,0.3500,0.0000
932,0.100017,0.7200,9.6826,1.0000,0.3500,0.0000
933,0.100017,0.7200,9.6928,1.0000,0.3500,0.0000
934,0.100017,0.7200,9.7029,1.0000,0.3500,0.0000
935,0.100016,0.7200,9.7131,1.0000,0.3500,0.0001
936,0.100016,0.7200,9.7233,1.0000,0.3500,0.0000
937,0.100016,0.7200,9.7335,1.0000,0.3500,0.0000
938,0.100016,0.7200,9.7437,1.0000,0.3500,0.0000
939,0.100016,0.7200,9.7539,1.0000,0.3500,0.0000
940,0.100016,0.7200,9.7640,1.0000,0.3500,0.0000
941,0.100016,0.7200,9.7742,1.0000,0.3500,0.0000
942,0.100016,0.7200,9.7844,1.0000,0.3500,0.0000
943,0.100016,0.7200,9.7946,1.0000,0.3500,0.0000
944,0.100015,0.7200,9.8048,1.0000,0.3500,0.0000
945,0.100015,0.7200,9.8149,1.0000,0.3500,0.0000
946,0.100015,0.7200,9.8251,1.0000,0.3500,0.0000
947,0.100015,0.7200,9.8353,1.0000,0.3500,0.0000
948,0.100015,0.7200,9.8455,1.0000,0.3500,0.0000
949,0.100015,0.7200,9.8557,1.0000,0.3500,0.0000
950,0.100015,0.7200,9.8658,1.0000,0.3500,0.0001
951,0.100014,0.7200,9.8760,1.0000,0.3500,0.0000
952,0.100015,0.7200,9.8862,1.0000,0.3500,0.0001
953,0.100014,0.7200,9.8963,1.0000,0.3500,0.0000
954,0.100014,0.7200,9.9065,1.0000,0.3500,0.0000
955,0.100014,0.7200,9.9167,1.0000,0.3500,0.0000
956,0.100014,0.7200,9.9269,1.0000,0.3500,0.0000
957,0.100014,0.7200,9.9370,1.0000,0.3500,0.0000
958,0.100014,0.7200,9.9472,1.0000,0.3500,0.0001
959,0.100014,0.7200,9.9574,1.0000,0.3500,0.0000
960,0.100014,0.7200,9.9675,1.0000,0.3500,0.0000
961,0.100014,0.7200,9.9777,1.0000,0.3500,0.0000
962,0.100013,0.7200,9.9879,1.0000,0.3500,0.0000
963,0.100013,0.7200,9.9980,1.0000,0.3500,0.0000
964,0.100013,0.7200,10.0082,1.0000,0.3500,0.0000
965,0.100013,0.7200,10.0184,1.0000,0.3500,0.0000
966,0.100013,0.7200,10.0285,1.0000,0.3500,0.0000
967,0.100013,0.7200,10.0387,1.0000,0.3500,0.0000
968,0.100013,0.7200,10.0489,1.0000,0.3500,0.0000
969,0.100013,0.7200,10.0590,1.0000,0.3500,0.0000
970,0.100012,0.7200,10.0692,1.0000,0.3500,0.0001
971,0.100012,0.7200,10.0794,1.0000,0.3500,0.0000
972,0.100012,0.7200,10.0895,1.0000,0.3500,0.0000
973,0.100012,0.7200,10.0997,1.0000,0.3500,0.0000
974,0.100012,0.7200,10.1098,1.0000,0.3500,0.0000
975,0.100012,0.7200,10.1200,1.0000,0.3500,0.0000
976,0.100012,0.7200,10.1302,1.0000,0.3500,0.0000
977,0.100012,0.7200,10.1403,1.0000,0.3500,0.0000
978,0.100012,0.7200,10.1505,1.0000,0.3500,0.0000
979,0.100012,0.7200,10.1606,1.0000,0.3500,0.0000
980,0.100011,0.7200,10.1708,1.0000,0.3500,0.0000
981,0.100011,0.7200,10.1809,1.0000,0.3500,0.0000
982,0.100011,0.7200,10.1911,1.0000,0.3500,0.0000
983,0.100011,0.7200,10.2012,1.0000,0.3500,0.0000
984,0.100011,0.7200,10.2114,1.0000,0.3500,0.0000
985,0.100011,0.7200,10.2215,1.0000,0.3500,0.0000
986,0.100011,0.7200,10.2317,1.0000,0.3500,0.0001
987,0.106113,0.2000,10.2419,1.0000,1.0000,0.0012
988,0.106444,0.2000,10.2520,1.0000,1.0000,0.0003
989,0.107009,0.2000,10.2622,1.0000,1.0000,0.0000
990,0.107370,0.2000,10.2723,1.0000,1.0000,0.0000
991,0.107940,0.2000,10.2824,1.0000,1.0000,0.0000
992,0.108631,0.2000,10.2926,1.0000,1.0000,0.0000
993,0.109314,0.2000,10.3027,1.0000,1.0000,0.0000
994,0.109998,0.2000,10.3129,1.0000,1.0000,0.0000
995,0.110665,0.2000,10.3230,1.0000,1.0000,0.0000
996,0.111314,0.2000,10.3332,1.0000,1.0000,0.0000
997,0.111945,0.2000,10.3433,1.0000,1.0000,0.0000
998,0.112559,0.2000,10.3535,1.0000,1.0000,0.0000
999,0.113155,0.2000,10.3636,1.0000,1.0000,0.0000
1000,0.113735,0.2000,10.3738,1.0000,1.0000,0.0000
1001,0.114309,0.2000,10.3839,1.0000,1.0000,0.0000
1002,0.114867,0.2000,10.3940,1.0000,1.0000,0.0000
1003,0.115389,0.2000,10.4042,1.0000,1.0000,0.0000
1004,0.115904,0.2000,10.4143,1.0000,1.0000,0.0000
1005,0.116412,0.2000,10.4245,1.0000,1.0000,0.0000
1006,0.116913,0.2000,10.4346,1.0000,1.0000,0.0000
1007,0.117406,0.2000,10.4447,1.0000,1.0000,0.0000
1008,0.117892,0.2000,10.4549,1.0000,1.0000,0.0000
1009,0.118372,0.2000,10.4650,1.0000,1.0000,0.0000
1010,0.118846,0.2000,10.4751,1.0000,1.0000,0.0000
1011,0.119315,0.2000,10.4853,1.0000,1.0000,0.0000
1012,0.119781,0.2000,10.4954,1.0000,1.0000,0.0000
1013,0.120242,0.2000,10.5055,1.0000,1.0000,0.0000
1014,0.120700,0.2000,10.5157,1.0000,1.0000,0.0000
1015,0.121155,0.2000,10.5258,1.0000,1.0000,0.0000
1016,0.121608,0.2000,10.5359,1.0000,1.0000,0.0000
1017,0.122059,0.2000,10.5461,1.0000,1.0000,0.0000
1018,0.122508,0.2000,10.5562,1.0000,1.0000,0.0010
1019,0.122963,0.2000,10.5663,1.0000,1.0000,0.0000
1020,0.123405,0.2000,10.5765,1.0000,1.0000,0.0001
1021,0.123851,0.2000,10.5866,1.0000,1.0000,0.0000
1022,0.124297,0.2000,10.5967,1.0000,1.0000,0.0000
1023,0.124743,0.2000,10.6068,1.0000,1.0000,0.0000
1024,0.125188,0.2000,10.6170,1.0000,1.0000,0.0000
1025,0.125634,0.2000,10.6271,1.0000,1.0000,0.0000
1026,0.126080,0.2000,10.6372,1.0000,1.0000,0.0000
1027,0.126526,0.2000,10.6473,1.0000,1.0000,0.0000
1028,0.126972,0.2000,10.6575,1.0000,1.0000,0.0000
1029,0.127419,0.2000,10.6676,1.0000,1.0000,0.0000
1030,0.127867,0.2000,10.6777,1.0000,1.0000,0.0000
1031,0.128315,0.2000,10.6878,1.0000,1.0000,0.0000
1032,0.128763,0.2000,10.6979,1.0000,1.0000,0.0000
1033,0.129213,0.2000,10.7081,1.0000,1.0000,0.0001
1034,0.129662,0.2000,10.7182,1.0000,1.0000,0.0000
1035,0.130113,0.2000,10.7283,1.0000,1.0000,0.0000
1036,0.130564,0.2000,10.7384,1.0000,1.0000,0.0000
1037,0.130564,0.2000,10.7485,1.0000,1.0000,0.0000
1038,0.130564,0.2000,10.7586,1.0000,1.0000,0.0000
1039,0.130564,0.2000,10.7688,1.0000,1.0000,0.0000
1040,0.130564,0.2000,10.7789,1.0000,1.0000,0.0000
1041,0.130564,0.2000,10.7890,1.0000,1.0000,0.0000
1042,0.130564,0.2000,10.7991,1.0000,1.0000,0.0000
1043,0.130564,0.2000,10.8092,1.0000,1.0000,0.0000
1044,0.130565,0.2000,10.8193,1.0000,1.0000,0.0000
1045,0.130565,0.2000,10.8294,1.0000,1.0000,0.0000
1046,0.130565,0.2000,10.8395,1.0000,1.0000,0.0000
1047,0.130565,0.2000,10.8497,1.0000,1.0000,0.0000
1048,0.130565,0.2000,10.8598,1.0000,1.0000,0.0000
1049,0.130565,0.2000,10.8699,1.0000,1.0000,0.0000
1050,0.130565,0.2000,10.8800,1.0000,1.0000,0.0001
1051,0.130566,0.2000,10.8901,1.0000,1.0000,0.0000
1052,0.130566,0.2000,10.9002,1.0000,1.0000,0.0000
1053,0.130566,0.2000,10.9103,1.0000,1.0000,0.0000
1054,0.130566,0.2000,10.9204,1.0000,1.0000,0.0000
1055,0.130566,0.2000,10.9305,1.0000,1.0000,0.0023
1056,0.130582,0.2000,10.9406,1.0000,1.0000,0.0000
1057,0.130570,0.2000,10.9507,1.0000,1.0000,0.0000
1058,0.130568,0.2000,10.9608,1.0000,1.0000,0.0000
1059,0.130568,0.2000,10.9709,1.0000,1.0000,0.0000
1060,0.130567,0.2000,10.9810,1.0000,1.0000,0.0000
1061,0.130567,0.2000,10.9911,1.0000,1.0000,0.0000
1062,0.130567,0.2000,11.0012,1.0000,1.0000,0.0000
1063,0.130566,0.2000,11.0113,1.0000,1.0000,0.0000
1064,0.130566,0.2000,11.0214,1.0000,1.0000,0.0000
1065,0.130566,0.2000,11.0315,1.0000,1.0000,0.0000
1066,0.130566,0.2000,11.0416,1.0000,1.0000,0.0000
1067,0.130566,0.2000,11.0517,1.0000,1.0000,0.0000
1068,0.130566,0.2000,11.0618,1.0000,1.0000,0.0012
1069,0.130574,0.2000,11.0719,1.0000,1.0000,0.0000
1070,0.130568,0.2000,11.0820,1.0000,1.0000,0.0000
1071,0.130567,0.2000,11.0921,1.0000,1.0000,0.0000
1072,0.130567,0.2000,11.1022,1.0000,1.0000,0.0000
1073,0.130567,0.2000,11.1122,1.0000,1.0000,0.0000
1074,0.130567,0.2000,11.1223,1.0000,1.0000,0.0000
1075,0.130566,0.2000,11.1324,1.0000,1.0000,0.0000
1076,0.130566,0.2000,11.1425,1.0000,1.0000,0.0001
1077,0.130566,0.2000,11.1526,1.0000,1.0000,0.0000
1078,0.130566,0.2000,11.1627,1.0000,1.0000,0.0000
1079,0.130566,0.2000,11.1728,1.0000,1.0000,0.0000
1080,0.130566,0.2000,11.1829,1.0000,1.0000,0.0000
1081,0.130566,0.2000,11.1930,1.0000,1.0000,0.0000
1082,0.130566,0.2000,11.2030,1.0000,1.0000,0.0000
1083,0.130566,0.2000,11.2131,1.0000,1.0000,0.0000
1084,0.130566,0.2000,11.2232,1.0000,1.0000,0.0001
1085,0.130567,0.2000,11.2333,1.0000,1.0000,0.0000
1086,0.130567,0.2000,11.2434,1.0000,1.0000,0.0000
1087,0.130567,0.2000,11.2534,1.0000,1.0000,0.0000
1088,0.130566,0.2000,11.2635,1.0000,1.0000,0.0000
1089,0.130566,0.2000,11.2736,1.0000,1.0000,0.0000
1090,0.130566,0.2000,11.2837,1.0000,1.0000,0.0000
1091,0.130566,0.2000,11.2938,1.0000,1.0000,0.0000
1092,0.130566,0.2000,11.3038,1.0000,1.0000,0.0000
1093,0.130566,0.2000,11.3139,1.0000,1.0000,0.0000
1094,0.130566,0.2000,11.3240,1.0000,1.0000,0.0000
1095,0.130567,0.2000,11.3341,1.0000,1.0000,0.0000
1096,0.130567,0.2000,11.3441,1.0000,1.0000,0.0000
1097,0.130567,0.2000,11.3542,1.0000,1.0000,0.0000
1098,0.130567,0.2000,11.3643,1.0000,1.0000,0.0000
1099,0.130567,0.2000,11.3744,1.0000,1.0000,0.0000
1100,0.130567,0.2000,11.3844,1.0000,1.0000,0.0000
1101,0.130567,0.2000,11.3945,1.0000,1.0000,0.0001
1102,0.130567,0.2000,11.4046,1.0000,1.0000,0.0000
1103,0.130567,0.2000,11.4146,1.0000,1.0000,0.0000
1104,0.130567,0.2000,11.4247,1.0000,1.0000,0.0000
1105,0.130567,0.2000,11.4348,1.0000,1.0000,0.0000
1106,0.130567,0.2000,11.4448,1.0000,1.0000,0.0000
1107,0.130567,0.2000,11.4549,1.0000,1.0000,0.0000
1108,0.130567,0.2000,11.4650,1.0000,1.0000,0.0000
1109,0.130567,0.2000,11.4750,1.0000,1.0000,0.0000
1110,0.130567,0.2000,11.4851,1.0000,1.0000,0.0000
1111,0.130567,0.2000,11.4952,1.0000,1.0000,0.0000
1112,0.130567,0.2000,11.5052,1.0000,1.0000,0.0000
1113,0.130567,0.2000,11.5153,1.0000,1.0000,0.0000
1114,0.130567,0.2000,11.5253,1.0000,1.0000,0.0000
1115,0.130567,0.2000,11.5354,1.0000,1.0000,0.0000
1116,0.130567,0.2000,11.5455,1.0000,1.0000,0.0000
1117,0.130567,0.2000,11.5555,1.0000,1.0000,0.0000
1118,0.130567,0.2000,11.5656,1.0000,1.0000,0.0000
1119,0.130567,0.2000,11.5756,1.0000,1.0000,0.0000
1120,0.130567,0.2000,11.5857,1.0000,1.0000,0.0000
1121,0.130567,0.2000,11.5957,1.0000,1.0000,0.0000
1122,0.130567,0.2000,11.6058,1.0000,1.0000,0.0000
1123,0.130567,0.2000,11.6159,1.0000,1.0000,0.0000
1124,0.130567,0.2000,11.6259,1.0000,1.0000,0.0000
1125,0.130567,0.2000,11.6360,1.0000,1.0000,0.0001
1126,0.130567,0.2000,11.6460,1.0000,1.0000,0.0001
1127,0.130567,0.2000,11.6561,1.0000,1.0000,0.0000
1128,0.130567,0.2000,11.6661,1.0000,1.0000,0.0000
1129,0.130567,0.2000,11.6762,1.0000,1.0000,0.0000
1130,0.130567,0.2000,11.6862,1.0000,1.0000,0.0000
1131,0.130567,0.2000,11.6963,1.0000,1.0000,0.0000
1132,0.130567,0.2000,11.7063,1.0000,1.0000,0.0000
1133,0.130567,0.2000,11.7164,1.0000,1.0000,0.0000
1134,0.130567,0.2000,11.7264,1.0000,1.0000,0.0000
1135,0.130567,0.2000,11.7364,1.0000,1.0000,0.0014
1136,0.130577,0.2000,11.7465,1.0000,1.0000,0.0000
1137,0.130569,0.2000,11.7565,1.0000,1.0000,0.0000
1138,0.130569,0.2000,11.7666,1.0000,1.0000,0.0000
1139,0.130568,0.2000,11.7766,1.0000,1.0000,0.0000
1140,0.130568,0.2000,11.7867,1.0000,1.0000,0.0000
1141,0.130568,0.2000,11.7967,1.0000,1.0000,0.0000
1142,0.130567,0.2000,11.8067,1.0000,1.0000,0.0000
1143,0.130567,0.2000,11.8168,1.0000,1.0000,0.0000
1144,0.130567,0.2000,11.8268,1.0000,1.0000,0.0000
1145,0.130567,0.2000,11.8368,1.0000,1.0000,0.0000
1146,0.130567,0.2000,11.8469,1.0000,1.0000,0.0000
1147,0.130567,0.2000,11.8569,1.0000,1.0000,0.0001
1148,0.130567,0.2000,11.8670,1.0000,1.0000,0.0000
1149,0.130567,0.2000,11.8770,1.0000,1.0000,0.0000
1150,0.130567,0.2000,11.8870,1.0000,1.0000,0.0000
1151,0.130567,0.2000,11.8971,1.0000,1.0000,0.0000
1152,0.130567,0.2000,11.9071,1.0000,1.0000,0.0000
1153,0.130567,0.2000,11.9171,1.0000,1.0000,0.0000
1154,0.130567,0.2000,11.9271,1.0000,1.0000,0.0000
1155,0.130567,0.2000,11.9372,1.0000,1.0000,0.0000
1156,0.130567,0.2000,11.9472,1.0000,1.0000,0.0000
1157,0.130567,0.2000,11.9572,1.0000,1.0000,0.0000
1158,0.130567,0.2000,11.9673,1.0000,1.0000,0.0000
1159,0.130567,0.2000,11.9773,1.0000,1.0000,0.0000
1160,0.130567,0.2000,11.9873,1.0000,1.0000,0.0000
1161,0.130567,0.2000,11.9973,1.0000,1.0000,0.0000
1162,0.130567,0.2000,12.0074,1.0000,1.0000,0.0000
1163,0.130567,0.2000,12.0174,1.0000,1.0000,0.0000
1164,0.130567,0.2000,12.0274,1.0000,1.0000,0.0000
1165,0.130567,0.2000,12.0374,1.0000,1.0000,0.0000
1166,0.130567,0.2000,12.0474,1.0000,1.0000,0.0000
1167,0.130567,0.2000,12.0575,1.0000,1.0000,0.0000
1168,0.130567,0.2000,12.0675,1.0000,1.0000,0.0002
1169,0.130568,0.2000,12.0775,1.0000,1.0000,0.0001
1170,0.130567,0.2000,12.0875,1.0000,1.0000,0.0000
1171,0.130567,0.2000,12.0975,1.0000,1.0000,0.0000
1172,0.130567,0.2000,12.1076,1.0000,1.0000,0.0000
1173,0.130567,0.2000,12.1176,1.0000,1.0000,0.0000
1174,0.130567,0.2000,12.1276,1.0000,1.0000,0.0000
1175,0.130567,0.2000,12.1376,1.0000,1.0000,0.0000
1176,0.130567,0.2000,12.1476,1.0000,1.0000,0.0000
1177,0.130567,0.2000,12.1576,1.0000,1.0000,0.0000
1178,0.130567,0.2000,12.1676,1.0000,1.0000,0.0000
1179,0.130567,0.2000,12.1776,1.0000,1.0000,0.0000
1180,0.130567,0.2000,12.1877,1.0000,1.0000,0.0000
1181,0.130567,0.2000,12.1977,1.0000,1.0000,0.0000
1182,0.129699,0.7200,12.2077,1.0000,0.3500,0.0016
1183,0.127522,0.7200,12.2177,1.0000,0.3500,0.0007
1184,0.125511,0.7200,12.2277,1.0000,0.3500,0.0000
1185,0.123834,0.7200,12.2377,1.0000,0.3500,0.0000
1186,0.122421,0.7200,12.2477,1.0000,0.3500,0.0000
1187,0.121142,0.7200,12.2577,1.0000,0.3500,0.0000
1188,0.119901,0.7200,12.2677,1.0000,0.3500,0.0000
1189,0.118688,0.7200,12.2777,1.0000,0.3500,0.0000
1190,0.117487,0.7200,12.2877,1.0000,0.3500,0.0002
1191,0.116286,0.7200,12.2977,1.0000,0.3500,0.0000
1192,0.115077,0.7200,12.3077,1.0000,0.3500,0.0000
1193,0.113842,0.7200,12.3177,1.0000,0.3500,0.0000
1194,0.112563,0.7200,12.3277,1.0000,0.3500,0.0000
1195,0.111222,0.7200,12.3377,1.0000,0.3500,0.0000
1196,0.109792,0.7200,12.3477,1.0000,0.3500,0.0000
1197,0.108241,0.7200,12.3577,1.0000,0.3500,0.0001
1198,0.106532,0.7200,12.3677,1.0000,0.3500,0.0000
1199,0.104623,0.7200,12.3777,1.0000,0.3500,0.0000
1200,0.102461,0.7200,12.3877,1.0000,0.3500,0.0000
1201,0.099990,0.7200,12.3977,1.0000,0.3500,0.0000
1202,0.099989,0.7200,12.4077,1.0000,0.3500,0.0000
1203,0.099989,0.7200,12.4177,1.0000,0.3500,0.0000
1204,0.099989,0.7200,12.4277,1.0000,0.3500,0.0000
1205,0.099990,0.7200,12.4376,1.0000,0.3500,0.0000
1206,0.099990,0.7200,12.4476,1.0000,0.3500,0.0000
1207,0.099991,0.7200,12.4576,1.0000,0.3500,0.0000
1208,0.099992,0.7200,12.4676,1.0000,0.3500,0.0014
1209,0.099997,0.7200,12.4776,1.0000,0.3500,0.0000
1210,0.099995,0.7200,12.4876,1.0000,0.3500,0.0000
1211,0.099996,0.7200,12.4976,1.0000,0.3500,0.0018
1212,0.100001,0.7200,12.5076,1.0000,0.3500,0.0002
1213,0.099999,0.7200,12.5175,1.0000,0.3500,0.0000
1214,0.100000,0.7200,12.5275,1.0000,0.3500,0.0001
1215,0.100000,0.7200,12.5375,1.0000,0.3500,0.0000
1216,0.100001,0.7200,12.5475,1.0000,0.3500,0.0000
1217,0.100001,0.7200,12.5575,1.0000,0.3500,0.0002
1218,0.100001,0.7200,12.5674,1.0000,0.3500,0.0000
1219,0.100002,0.7200,12.5774,1.0000,0.3500,0.0000
1220,0.100002,0.7200,12.5874,1.0000,0.3500,0.0000
1221,0.100002,0.7200,12.5974,1.0000,0.3500,0.0000
1222,0.100002,0.7200,12.6074,1.0000,0.3500,0.0000
1223,0.100002,0.7200,12.6173,1.0000,0.3500,0.0000
1224,0.100002,0.7200,12.6273,1.0000,0.3500,0.0000
1225,0.100002,0.7200,12.6373,1.0000,0.3500,0.0000
1226,0.100002,0.7200,12.6473,1.0000,0.3500,0.0000
1227,0.100002,0.7200,12.6572,1.0000,0.3500,0.0000
1228,0.100002,0.7200,12.6672,1.0000,0.3500,0.0000
1229,0.100002,0.7200,12.6772,1.0000,0.3500,0.0000
1230,0.100002,0.7200,12.6871,1.0000,0.3500,0.0000
1231,0.100002,0.7200,12.6971,1.0000,0.3500,0.0001
1232,0.100002,0.7200,12.7071,1.0000,0.3500,0.0000
1233,0.100002,0.7200,12.7170,1.0000,0.3500,0.0000
1234,0.100002,0.7200,12.7270,1.0000,0.3500,0.0000
1235,0.100002,0.7200,12.7370,1.0000,0.3500,0.0002
1236,0.100003,0.7200,12.7469,1.0000,0.3500,0.0000
1237,0.100002,0.7200,12.7569,1.0000,0.3500,0.0000
1238,0.100002,0.7200,12.7669,1.0000,0.3500,0.0000
1239,0.100002,0.7200,12.7768,1.0000,0.3500,0.0000
1240,0.100002,0.7200,12.7868,1.0000,0.3500,0.0000
1241,0.100002,0.7200,12.7967,1.0000,0.3500,0.0000
1242,0.100002,0.7200,12.8067,1.0000,0.3500,0.0000
1243,0.100002,0.7200,12.8167,1.0000,0.3500,0.0000
1244,0.100002,0.7200,12.8266,1.0000,0.3500,0.0000
1245,0.100002,0.7200,12.8366,1.0000,0.3500,0.0000
1246,0.100002,0.7200,12.8465,1.0000,0.3500,0.0000
1247,0.100003,0.7200,12.8565,1.0000,0.3500,0.0000
1248,0.100003,0.7200,12.8665,1.0000,0.3500,0.0000
1249,0.100003,0.7200,12.8764,1.0000,0.3500,0.0001
1250,0.100003,0.7200,12.8864,1.0000,0.3500,0.0000
1251,0.100003,0.7200,12.8963,1.0000,0.3500,0.0000
1252,0.100003,0.7200,12.9063,1.0000,0.3500,0.0000
1253,0.100003,0.7200,12.9162,1.0000,0.3500,0.0000
1254,0.100003,0.7200,12.9262,1.0000,0.3500,0.0000
1255,0.100003,0.7200,12.9361,1.0000,0.3500,0.0000
1256,0.100003,0.7200,12.9461,1.0000,0.3500,0.0000
1257,0.100003,0.7200,12.9560,1.0000,0.3500,0.0000
1258,0.100003,0.7200,12.9660,1.0000,0.3500,0.0000
1259,0.100003,0.7200,12.9759,1.0000,0.3500,0.0000
1260,0.100003,0.7200,12.9858,1.0000,0.3500,0.0002
1261,0.100003,0.7200,12.9958,1.0000,0.3500,0.0000
1262,0.100003,0.7200,13.0057,1.0000,0.3500,0.0000
1263,0.100003,0.7200,13.0157,1.0000,0.3500,0.0000
1264,0.100003,0.7200,13.0256,1.0000,0.3500,0.0000
1265,0.100003,0.7200,13.0356,1.0000,0.3500,0.0000
1266,0.100003,0.7200,13.0455,1.0000,0.3500,0.0001
1267,0.100003,0.7200,13.0554,1.0000,0.3500,0.0166
1268,0.100064,0.7200,13.0654,1.0000,0.3500,0.0000
1269,0.100031,0.7200,13.0753,1.0000,0.3500,0.0000
1270,0.100021,0.7200,13.0852,1.0000,0.3500,0.0000
1271,0.100014,0.7200,13.0952,1.0000,0.3500,0.0069
1272,0.100022,0.7200,13.1051,1.0000,0.3500,0.0000
1273,0.100019,0.7200,13.1151,1.0000,0.3500,0.0000
1274,0.100013,0.7200,13.1250,1.0000,0.3500,0.0028
1275,0.100008,0.7200,13.1349,1.0000,0.3500,0.0000
1276,0.100012,0.7200,13.1448,1.0000,0.3500,0.0000
1277,0.100008,0.7200,13.1548,1.0000,0.3500,0.0017
1278,0.100006,0.7200,13.1647,1.0000,0.3500,0.0000
1279,0.100008,0.7200,13.1746,1.0000,0.3500,0.0000
1280,0.100006,0.7200,13.1846,1.0000,0.3500,0.0011
1281,0.100006,0.7200,13.1945,1.0000,0.3500,0.0000
1282,0.100006,0.7200,13.2044,1.0000,0.3500,0.0000
1283,0.100006,0.7200,13.2143,1.0000,0.3500,0.0008
1284,0.100005,0.7200,13.2243,1.0000,0.3500,0.0001
1285,0.100005,0.7200,13.2342,1.0000,0.3500,0.0000
1286,0.100005,0.7200,13.2441,1.0000,0.3500,0.0006
1287,0.100005,0.7200,13.2540,1.0000,0.3500,0.0003
1288,0.100004,0.7200,13.2640,1.0000,0.3500,0.0000
1289,0.100005,0.7200,13.2739,1.0000,0.3500,0.0005
1290,0.100005,0.7200,13.2838,1.0000,0.3500,0.0000
1291,0.100005,0.7200,13.2937,1.0000,0.3500,0.0000
1292,0.100005,0.7200,13.3036,1.0000,0.3500,0.0000
1293,0.100005,0.7200,13.3136,1.0000,0.3500,0.0004
1294,0.100005,0.7200,13.3235,1.0000,0.3500,0.0000
1295,0.100005,0.7200,13.3334,1.0000,0.3500,0.0000
1296,0.100005,0.7200,13.3433,1.0000,0.3500,0.0004
