step,phi,danger,speed,slip,friction,pe
434,0.100138,0.7200,4.5440,1.0000,0.3500,0.0000
435,0.100117,0.7200,4.5544,1.0000,0.3500,0.0000
436,0.100250,0.7200,4.5648,1.0000,0.3500,0.0000
437,0.100078,0.7200,4.5752,1.0000,0.3500,0.0000
438,0.100086,0.7200,4.5856,1.0000,0.3500,0.0000
439,0.100102,0.7200,4.5961,1.0000,0.3500,0.0000
440,0.100114,0.7200,4.6065,1.0000,0.3500,0.0000
441,0.100122,0.7200,4.6169,1.0000,0.3500,0.0000
442,0.100127,0.7200,4.6273,1.0000,0.3500,0.0000
443,0.100131,0.7200,4.6378,1.0000,0.3500,0.0000
444,0.100134,0.7200,4.6482,1.0000,0.3500,0.0000
445,0.100136,0.7200,4.6586,1.0000,0.3500,0.0000
446,0.100115,0.7200,4.6690,1.0000,0.3500,0.0001
447,0.100246,0.7200,4.6794,1.0000,0.3500,0.0110
448,0.100137,0.7200,4.6898,1.0000,0.3500,0.0004
449,0.100103,0.7200,4.7003,1.0000,0.3500,0.0000
450,0.100100,0.7200,4.7107,1.0000,0.3500,0.0000
451,0.100106,0.7200,4.7211,1.0000,0.3500,0.0000
452,0.100116,0.7200,4.7315,1.0000,0.3500,0.0000
453,0.100123,0.7200,4.7419,1.0000,0.3500,0.0000
454,0.100128,0.7200,4.7524,1.0000,0.3500,0.0000
455,0.100131,0.7200,4.7628,1.0000,0.3500,0.0000
456,0.100134,0.7200,4.7732,1.0000,0.3500,0.0000
457,0.100136,0.7200,4.7836,1.0000,0.3500,0.0000
458,0.100114,0.7200,4.7940,1.0000,0.3500,0.0000
459,0.100242,0.7200,4.8044,1.0000,0.3500,0.0000
460,0.100078,0.7200,4.8148,1.0000,0.3500,0.0000
461,0.100085,0.7200,4.8253,1.0000,0.3500,0.0000
462,0.100101,0.7200,4.8357,1.0000,0.3500,0.0000
463,0.100112,0.7200,4.8461,1.0000,0.3500,0.0000
464,0.100119,0.7200,4.8565,1.0000,0.3500,0.0001
465,0.100125,0.7200,4.8669,1.0000,0.3500,0.0000
466,0.100129,0.7200,4.8773,1.0000,0.3500,0.0000
467,0.100132,0.7200,4.8877,1.0000,0.3500,0.0000
468,0.100134,0.7200,4.8982,1.0000,0.3500,0.0000
469,0.100112,0.7200,4.9086,1.0000,0.3500,0.0000
470,0.100239,0.7200,4.9190,1.0000,0.3500,0.0000
471,0.100078,0.7200,4.9294,1.0000,0.3500,0.0000
472,0.100084,0.7200,4.9398,1.0000,0.3500,0.0000
473,0.100099,0.7200,4.9502,1.0000,0.3500,0.0000
474,0.100110,0.7200,4.9606,1.0000,0.3500,0.0000
475,0.100118,0.7200,4.9710,1.0000,0.3500,0.0000
476,0.100124,0.7200,4.9814,1.0000,0.3500,0.0000
477,0.100127,0.7200,4.9919,1.0000,0.3500,0.0000
478,0.100130,0.7200,5.0023,1.0000,0.3500,0.0000
479,0.100132,0.7200,5.0127,1.0000,0.3500,0.0000
480,0.100110,0.7200,5.0231,1.0000,0.3500,0.0000
481,0.100236,0.7200,5.0335,1.0000,0.3500,0.0001
482,0.100077,0.7200,5.0439,1.0000,0.3500,0.0000
483,0.100083,0.7200,5.0543,1.0000,0.3500,0.0000
484,0.100098,0.7200,5.0647,1.0000,0.3500,0.0000
485,0.100109,0.7200,5.0751,1.0000,0.3500,0.0000
486,0.100117,0.7200,5.0855,1.0000,0.3500,0.0000
487,0.100122,0.7200,5.0959,1.0000,0.3500,0.0000
488,0.100126,0.7200,5.1063,1.0000,0.3500,0.0000
489,0.100129,0.7200,5.1167,1.0000,0.3500,0.0000
490,0.100131,0.7200,5.1271,1.0000,0.3500,0.0000
491,0.100109,0.7200,5.1375,1.0000,0.3500,0.0000
492,0.100232,0.7200,5.1479,1.0000,0.3500,0.0000
493,0.100077,0.7200,5.1584,1.0000,0.3500,0.0000
494,0.100082,0.7200,5.1688,1.0000,0.3500,0.0001
495,0.100098,0.7200,5.1792,1.0000,0.3500,0.0000
496,0.100108,0.7200,5.1896,1.0000,0.3500,0.0000
497,0.100115,0.7200,5.2000,1.0000,0.3500,0.0000
498,0.100121,0.7200,5.2104,1.0000,0.3500,0.0001
499,0.100125,0.7200,5.2208,1.0000,0.3500,0.0000
500,0.100127,0.7200,5.2312,1.0000,0.3500,0.0000
501,0.100129,0.7200,5.2416,1.0000,0.3500,0.0000
502,0.100107,0.7200,5.2520,1.0000,0.3500,0.0000
503,0.100228,0.7200,5.2624,1.0000,0.3500,0.0000
504,0.106589,0.2000,5.2728,1.0000,1.0000,0.0012
505,0.106772,0.2000,5.2832,1.0000,1.0000,0.0004
506,0.106836,0.2000,5.2936,1.0000,1.0000,0.0000
507,0.107333,0.2000,5.3040,1.0000,1.0000,0.0000
508,0.107990,0.2000,5.3144,1.0000,1.0000,0.0000
509,0.108650,0.2000,5.3248,1.0000,1.0000,0.0000
510,0.109317,0.2000,5.3352,1.0000,1.0000,0.0004
511,0.109992,0.2000,5.3456,1.0000,1.0000,0.0000
512,0.110651,0.2000,5.3560,1.0000,1.0000,0.0000
513,0.111296,0.2000,5.3664,1.0000,1.0000,0.0000
514,0.111925,0.2000,5.3767,1.0000,1.0000,0.0000
515,0.112537,0.2000,5.3871,1.0000,1.0000,0.0007
516,0.113135,0.2000,5.3975,1.0000,1.0000,0.0000
517,0.113711,0.2000,5.4079,1.0000,1.0000,0.0000
518,0.114285,0.2000,5.4183,1.0000,1.0000,0.0000
519,0.114844,0.2000,5.4287,1.0000,1.0000,0.0000
520,0.115388,0.2000,5.4391,1.0000,1.0000,0.0000
521,0.115919,0.2000,5.4495,1.0000,1.0000,0.0000
522,0.116438,0.2000,5.4599,1.0000,1.0000,0.0000
523,0.116947,0.2000,5.4703,1.0000,1.0000,0.0000
524,0.117448,0.2000,5.4807,1.0000,1.0000,0.0000
525,0.117938,0.2000,5.4911,1.0000,1.0000,0.0000
526,0.118422,0.2000,5.5015,1.0000,1.0000,0.0000
527,0.118900,0.2000,5.5119,1.0000,1.0000,0.0000
528,0.119372,0.2000,5.5223,1.0000,1.0000,0.0000
529,0.119839,0.2000,5.5327,1.0000,1.0000,0.0000
530,0.120303,0.2000,5.5430,1.0000,1.0000,0.0000
531,0.120763,0.2000,5.5534,1.0000,1.0000,0.0000
532,0.121220,0.2000,5.5638,1.0000,1.0000,0.0000
533,0.121675,0.2000,5.5742,1.0000,1.0000,0.0000
534,0.122128,0.2000,5.5846,1.0000,1.0000,0.0000
535,0.122579,0.2000,5.5950,1.0000,1.0000,0.0000
536,0.123029,0.2000,5.6054,1.0000,1.0000,0.0000
537,0.123478,0.2000,5.6158,1.0000,1.0000,0.0000
538,0.123927,0.2000,5.6262,1.0000,1.0000,0.0000
539,0.124375,0.2000,5.6365,1.0000,1.0000,0.0000
540,0.124822,0.2000,5.6469,1.0000,1.0000,0.0000
541,0.125270,0.2000,5.6573,1.0000,1.0000,0.0000
542,0.125717,0.2000,5.6677,1.0000,1.0000,0.0000
543,0.126165,0.2000,5.6781,1.0000,1.0000,0.0000
544,0.126612,0.2000,5.6885,1.0000,1.0000,0.0000
545,0.127060,0.2000,5.6989,1.0000,1.0000,0.0000
546,0.127509,0.2000,5.7092,1.0000,1.0000,0.0000
547,0.127958,0.2000,5.7196,1.0000,1.0000,0.0000
548,0.128407,0.2000,5.7300,1.0000,1.0000,0.0008
549,0.128864,0.2000,5.7404,1.0000,1.0000,0.0000
550,0.129305,0.2000,5.7508,1.0000,1.0000,0.0000
551,0.129757,0.2000,5.7612,1.0000,1.0000,0.0000
552,0.130210,0.2000,5.7715,1.0000,1.0000,0.0000
553,0.130662,0.2000,5.7819,1.0000,1.0000,0.0000
554,0.130663,0.2000,5.7923,1.0000,1.0000,0.0005
555,0.130668,0.2000,5.8027,1.0000,1.0000,0.0000
556,0.130664,0.2000,5.8131,1.0000,1.0000,0.0001
557,0.130666,0.2000,5.8234,1.0000,1.0000,0.0000
558,0.130667,0.2000,5.8338,1.0000,1.0000,0.0000
559,0.130668,0.2000,5.8442,1.0000,1.0000,0.0000
560,0.130669,0.2000,5.8546,1.0000,1.0000,0.0000
561,0.130670,0.2000,5.8650,1.0000,1.0000,0.0000
562,0.130671,0.2000,5.8753,1.0000,1.0000,0.0000
563,0.130672,0.2000,5.8857,1.0000,1.0000,0.0000
564,0.130673,0.2000,5.8961,1.0000,1.0000,0.0000
565,0.130674,0.2000,5.9065,1.0000,1.0000,0.0000
566,0.130675,0.2000,5.9168,1.0000,1.0000,0.0000
567,0.130658,0.2000,5.9272,1.0000,1.0000,0.0000
568,0.130633,0.2000,5.9376,1.0000,1.0000,0.0000
569,0.130616,0.2000,5.9480,1.0000,1.0000,0.0000
570,0.130604,0.2000,5.9583,1.0000,1.0000,0.0000
571,0.130597,0.2000,5.9687,1.0000,1.0000,0.0000
572,0.130592,0.2000,5.9791,1.0000,1.0000,0.0000
573,0.130588,0.2000,5.9895,1.0000,1.0000,0.0000
574,0.130586,0.2000,5.9998,1.0000,1.0000,0.0000
575,0.130584,0.2000,6.0102,1.0000,1.0000,0.0000
576,0.130584,0.2000,6.0206,1.0000,1.0000,0.0000
577,0.130583,0.2000,6.0310,1.0000,1.0000,0.0000
578,0.130583,0.2000,6.0413,1.0000,1.0000,0.0000
579,0.130583,0.2000,6.0517,1.0000,1.0000,0.0000
580,0.130583,0.2000,6.0621,1.0000,1.0000,0.0000
581,0.130583,0.2000,6.0724,1.0000,1.0000,0.0000
582,0.130583,0.2000,6.0828,1.0000,1.0000,0.0000
583,0.130583,0.2000,6.0932,1.0000,1.0000,0.0000
584,0.130583,0.2000,6.1036,1.0000,1.0000,0.0000
585,0.130583,0.2000,6.1139,1.0000,1.0000,0.0000
586,0.130583,0.2000,6.1243,1.0000,1.0000,0.0010
587,0.130590,0.2000,6.1347,1.0000,1.0000,0.0000
588,0.130584,0.2000,6.1450,1.0000,1.0000,0.0006
589,0.130585,0.2000,6.1554,1.0000,1.0000,0.0000
590,0.130584,0.2000,6.1658,1.0000,1.0000,0.0000
591,0.130584,0.2000,6.1761,1.0000,1.0000,0.0000
592,0.130583,0.2000,6.1865,1.0000,1.0000,0.0000
593,0.130583,0.2000,6.1969,1.0000,1.0000,0.0000
594,0.130583,0.2000,6.2072,1.0000,1.0000,0.0000
595,0.130583,0.2000,6.2176,1.0000,1.0000,0.0000
596,0.130582,0.2000,6.2280,1.0000,1.0000,0.0000
597,0.130582,0.2000,6.2383,1.0000,1.0000,0.0000
598,0.130582,0.2000,6.2487,1.0000,1.0000,0.0066
599,0.130631,0.2000,6.2590,1.0000,1.0000,0.0000
600,0.130599,0.2000,6.2694,1.0000,1.0000,0.0000
601,0.130592,0.2000,6.2798,1.0000,1.0000,0.0000
602,0.130587,0.2000,6.2901,1.0000,1.0000,0.0000
603,0.130585,0.2000,6.3005,1.0000,1.0000,0.0000
604,0.130584,0.2000,6.3109,1.0000,1.0000,0.0000
605,0.130583,0.2000,6.3212,1.0000,1.0000,0.0000
606,0.130583,0.2000,6.3316,1.0000,1.0000,0.0000
607,0.130582,0.2000,6.3419,1.0000,1.0000,0.0000
608,0.130582,0.2000,6.3523,1.0000,1.0000,0.0000
609,0.130581,0.2000,6.3627,1.0000,1.0000,0.0000
610,0.130581,0.2000,6.3730,1.0000,1.0000,0.0001
611,0.130581,0.2000,6.3834,1.0000,1.0000,0.0000
612,0.130581,0.2000,6.3937,1.0000,1.0000,0.0000
613,0.130581,0.2000,6.4041,1.0000,1.0000,0.0000
614,0.130581,0.2000,6.4144,1.0000,1.0000,0.0000
615,0.130580,0.2000,6.4248,1.0000,1.0000,0.0000
616,0.130580,0.2000,6.4352,1.0000,1.0000,0.0000
617,0.130580,0.2000,6.4455,1.0000,1.0000,0.0000
618,0.130580,0.2000,6.4559,1.0000,1.0000,0.0007
619,0.130584,0.2000,6.4662,1.0000,1.0000,0.0000
620,0.130581,0.2000,6.4766,1.0000,1.0000,0.0000
621,0.130581,0.2000,6.4869,1.0000,1.0000,0.0000
622,0.130580,0.2000,6.4973,1.0000,1.0000,0.0000
623,0.130580,0.2000,6.5076,1.0000,1.0000,0.0000
624,0.130580,0.2000,6.5180,1.0000,1.0000,0.0000
625,0.130580,0.2000,6.5283,1.0000,1.0000,0.0000
626,0.130579,0.2000,6.5387,1.0000,1.0000,0.0000
627,0.130579,0.2000,6.5490,1.0000,1.0000,0.0000
628,0.130579,0.2000,6.5594,1.0000,1.0000,0.0000
629,0.130579,0.2000,6.5697,1.0000,1.0000,0.0000
630,0.130579,0.2000,6.5801,1.0000,1.0000,0.0000
631,0.130579,0.2000,6.5904,1.0000,1.0000,0.0000
632,0.130579,0.2000,6.6008,1.0000,1.0000,0.0000
633,0.130578,0.2000,6.6111,1.0000,1.0000,0.0000
634,0.130579,0.2000,6.6215,1.0000,1.0000,0.0000
635,0.130579,0.2000,6.6318,1.0000,1.0000,0.0012
636,0.130587,0.2000,6.6422,1.0000,1.0000,0.0000
637,0.130580,0.2000,6.6525,1.0000,1.0000,0.0000
638,0.130580,0.2000,6.6629,1.0000,1.0000,0.0000
639,0.130579,0.2000,6.6732,1.0000,1.0000,0.0000
640,0.130579,0.2000,6.6836,1.0000,1.0000,0.0000
641,0.130578,0.2000,6.6939,1.0000,1.0000,0.0000
642,0.130578,0.2000,6.7043,1.0000,1.0000,0.0000
643,0.130578,0.2000,6.7146,1.0000,1.0000,0.0000
644,0.130578,0.2000,6.7249,1.0000,1.0000,0.0008
645,0.130583,0.2000,6.7353,1.0000,1.0000,0.0000
646,0.130579,0.2000,6.7456,1.0000,1.0000,0.0000
647,0.130578,0.2000,6.7560,1.0000,1.0000,0.0000
648,0.130578,0.2000,6.7663,1.0000,1.0000,0.0000
649,0.130578,0.2000,6.7767,1.0000,1.0000,0.0000
650,0.130577,0.2000,6.7870,1.0000,1.0000,0.0000
651,0.130577,0.2000,6.7973,1.0000,1.0000,0.0000
652,0.130577,0.2000,6.8077,1.0000,1.0000,0.0000
653,0.130577,0.2000,6.8180,1.0000,1.0000,0.0000
654,0.130577,0.2000,6.8284,1.0000,1.0000,0.0000
655,0.130577,0.2000,6.8387,1.0000,1.0000,0.0000
656,0.130577,0.2000,6.8490,1.0000,1.0000,0.0000
657,0.130577,0.2000,6.8594,1.0000,1.0000,0.0000
658,0.130576,0.2000,6.8697,1.0000,1.0000,0.0000
659,0.130576,0.2000,6.8800,1.0000,1.0000,0.0000
660,0.130576,0.2000,6.8904,1.0000,1.0000,0.0000
661,0.130576,0.2000,6.9007,1.0000,1.0000,0.0000
662,0.130576,0.2000,6.9111,1.0000,1.0000,0.0000
663,0.130576,0.2000,6.9214,1.0000,1.0000,0.0000
664,0.130576,0.2000,6.9317,1.0000,1.0000,0.0000
665,0.130576,0.2000,6.9421,1.0000,1.0000,0.0000
666,0.130576,0.2000,6.9524,1.0000,1.0000,0.0000
667,0.130576,0.2000,6.9627,1.0000,1.0000,0.0000
668,0.130576,0.2000,6.9731,1.0000,1.0000,0.0000
669,0.130575,0.2000,6.9834,1.0000,1.0000,0.0010
670,0.130582,0.2000,6.9937,1.0000,1.0000,0.0000
671,0.130577,0.2000,7.0041,1.0000,1.0000,0.0000
672,0.130576,0.2000,7.0144,1.0000,1.0000,0.0000
673,0.130576,0.2000,7.0247,1.0000,1.0000,0.0000
674,0.130576,0.2000,7.0350,1.0000,1.0000,0.0000
675,0.130575,0.2000,7.0454,1.0000,1.0000,0.0000
676,0.130575,0.2000,7.0557,1.0000,1.0000,0.0000
677,0.130575,0.2000,7.0660,1.0000,1.0000,0.0000
678,0.130575,0.2000,7.0764,1.0000,1.0000,0.0000
679,0.130575,0.2000,7.0867,1.0000,1.0000,0.0000
680,0.130575,0.2000,7.0970,1.0000,1.0000,0.0000
681,0.130574,0.2000,7.1073,1.0000,1.0000,0.0000
682,0.130574,0.2000,7.1177,1.0000,1.0000,0.0000
683,0.130574,0.2000,7.1280,1.0000,1.0000,0.0000
684,0.130574,0.2000,7.1383,1.0000,1.0000,0.0000
685,0.130574,0.2000,7.1486,1.0000,1.0000,0.0001
686,0.130574,0.2000,7.1590,1.0000,1.0000,0.0000
687,0.130574,0.2000,7.1693,1.0000,1.0000,0.0000
688,0.130574,0.2000,7.1796,1.0000,1.0000,0.0000
689,0.130574,0.2000,7.1899,1.0000,1.0000,0.0000
690,0.130574,0.2000,7.2003,1.0000,1.0000,0.0000
691,0.130574,0.2000,7.2106,1.0000,1.0000,0.0000
692,0.130574,0.2000,7.2209,1.0000,1.0000,0.0013
693,0.130583,0.2000,7.2312,1.0000,1.0000,0.0000
694,0.130575,0.2000,7.2415,1.0000,1.0000,0.0000
695,0.130575,0.2000,7.2519,1.0000,1.0000,0.0000
696,0.130574,0.2000,7.2622,1.0000,1.0000,0.0000
697,0.130574,0.2000,7.2725,1.0000,1.0000,0.0000
698,0.130574,0.2000,7.2828,1.0000,1.0000,0.0000
699,0.129745,0.7200,7.2931,1.0000,0.3500,0.0016
700,0.127453,0.7200,7.3035,1.0000,0.3500,0.0007
701,0.125569,0.7200,7.3138,1.0000,0.3500,0.0000
702,0.124212,0.7200,7.3241,1.0000,0.3500,0.0000
703,0.122617,0.7200,7.3344,1.0000,0.3500,0.0000
704,0.121233,0.7200,7.3447,1.0000,0.3500,0.0000
705,0.119977,0.7200,7.3550,1.0000,0.3500,0.0000
706,0.118747,0.7200,7.3653,1.0000,0.3500,0.0000
707,0.117538,0.7200,7.3757,1.0000,0.3500,0.0001
708,0.116336,0.7200,7.3860,1.0000,0.3500,0.0001
709,0.115133,0.7200,7.3963,1.0000,0.3500,0.0000
710,0.113904,0.7200,7.4066,1.0000,0.3500,0.0000
711,0.112635,0.7200,7.4169,1.0000,0.3500,0.0000
712,0.111301,0.7200,7.4272,1.0000,0.3500,0.0000
713,0.109873,0.7200,7.4375,1.0000,0.3500,0.0000
714,0.108325,0.7200,7.4478,1.0000,0.3500,0.0000
715,0.106620,0.7200,7.4582,1.0000,0.3500,0.0018
716,0.104718,0.7200,7.4685,1.0000,0.3500,0.0000
717,0.102549,0.7200,7.4788,1.0000,0.3500,0.0000
718,0.100076,0.7200,7.4891,1.0000,0.3500,0.0000
719,0.100078,0.7200,7.4994,1.0000,0.3500,0.0000
720,0.100079,0.7200,7.5097,1.0000,0.3500,0.0000
721,0.100080,0.7200,7.5200,1.0000,0.3500,0.0000
722,0.100074,0.7200,7.5303,1.0000,0.3500,0.0000
723,0.100064,0.7200,7.5406,1.0000,0.3500,0.0001
724,0.100057,0.7200,7.5509,1.0000,0.3500,0.0000
725,0.100052,0.7200,7.5612,1.0000,0.3500,0.0001
726,0.100049,0.7200,7.5715,1.0000,0.3500,0.0000
727,0.100047,0.7200,7.5818,1.0000,0.3500,0.0000
728,0.100046,0.7200,7.5921,1.0000,0.3500,0.0000
729,0.100045,0.7200,7.6024,1.0000,0.3500,0.0000
730,0.100045,0.7200,7.6127,1.0000,0.3500,0.0000
731,0.100046,0.7200,7.6231,1.0000,0.3500,0.0001
732,0.100047,0.7200,7.6334,1.0000,0.3500,0.0000
733,0.100047,0.7200,7.6437,1.0000,0.3500,0.0000
734,0.100048,0.7200,7.6540,1.0000,0.3500,0.0000
735,0.100048,0.7200,7.6643,1.0000,0.3500,0.0000
736,0.100048,0.7200,7.6746,1.0000,0.3500,0.0001
737,0.100049,0.7200,7.6849,1.0000,0.3500,0.0000
738,0.100048,0.7200,7.6952,1.0000,0.3500,0.0000
739,0.100048,0.7200,7.7054,1.0000,0.3500,0.0025
740,0.100057,0.7200,7.7157,1.0000,0.3500,0.0000
741,0.100051,0.7200,7.7260,1.0000,0.3500,0.0000
742,0.100049,0.7200,7.7363,1.0000,0.3500,0.0000
743,0.100049,0.7200,7.7466,1.0000,0.3500,0.0001
744,0.100048,0.7200,7.7569,1.0000,0.3500,0.0000
745,0.100048,0.7200,7.7672,1.0000,0.3500,0.0000
746,0.100047,0.7200,7.7775,1.0000,0.3500,0.0000
747,0.100047,0.7200,7.7878,1.0000,0.3500,0.0000
748,0.100047,0.7200,7.7981,1.0000,0.3500,0.0001
749,0.100046,0.7200,7.8084,1.0000,0.3500,0.0045
750,0.100062,0.7200,7.8187,1.0000,0.3500,0.0000
751,0.100052,0.7200,7.8290,1.0000,0.3500,0.0000
752,0.100049,0.7200,7.8393,1.0000,0.3500,0.0000
753,0.100048,0.7200,7.8496,1.0000,0.3500,0.0000
754,0.100047,0.7200,7.8599,1.0000,0.3500,0.0000
755,0.100046,0.7200,7.8701,1.0000,0.3500,0.0000
756,0.100046,0.7200,7.8804,1.0000,0.3500,0.0000
757,0.100045,0.7200,7.8907,1.0000,0.3500,0.0000
758,0.100045,0.7200,7.9010,1.0000,0.3500,0.0000
759,0.100045,0.7200,7.9113,1.0000,0.3500,0.0002
760,0.100044,0.7200,7.9216,1.0000,0.3500,0.0001
761,0.100044,0.7200,7.9319,1.0000,0.3500,0.0000
762,0.100044,0.7200,7.9422,1.0000,0.3500,0.0012
763,0.100048,0.7200,7.9524,1.0000,0.3500,0.0000
764,0.100045,0.7200,7.9627,1.0000,0.3500,0.0000
765,0.100044,0.7200,7.9730,1.0000,0.3500,0.0037
766,0.100056,0.7200,7.9833,1.0000,0.3500,0.0000
767,0.100048,0.7200,7.9936,1.0000,0.3500,0.0000
768,0.100046,0.7200,8.0039,1.0000,0.3500,0.0000
769,0.100045,0.7200,8.0141,1.0000,0.3500,0.0002
770,0.100043,0.7200,8.0244,1.0000,0.3500,0.0000
771,0.100043,0.7200,8.0347,1.0000,0.3500,0.0000
772,0.100043,0.7200,8.0450,1.0000,0.3500,0.0000
773,0.100042,0.7200,8.0553,1.0000,0.3500,0.0000
774,0.100042,0.7200,8.0655,1.0000,0.3500,0.0000
775,0.100042,0.7200,8.0758,1.0000,0.3500,0.0000
776,0.100042,0.7200,8.0861,1.0000,0.3500,0.0000
777,0.100041,0.7200,8.0964,1.0000,0.3500,0.0000
778,0.100041,0.7200,8.1067,1.0000,0.3500,0.0003
779,0.100041,0.7200,8.1169,1.0000,0.3500,0.0000
780,0.100041,0.7200,8.1272,1.0000,0.3500,0.0000
781,0.100041,0.7200,8.1375,1.0000,0.3500,0.0000
782,0.100040,0.7200,8.1478,1.0000,0.3500,0.0000
783,0.100040,0.7200,8.1580,1.0000,0.3500,0.0000
784,0.100040,0.7200,8.1683,1.0000,0.3500,0.0000
785,0.100040,0.7200,8.1786,1.0000,0.3500,0.0000
786,0.100040,0.7200,8.1889,1.0000,0.3500,0.0000
787,0.100039,0.7200,8.1991,1.0000,0.3500,0.0002
788,0.100040,0.7200,8.2094,1.0000,0.3500,0.0000
789,0.100039,0.7200,8.2197,1.0000,0.3500,0.0000
790,0.100039,0.7200,8.2300,1.0000,0.3500,0.0000
791,0.100039,0.7200,8.2402,1.0000,0.3500,0.0000
792,0.100038,0.7200,8.2505,1.0000,0.3500,0.0062
793,0.100061,0.7200,8.2608,1.0000,0.3500,0.0000
794,0.100047,0.7200,8.2710,1.0000,0.3500,0.0000
795,0.100043,0.7200,8.2813,1.0000,0.3500,0.0004
796,0.100039,0.7200,8.2916,1.0000,0.3500,0.0000
797,0.100040,0.7200,8.3018,1.0000,0.3500,0.0000
798,0.100039,0.7200,8.3121,1.0000,0.3500,0.0000
799,0.100038,0.7200,8.3224,1.0000,0.3500,0.0000
800,0.100038,0.7200,8.3326,1.0000,0.3500,0.0000
801,0.100037,0.7200,8.3429,1.0000,0.3500,0.0000
802,0.100037,0.7200,8.3532,1.0000,0.3500,0.0000
803,0.100037,0.7200,8.3634,1.0000,0.3500,0.0004
804,0.100037,0.7200,8.3737,1.0000,0.3500,0.0000
805,0.100037,0.7200,8.3839,1.0000,0.3500,0.0000
806,0.100036,0.7200,8.3942,1.0000,0.3500,0.0000
807,0.100036,0.7200,8.4045,1.0000,0.3500,0.0000
808,0.100036,0.7200,8.4147,1.0000,0.3500,0.0000
809,0.100036,0.7200,8.4250,1.0000,0.3500,0.0000
810,0.100035,0.7200,8.4353,1.0000,0.3500,0.0000
811,0.100035,0.7200,8.4455,1.0000,0.3500,0.0005
812,0.100036,0.7200,8.4558,1.0000,0.3500,0.0000
813,0.100035,0.7200,8.4660,1.0000,0.3500,0.0001
814,0.100035,0.7200,8.4763,1.0000,0.3500,0.0000
815,0.100035,0.7200,8.4865,1.0000,0.3500,0.0000
816,0.100034,0.7200,8.4968,1.0000,0.3500,0.0000
817,0.100034,0.7200,8.5071,1.0000,0.3500,0.0000
818,0.100034,0.7200,8.5173,1.0000,0.3500,0.0000
819,0.100034,0.7200,8.5276,1.0000,0.3500,0.0006
820,0.100035,0.7200,8.5378,1.0000,0.3500,0.0000
821,0.100034,0.7200,8.5481,1.0000,0.3500,0.0119
822,0.100076,0.7200,8.5583,1.0000,0.3500,0.0000
823,0.100053,0.7200,8.5686,1.0000,0.3500,0.0000
824,0.100045,0.7200,8.5788,1.0000,0.3500,0.0000
825,0.100040,0.7200,8.5891,1.0000,0.3500,0.0000
826,0.100037,0.7200,8.5993,1.0000,0.3500,0.0008
827,0.100032,0.7200,8.6096,1.0000,0.3500,0.0000
828,0.100035,0.7200,8.6198,1.0000,0.3500,0.0000
829,0.100034,0.7200,8.6301,1.0000,0.3500,0.0000
830,0.100033,0.7200,8.6403,1.0000,0.3500,0.0001
831,0.100032,0.7200,8.6506,1.0000,0.3500,0.0000
832,0.100032,0.7200,8.6608,1.0000,0.3500,0.0000
833,0.100032,0.7200,8.6711,1.0000,0.3500,0.0000
834,0.100032,0.7200,8.6813,1.0000,0.3500,0.0011
835,0.100034,0.7200,8.6916,1.0000,0.3500,0.0000
836,0.100032,0.7200,8.7018,1.0000,0.3500,0.0000
837,0.100032,0.7200,8.7121,1.0000,0.3500,0.0000
838,0.100031,0.7200,8.7223,1.0000,0.3500,0.0000
839,0.100031,0.7200,8.7325,1.0000,0.3500,0.0000
840,0.100031,0.7200,8.7428,1.0000,0.3500,0.0000
841,0.100030,0.7200,8.7530,1.0000,0.3500,0.0016
842,0.100035,0.7200,8.7633,1.0000,0.3500,0.0000
843,0.100031,0.7200,8.7735,1.0000,0.3500,0.0000
844,0.100031,0.7200,8.7838,1.0000,0.3500,0.0000
845,0.100030,0.7200,8.7940,1.0000,0.3500,0.0000
846,0.100030,0.7200,8.8042,1.0000,0.3500,0.0000
847,0.100030,0.7200,8.8145,1.0000,0.3500,0.0001
848,0.100029,0.7200,8.8247,1.0000,0.3500,0.0027
849,0.100038,0.7200,8.8349,1.0000,0.3500,0.0000
850,0.100032,0.7200,8.8452,1.0000,0.3500,0.0000
851,0.100030,0.7200,8.8554,1.0000,0.3500,0.0000
852,0.100030,0.7200,8.8657,1.0000,0.3500,0.0338
853,0.100149,0.7200,8.8759,1.0000,0.3500,0.0000
854,0.100087,0.7200,8.8861,1.0000,0.3500,0.0000
855,0.100065,0.7200,8.8964,1.0000,0.3500,0.0049
856,0.100025,0.7200,8.9066,1.0000,0.3500,0.0000
857,0.100051,0.7200,8.9168,1.0000,0.3500,0.0009
858,0.100037,0.7200,8.9271,1.0000,0.3500,0.0000
859,0.100038,0.7200,8.9373,1.0000,0.3500,0.0000
860,0.100034,0.7200,8.9475,1.0000,0.3500,0.0000
861,0.100032,0.7200,8.9578,1.0000,0.3500,0.0000
862,0.100030,0.7200,8.9680,1.0000,0.3500,0.0147
863,0.100079,0.7200,8.9782,1.0000,0.3500,0.0000
864,0.100052,0.7200,8.9884,1.0000,0.3500,0.0000
865,0.100042,0.7200,8.9987,1.0000,0.3500,0.0001
866,0.100035,0.7200,9.0089,1.0000,0.3500,0.0000
867,0.100032,0.7200,9.0191,1.0000,0.3500,0.0000
868,0.100030,0.7200,9.0294,1.0000,0.3500,0.0000
869,0.100029,0.7200,9.0396,1.0000,0.3500,0.0000
