step,phi,danger,depth,current_norm,chemical,pe
433,0.104903,0.3300,9.9959,0.6000,0.1000,0.0000
434,0.105620,0.3300,9.9959,0.6000,0.1000,0.0000
435,0.106379,0.3300,9.9959,0.6000,0.1000,0.0000
436,0.107141,0.3299,9.9959,0.5998,0.1000,0.0000
437,0.107877,0.3298,9.9959,0.5996,0.1000,0.0000
438,0.108589,0.3296,9.9958,0.5992,0.1000,0.0000
439,0.109278,0.3294,9.9958,0.5988,0.1000,0.0000
440,0.109947,0.3291,9.9958,0.5983,0.1000,0.0000
441,0.110594,0.3288,9.9958,0.5976,0.1000,0.0000
442,0.111219,0.3284,9.9958,0.5969,0.1000,0.0000
443,0.111825,0.3280,9.9958,0.5961,0.1000,0.0000
444,0.112413,0.3276,9.9957,0.5952,0.1000,0.0000
445,0.112984,0.3271,9.9957,0.5941,0.1000,0.0000
446,0.113542,0.3265,9.9957,0.5930,0.1000,0.0000
447,0.114087,0.3259,9.9957,0.5918,0.1000,0.0000
448,0.114619,0.3253,9.9957,0.5905,0.1000,0.0000
449,0.115141,0.3246,9.9957,0.5891,0.1000,0.0000
450,0.115653,0.3238,9.9956,0.5876,0.1000,0.0000
451,0.116157,0.3230,9.9956,0.5861,0.1000,0.0000
452,0.116652,0.3222,9.9956,0.5844,0.1000,0.0000
453,0.117141,0.3213,9.9956,0.5826,0.1000,0.0000
454,0.117624,0.3204,9.9956,0.5808,0.1000,0.0000
455,0.118101,0.3194,9.9956,0.5788,0.1000,0.0000
456,0.118575,0.3184,9.9955,0.5768,0.1000,0.0000
457,0.119044,0.3173,9.9955,0.5747,0.1000,0.0000
458,0.119511,0.3162,9.9955,0.5724,0.1000,0.0000
459,0.119974,0.3151,9.9955,0.5701,0.1000,0.0000
460,0.120436,0.3139,9.9955,0.5677,0.1000,0.0000
461,0.120896,0.3126,9.9955,0.5653,0.1000,0.0000
462,0.121354,0.3113,9.9954,0.5627,0.1000,0.0000
463,0.121812,0.3100,9.9954,0.5600,0.1000,0.0000
464,0.122269,0.3087,9.9954,0.5573,0.1000,0.0000
465,0.122725,0.3072,9.9954,0.5545,0.1000,0.0000
466,0.123181,0.3058,9.9954,0.5516,0.1000,0.0000
467,0.123637,0.3043,9.9953,0.5486,0.1000,0.0000
468,0.124093,0.3028,9.9953,0.5455,0.1000,0.0000
469,0.124549,0.3012,9.9953,0.5424,0.1000,0.0000
470,0.125006,0.2996,9.9953,0.5392,0.1000,0.0000
471,0.125463,0.2979,9.9953,0.5359,0.1000,0.0000
472,0.125921,0.2963,9.9953,0.5325,0.1000,0.0000
473,0.126379,0.2945,9.9952,0.5291,0.1000,0.0000
474,0.126838,0.2928,9.9952,0.5255,0.1000,0.0000
475,0.127298,0.2910,9.9952,0.5219,0.1000,0.0000
476,0.127758,0.2891,9.9952,0.5183,0.1000,0.0000
477,0.128220,0.2873,9.9952,0.5145,0.1000,0.0000
478,0.128682,0.2854,9.9952,0.5107,0.1000,0.0000
479,0.129145,0.2834,9.9951,0.5068,0.1000,0.0000
480,0.129608,0.2815,9.9951,0.5029,0.1000,0.0000
481,0.129620,0.2794,9.9951,0.4989,0.1000,0.0000
482,0.129632,0.2774,9.9951,0.4948,0.1000,0.0000
483,0.129645,0.2753,9.9951,0.4907,0.1000,0.0000
484,0.129658,0.2732,9.9950,0.4865,0.1000,0.0000
485,0.129671,0.2711,9.9950,0.4822,0.1000,0.0000
486,0.129684,0.2689,9.9950,0.4779,0.1000,0.0000
487,0.129698,0.2668,9.9950,0.4735,0.1000,0.0000
488,0.129712,0.2645,9.9950,0.4691,0.1000,0.0000
489,0.129726,0.2623,9.9950,0.4646,0.1000,0.0000
490,0.129741,0.2600,9.9949,0.4601,0.1000,0.0000
491,0.129755,0.2577,9.9949,0.4555,0.1000,0.0000
492,0.129770,0.2554,9.9949,0.4508,0.1000,0.0000
493,0.129786,0.2531,9.9949,0.4461,0.1000,0.0000
494,0.129801,0.2507,9.9949,0.4414,0.1000,0.0000
495,0.129817,0.2483,9.9949,0.4366,0.1000,0.0000
496,0.129833,0.2459,9.9948,0.4318,0.1000,0.0000
497,0.129849,0.2435,9.9948,0.4269,0.1000,0.0000
498,0.129866,0.2410,9.9948,0.4220,0.1000,0.0000
499,0.129882,0.2385,9.9948,0.4170,0.1000,0.0000
500,0.129899,0.2360,9.9948,0.4120,0.1000,0.0000
501,0.129916,0.2335,9.9947,0.4070,0.1000,0.0000
502,0.129934,0.2310,9.9947,0.4020,0.1000,0.0000
503,0.129951,0.2284,9.9947,0.3969,0.1000,0.0000
504,0.129969,0.2259,9.9947,0.3917,0.1000,0.0000
505,0.129987,0.2233,9.9947,0.3866,0.1000,0.0000
506,0.130005,0.2207,9.9947,0.3814,0.1000,0.0000
507,0.130024,0.2181,9.9946,0.3762,0.1000,0.0000
508,0.130042,0.2155,9.9946,0.3710,0.1000,0.0000
509,0.130061,0.2128,9.9946,0.3657,0.1000,0.0000
510,0.130080,0.2102,9.9946,0.3604,0.1000,0.0000
511,0.130099,0.2076,9.9946,0.3551,0.1000,0.0000
512,0.130118,0.2049,9.9945,0.3498,0.1000,0.0000
513,0.130137,0.2022,9.9945,0.3445,0.1000,0.0000
514,0.130156,0.1996,9.9945,0.3391,0.1000,0.0000
515,0.130175,0.1969,9.9945,0.3338,0.1000,0.0000
516,0.130194,0.1942,9.9945,0.3284,0.1000,0.0000
517,0.130214,0.1915,9.9945,0.3230,0.1000,0.0000
518,0.130233,0.1888,9.9944,0.3176,0.1000,0.0000
519,0.130252,0.1861,9.9944,0.3122,0.1000,0.0004
520,0.130267,0.1834,9.9944,0.3068,0.1000,0.0000
521,0.130292,0.1807,9.9944,0.3014,0.1000,0.0000
522,0.130311,0.1780,9.9944,0.2960,0.1000,0.0000
523,0.130329,0.1753,9.9943,0.2906,0.1000,0.0000
524,0.130348,0.1726,9.9943,0.2852,0.1000,0.0000
525,0.130367,0.1699,9.9943,0.2798,0.1000,0.0000
526,0.130386,0.1672,9.9943,0.2745,0.1000,0.0000
527,0.130404,0.1645,9.9943,0.2691,0.1000,0.0000
528,0.130423,0.1619,9.9942,0.2637,0.1000,0.0000
529,0.130441,0.1592,9.9942,0.2584,0.1000,0.0000
530,0.130459,0.1565,9.9942,0.2530,0.1000,0.0000
531,0.130477,0.1539,9.9942,0.2477,0.1000,0.0000
532,0.130495,0.1512,9.9942,0.2424,0.1000,0.0000
533,0.130513,0.1486,9.9942,0.2371,0.1000,0.0000
534,0.130530,0.1459,9.9941,0.2318,0.1000,0.0000
535,0.130547,0.1433,9.9941,0.2266,0.1000,0.0000
536,0.130564,0.1407,9.9941,0.2214,0.1000,0.0000
537,0.130581,0.1381,9.9941,0.2162,0.1000,0.0000
538,0.130597,0.1355,9.9941,0.2110,0.1000,0.0000
539,0.130614,0.1329,9.9940,0.2059,0.1000,0.0000
540,0.130629,0.1304,9.9940,0.2007,0.1000,0.0000
541,0.130645,0.1278,9.9940,0.1957,0.1000,0.0000
542,0.130660,0.1253,9.9940,0.1906,0.1000,0.0000
543,0.130675,0.1228,9.9940,0.1856,0.1000,0.0000
544,0.130690,0.1203,9.9939,0.1806,0.1000,0.0000
545,0.130704,0.1178,9.9939,0.1757,0.1000,0.0000
546,0.130718,0.1154,9.9939,0.1708,0.1000,0.0000
547,0.130732,0.1130,9.9939,0.1660,0.1000,0.0000
548,0.130746,0.1106,9.9939,0.1611,0.1000,0.0000
549,0.130759,0.1082,9.9939,0.1564,0.1000,0.0000
550,0.130771,0.1058,9.9938,0.1517,0.1000,0.0000
551,0.130784,0.1035,9.9938,0.1470,0.1000,0.0000
552,0.130796,0.1012,9.9938,0.1424,0.1000,0.0000
553,0.130808,0.0989,9.9938,0.1378,0.1000,0.0000
554,0.130819,0.0966,9.9938,0.1333,0.1000,0.0000
555,0.130830,0.0944,9.9937,0.1288,0.1000,0.0000
556,0.130841,0.0922,9.9937,0.1244,0.1000,0.0000
557,0.130851,0.0900,9.9937,0.1201,0.1000,0.0000
558,0.130861,0.0879,9.9937,0.1158,0.1000,0.0000
559,0.130871,0.0858,9.9937,0.1115,0.1000,0.0000
560,0.130880,0.0837,9.9936,0.1074,0.1000,0.0000
561,0.130889,0.0816,9.9936,0.1033,0.1000,0.0000
562,0.130898,0.0796,9.9936,0.0992,0.1000,0.0000
563,0.130906,0.0776,9.9936,0.0952,0.1000,0.0000
564,0.130915,0.0757,9.9936,0.0913,0.1000,0.0000
565,0.130922,0.0737,9.9935,0.0875,0.1000,0.0000
566,0.130930,0.0719,9.9935,0.0837,0.1000,0.0000
567,0.130937,0.0700,9.9935,0.0800,0.1000,0.0000
568,0.130943,0.0682,9.9935,0.0764,0.1000,0.0000
569,0.130950,0.0664,9.9935,0.0728,0.1000,0.0000
570,0.130956,0.0647,9.9935,0.0693,0.1000,0.0000
571,0.130962,0.0629,9.9934,0.0659,0.1000,0.0000
572,0.130967,0.0613,9.9934,0.0626,0.1000,0.0000
573,0.130972,0.0596,9.9934,0.0593,0.1000,0.0000
574,0.130977,0.0581,9.9934,0.0561,0.1000,0.0000
575,0.130981,0.0565,9.9934,0.0530,0.1000,0.0000
576,0.130986,0.0550,9.9933,0.0500,0.1000,0.0000
577,0.130990,0.0535,9.9933,0.0470,0.1000,0.0000
578,0.130993,0.0521,9.9933,0.0442,0.1000,0.0000
579,0.130997,0.0507,9.9933,0.0414,0.1000,0.0000
580,0.131000,0.0494,9.9933,0.0387,0.1000,0.0000
581,0.131002,0.0480,9.9932,0.0361,0.1000,0.0000
582,0.131005,0.0468,9.9932,0.0336,0.1000,0.0000
583,0.131007,0.0456,9.9932,0.0311,0.1000,0.0000
584,0.131009,0.0444,9.9932,0.0288,0.1000,0.0000
585,0.131011,0.0433,9.9932,0.0265,0.1000,0.0000
586,0.131012,0.0422,9.9931,0.0243,0.1000,0.0000
587,0.131014,0.0411,9.9931,0.0223,0.1000,0.0000
588,0.131014,0.0401,9.9931,0.0203,0.1000,0.0000
589,0.131015,0.0392,9.9931,0.0184,0.1000,0.0000
590,0.131016,0.0383,9.9931,0.0165,0.1000,0.0000
591,0.131016,0.0374,9.9930,0.0148,0.1000,0.0000
592,0.131016,0.0366,9.9930,0.0132,0.1000,0.0000
593,0.131015,0.0358,9.9930,0.0116,0.1000,0.0000
594,0.131015,0.0351,9.9930,0.0102,0.1000,0.0000
595,0.131014,0.0344,9.9930,0.0089,0.1000,0.0000
596,0.131013,0.0338,9.9929,0.0076,0.1000,0.0000
597,0.131012,0.0332,9.9929,0.0064,0.1000,0.0000
598,0.130982,0.0327,9.9929,0.0054,0.1000,0.0000
599,0.131438,0.0322,9.9929,0.0044,0.1000,0.0000
600,0.131045,0.0318,9.9929,0.0035,0.1000,0.0000
601,0.130999,0.0314,9.9929,0.0028,0.1000,0.0000
602,0.130994,0.0310,9.9928,0.0021,0.1000,0.0000
603,0.131004,0.0307,9.9928,0.0015,0.1000,0.0000
604,0.131023,0.0305,9.9928,0.0010,0.1000,0.0000
605,0.131009,0.0303,9.9928,0.0006,0.1000,0.0000
606,0.131369,0.0302,9.9928,0.0003,0.1000,0.0000
607,0.130995,0.0301,9.9927,0.0001,0.1000,0.0000
608,0.130988,0.0300,9.9927,0.0000,0.1000,0.0000
609,0.131018,0.0300,9.9927,0.0000,0.1000,0.0000
610,0.131038,0.0301,9.9927,0.0001,0.1000,0.0000
611,0.131052,0.0301,9.9927,0.0003,0.1000,0.0000
612,0.131063,0.0303,9.9926,0.0006,0.1000,0.0000
613,0.131043,0.0305,9.9926,0.0010,0.1000,0.0000
614,0.131333,0.0307,9.9926,0.0015,0.1000,0.0000
615,0.130972,0.0310,9.9926,0.0020,0.1000,0.0000
616,0.131012,0.0314,9.9926,0.0027,0.1000,0.0000
617,0.131040,0.0317,9.9925,0.0035,0.1000,0.0000
618,0.131058,0.0322,9.9925,0.0043,0.1000,0.0000
619,0.131070,0.0327,9.9925,0.0053,0.1000,0.0000
620,0.131078,0.0332,9.9925,0.0064,0.1000,0.0000
621,0.131070,0.0338,9.9925,0.0075,0.1000,0.0000
622,0.131042,0.0344,9.9924,0.0088,0.1000,0.0000
623,0.131024,0.0351,9.9924,0.0101,0.1000,0.0000
624,0.131013,0.0358,9.9924,0.0116,0.1000,0.0000
625,0.131006,0.0365,9.9924,0.0131,0.1000,0.0000
626,0.131002,0.0374,9.9924,0.0147,0.1000,0.0000
627,0.130998,0.0382,9.9923,0.0164,0.1000,0.0000
628,0.130996,0.0391,9.9923,0.0182,0.1000,0.0000
629,0.130994,0.0401,9.9923,0.0201,0.1000,0.0000
630,0.130992,0.0411,9.9923,0.0221,0.1000,0.0000
631,0.130990,0.0421,9.9923,0.0242,0.1000,0.0000
632,0.130988,0.0432,9.9922,0.0264,0.1000,0.0000
633,0.130986,0.0443,9.9922,0.0286,0.1000,0.0000
634,0.130984,0.0455,9.9922,0.0310,0.1000,0.0000
635,0.130981,0.0467,9.9922,0.0334,0.1000,0.0000
636,0.130978,0.0480,9.9922,0.0359,0.1000,0.0000
637,0.130975,0.0493,9.9921,0.0385,0.1000,0.0000
638,0.130972,0.0506,9.9921,0.0412,0.1000,0.0000
639,0.130968,0.0520,9.9921,0.0440,0.1000,0.0000
640,0.130964,0.0534,9.9921,0.0469,0.1000,0.0000
641,0.130960,0.0549,9.9921,0.0498,0.1000,0.0000
642,0.130955,0.0564,9.9920,0.0528,0.1000,0.0000
643,0.130951,0.0580,9.9920,0.0559,0.1000,0.0000
644,0.130945,0.0595,9.9920,0.0591,0.1000,0.0000
645,0.130940,0.0612,9.9920,0.0623,0.1000,0.0000
646,0.130934,0.0628,9.9920,0.0657,0.1000,0.0000
647,0.130928,0.0645,9.9919,0.0691,0.1000,0.0000
648,0.130922,0.0663,9.9919,0.0726,0.1000,0.0000
649,0.130915,0.0681,9.9919,0.0761,0.1000,0.0000
650,0.130908,0.0699,9.9919,0.0798,0.1000,0.0000
651,0.130901,0.0717,9.9919,0.0835,0.1000,0.0000
652,0.130893,0.0736,9.9918,0.0872,0.1000,0.0000
653,0.130885,0.0755,9.9918,0.0911,0.1000,0.0000
654,0.130877,0.0775,9.9918,0.0950,0.1000,0.0000
655,0.130868,0.0795,9.9918,0.0990,0.1000,0.0000
656,0.130859,0.0815,9.9917,0.1030,0.1000,0.0000
657,0.130850,0.0836,9.9917,0.1071,0.1000,0.0000
658,0.130840,0.0856,9.9917,0.1113,0.1000,0.0000
659,0.130830,0.0878,9.9917,0.1155,0.1000,0.0000
660,0.130820,0.0899,9.9917,0.1198,0.1000,0.0000
661,0.130809,0.0921,9.9916,0.1241,0.1000,0.0000
662,0.130799,0.0943,9.9916,0.1285,0.1000,0.0000
663,0.130787,0.0965,9.9916,0.1330,0.1000,0.0000
664,0.130776,0.0988,9.9916,0.1375,0.1000,0.0000
665,0.131388,0.3110,9.9916,0.1421,0.8000,0.0000
666,0.130770,0.3133,9.9915,0.1467,0.8000,0.0000
667,0.130361,0.3157,9.9915,0.1514,0.8000,0.0000
668,0.130098,0.3180,9.9915,0.1561,0.8000,0.0000
669,0.129941,0.3204,9.9915,0.1608,0.8000,0.0000
670,0.129851,0.3228,9.9915,0.1656,0.8000,0.0000
671,0.129785,0.3252,9.9914,0.1705,0.8000,0.0000
672,0.129732,0.3277,9.9914,0.1754,0.8000,0.0000
673,0.129688,0.3302,9.9914,0.1803,0.8000,0.0000
674,0.129652,0.3326,9.9914,0.1853,0.8000,0.0000
675,0.129622,0.3351,9.9914,0.1903,0.8000,0.0000
676,0.129597,0.3377,9.9913,0.1953,0.8000,0.0000
677,0.129574,0.3402,9.9913,0.2004,0.8000,0.0000
678,0.129553,0.3428,9.9913,0.2055,0.8000,0.0000
679,0.129534,0.3453,9.9913,0.2107,0.8000,0.0000
680,0.129515,0.3479,9.9913,0.2158,0.8000,0.0000
681,0.129496,0.3505,9.9912,0.2210,0.8000,0.0000
682,0.129478,0.3531,9.9912,0.2263,0.8000,0.0000
683,0.129459,0.3557,9.9912,0.2315,0.8000,0.0000
684,0.129441,0.3584,9.9912,0.2368,0.8000,0.0000
685,0.129422,0.3610,9.9912,0.2421,0.8000,0.0000
686,0.129403,0.3637,9.9911,0.2474,0.8000,0.0000
687,0.129384,0.3663,9.9911,0.2527,0.8000,0.0000
688,0.129365,0.3690,9.9911,0.2580,0.8000,0.0000
689,0.129346,0.3717,9.9911,0.2634,0.8000,0.0000
690,0.129327,0.3744,9.9911,0.2687,0.8000,0.0000
691,0.129308,0.3771,9.9910,0.2741,0.8000,0.0000
692,0.129289,0.3798,9.9910,0.2795,0.8000,0.0000
693,0.129270,0.3824,9.9910,0.2849,0.8000,0.0000
694,0.129251,0.3851,9.9910,0.2903,0.8000,0.0000
695,0.129232,0.3878,9.9910,0.2957,0.8000,0.0000
696,0.129213,0.3905,9.9909,0.3011,0.8000,0.0000
697,0.129194,0.3932,9.9909,0.3065,0.8000,0.0000
698,0.129175,0.3959,9.9909,0.3119,0.8000,0.0004
699,0.129158,0.3986,9.9909,0.3173,0.8000,0.0000
700,0.129137,0.4013,9.9908,0.3227,0.8000,0.0000
701,0.129119,0.4040,9.9908,0.3280,0.8000,0.0000
702,0.129101,0.4067,9.9908,0.3334,0.8000,0.0000
703,0.129083,0.4094,9.9908,0.3388,0.8000,0.0000
704,0.129065,0.4121,9.9908,0.3441,0.8000,0.0000
705,0.129047,0.4147,9.9907,0.3495,0.8000,0.0000
706,0.129029,0.4174,9.9907,0.3548,0.8000,0.0000
707,0.129012,0.4200,9.9907,0.3601,0.8000,0.0000
708,0.128995,0.4227,9.9907,0.3654,0.8000,0.0000
709,0.128977,0.4253,9.9907,0.3706,0.8000,0.0000
710,0.128961,0.4279,9.9906,0.3759,0.8000,0.0000
711,0.128944,0.4305,9.9906,0.3811,0.8000,0.0000
712,0.128927,0.4331,9.9906,0.3863,0.8000,0.0000
713,0.128911,0.4357,9.9906,0.3914,0.8000,0.0000
714,0.128895,0.4383,9.9906,0.3965,0.8000,0.0000
715,0.128879,0.4408,9.9905,0.4016,0.8000,0.0000
716,0.128863,0.4434,9.9905,0.4067,0.8000,0.0000
717,0.128848,0.4459,9.9905,0.4117,0.8000,0.0000
718,0.128833,0.4484,9.9905,0.4167,0.8000,0.0000
719,0.128818,0.4508,9.9905,0.4217,0.8000,0.0000
720,0.128803,0.4533,9.9904,0.4266,0.8000,0.0000
721,0.128788,0.4557,9.9904,0.4315,0.8000,0.0000
722,0.128774,0.4582,9.9904,0.4363,0.8000,0.0000
723,0.128760,0.4605,9.9904,0.4411,0.8000,0.0000
724,0.128746,0.4629,9.9903,0.4458,0.8000,0.0000
725,0.128732,0.4653,9.9903,0.4505,0.8000,0.0000
726,0.128719,0.4676,9.9903,0.4552,0.8000,0.0000
727,0.128706,0.4699,9.9903,0.4598,0.8000,0.0000
728,0.128693,0.4722,9.9903,0.4643,0.8000,0.0000
729,0.128680,0.4744,9.9902,0.4688,0.8000,0.0000
730,0.128667,0.4766,9.9902,0.4732,0.8000,0.0000
731,0.128655,0.4788,9.9902,0.4776,0.8000,0.0000
732,0.128642,0.4810,9.9902,0.4819,0.8000,0.0000
733,0.128630,0.4831,9.9902,0.4862,0.8000,0.0000
734,0.128618,0.4852,9.9901,0.4904,0.8000,0.0000
735,0.128606,0.4873,9.9901,0.4946,0.8000,0.0000
736,0.128595,0.4893,9.9901,0.4986,0.8000,0.0000
737,0.128583,0.4913,9.9901,0.5026,0.8000,0.0000
738,0.128572,0.4933,9.9901,0.5066,0.8000,0.0000
739,0.128561,0.4952,9.9900,0.5105,0.8000,0.0000
740,0.128550,0.4971,9.9900,0.5143,0.8000,0.0000
741,0.128539,0.4990,9.9900,0.5180,0.8000,0.0000
742,0.127399,0.5009,9.9900,0.5217,0.8000,0.0000
743,0.126263,0.5027,9.9899,0.5253,0.8000,0.0000
744,0.125130,0.5044,9.9899,0.5288,0.8000,0.0000
745,0.128382,0.2961,9.9899,0.5323,0.1000,0.0000
746,0.128143,0.2978,9.9899,0.5357,0.1000,0.0000
747,0.128140,0.2995,9.9899,0.5390,0.1000,0.0000
748,0.128299,0.3011,9.9898,0.5422,0.1000,0.0000
749,0.128610,0.3027,9.9898,0.5453,0.1000,0.0000
750,0.128972,0.3042,9.9898,0.5484,0.1000,0.0000
751,0.129358,0.3057,9.9898,0.5514,0.1000,0.0000
752,0.129533,0.3072,9.9898,0.5543,0.1000,0.0000
753,0.129495,0.3086,9.9897,0.5571,0.1000,0.0000
754,0.129465,0.3099,9.9897,0.5599,0.1000,0.0000
755,0.129441,0.3113,9.9897,0.5625,0.1000,0.0000
756,0.129435,0.3125,9.9897,0.5651,0.1000,0.0000
757,0.129430,0.3138,9.9897,0.5676,0.1000,0.0000
758,0.129425,0.3150,9.9896,0.5700,0.1000,0.0000
759,0.129418,0.3161,9.9896,0.5723,0.1000,0.0000
760,0.129412,0.3173,9.9896,0.5745,0.1000,0.0000
761,0.129406,0.3183,9.9896,0.5766,0.1000,0.0000
762,0.129399,0.3193,9.9895,0.5787,0.1000,0.0000
763,0.129393,0.3203,9.9895,0.5806,0.1000,0.0000
764,0.129387,0.3213,9.9895,0.5825,0.1000,0.0000
765,0.129381,0.3221,9.9895,0.5843,0.1000,0.0000
766,0.129375,0.3230,9.9895,0.5860,0.1000,0.0000
767,0.129370,0.3238,9.9894,0.5875,0.1000,0.0000
768,0.129364,0.3245,9.9894,0.5890,0.1000,0.0000
769,0.129359,0.3252,9.9894,0.5904,0.1000,0.0000
770,0.129353,0.3259,9.9894,0.5917,0.1000,0.0000
771,0.129348,0.3265,9.9894,0.5930,0.1000,0.0000
772,0.129343,0.3270,9.9893,0.5941,0.1000,0.0000
773,0.129338,0.3275,9.9893,0.5951,0.1000,0.0000
774,0.129333,0.3280,9.9893,0.5960,0.1000,0.0000
775,0.129328,0.3284,9.9893,0.5968,0.1000,0.0000
776,0.129324,0.3288,9.9892,0.5976,0.1000,0.0000
777,0.129319,0.3291,9.9892,0.5982,0.1000,0.0000
778,0.129315,0.3294,9.9892,0.5988,0.1000,0.0000
779,0.129311,0.3296,9.9892,0.5992,0.1000,0.0000
780,0.129307,0.3298,9.9892,0.5995,0.1000,0.0000
781,0.129303,0.3299,9.9891,0.5998,0.1000,0.0000
782,0.129299,0.3300,9.9891,0.5999,0.1000,0.0000
783,0.129296,0.3300,9.9891,0.6000,0.1000,0.0000
784,0.129293,0.3300,9.9891,0.6000,0.1000,0.0000
785,0.129290,0.3299,9.9891,0.5998,0.1000,0.0000
786,0.129290,0.3298,9.9890,0.5996,0.1000,0.0000
787,0.129295,0.3296,9.9890,0.5992,0.1000,0.0000
788,0.129299,0.3294,9.9890,0.5988,0.1000,0.0000
789,0.129303,0.3291,9.9890,0.5983,0.1000,0.0000
790,0.129308,0.3288,9.9889,0.5977,0.1000,0.0000
791,0.129312,0.3285,9.9889,0.5969,0.1000,0.0000
792,0.129317,0.3281,9.9889,0.5961,0.1000,0.0000
793,0.129322,0.3276,9.9889,0.5952,0.1000,0.0000
794,0.129327,0.3271,9.9889,0.5942,0.1000,0.0000
795,0.129332,0.3266,9.9888,0.5931,0.1000,0.0000
796,0.129338,0.3260,9.9888,0.5919,0.1000,0.0000
797,0.129343,0.3253,9.9888,0.5906,0.1000,0.0000
798,0.129349,0.3246,9.9888,0.5892,0.1000,0.0000
799,0.129355,0.3239,9.9888,0.5877,0.1000,0.0000
800,0.129361,0.3231,9.9887,0.5862,0.1000,0.0000
801,0.129367,0.3223,9.9887,0.5845,0.1000,0.0000
802,0.129373,0.3214,9.9887,0.5827,0.1000,0.0000
803,0.129379,0.3204,9.9887,0.5809,0.1000,0.0000
804,0.129386,0.3195,9.9886,0.5790,0.1000,0.0000
805,0.129392,0.3185,9.9886,0.5769,0.1000,0.0000
806,0.129399,0.3174,9.9886,0.5748,0.1000,0.0000
807,0.129406,0.3163,9.9886,0.5726,0.1000,0.0000
808,0.129413,0.3151,9.9886,0.5703,0.1000,0.0000
809,0.129421,0.3139,9.9885,0.5679,0.1000,0.0000
810,0.129428,0.3127,9.9885,0.5654,0.1000,0.0000
811,0.129436,0.3114,9.9885,0.5629,0.1000,0.0000
812,0.129444,0.3101,9.9885,0.5602,0.1000,0.0000
813,0.129452,0.3087,9.9885,0.5575,0.1000,0.0000
814,0.129460,0.3073,9.9884,0.5547,0.1000,0.0000
815,0.129469,0.3059,9.9884,0.5518,0.1000,0.0000
816,0.129477,0.3044,9.9884,0.5488,0.1000,0.0000
817,0.129486,0.3029,9.9884,0.5458,0.1000,0.0000
818,0.129495,0.3013,9.9883,0.5426,0.1000,0.0000
819,0.129504,0.2997,9.9883,0.5394,0.1000,0.0000
820,0.129514,0.2981,9.9883,0.5361,0.1000,0.0000
821,0.129524,0.2964,9.9883,0.5327,0.1000,0.0000
822,0.129533,0.2946,9.9883,0.5293,0.1000,0.0000
823,0.129544,0.2929,9.9882,0.5258,0.1000,0.0000
824,0.129554,0.2911,9.9882,0.5222,0.1000,0.0000
825,0.129565,0.2893,9.9882,0.5185,0.1000,0.0000
826,0.129575,0.2874,9.9882,0.5148,0.1000,0.0000
827,0.129587,0.2855,9.9882,0.5110,0.1000,0.0000
828,0.129598,0.2836,9.9881,0.5071,0.1000,0.0000
829,0.129610,0.2816,9.9881,0.5032,0.1000,0.0000
830,0.129621,0.2796,9.9881,0.4992,0.1000,0.0000
831,0.129633,0.2775,9.9881,0.4951,0.1000,0.0000
832,0.129646,0.2755,9.9880,0.4910,0.1000,0.0000
833,0.129659,0.2734,9.9880,0.4868,0.1000,0.0000
834,0.129671,0.2713,9.9880,0.4825,0.1000,0.0000
835,0.129685,0.2691,9.9880,0.4782,0.1000,0.0000
836,0.129698,0.2669,9.9880,0.4738,0.1000,0.0000
837,0.129712,0.2647,9.9879,0.4694,0.1000,0.0000
838,0.129726,0.2624,9.9879,0.4649,0.1000,0.0000
839,0.129740,0.2602,9.9879,0.4604,0.1000,0.0000
840,0.129755,0.2579,9.9879,0.4558,0.1000,0.0000
841,0.129770,0.2556,9.9878,0.4511,0.1000,0.0000
842,0.129785,0.2532,9.9878,0.4464,0.1000,0.0000
843,0.129800,0.2509,9.9878,0.4417,0.1000,0.0000
844,0.129816,0.2485,9.9878,0.4369,0.1000,0.0000
845,0.129832,0.2460,9.9878,0.4321,0.1000,0.0000
846,0.129848,0.2436,9.9877,0.4272,0.1000,0.0000
847,0.129865,0.2412,9.9877,0.4223,0.1000,0.0000
848,0.129881,0.2387,9.9877,0.4174,0.1000,0.0000
849,0.129898,0.2362,9.9877,0.4124,0.1000,0.0000
850,0.129915,0.2337,9.9877,0.4074,0.1000,0.0000
851,0.129933,0.2311,9.9876,0.4023,0.1000,0.0000
852,0.129950,0.2286,9.9876,0.3972,0.1000,0.0000
853,0.129968,0.2260,9.9876,0.3921,0.1000,0.0000
854,0.129986,0.2235,9.9876,0.3869,0.1000,0.0000
855,0.130004,0.2209,9.9875,0.3817,0.1000,0.0000
856,0.130023,0.2183,9.9875,0.3765,0.1000,0.0000
857,0.130041,0.2157,9.9875,0.3713,0.1000,0.0000
858,0.130060,0.2130,9.9875,0.3660,0.1000,0.0000
859,0.130079,0.2104,9.9875,0.3608,0.1000,0.0000
860,0.130097,0.2077,9.9874,0.3555,0.1000,0.0000
861,0.130116,0.2051,9.9874,0.3502,0.1000,0.0000
862,0.130135,0.2024,9.9874,0.3448,0.1000,0.0000
863,0.130155,0.1997,9.9874,0.3395,0.1000,0.0000
864,0.130174,0.1971,9.9873,0.3341,0.1000,0.0000
865,0.130193,0.1944,9.9873,0.3287,0.1000,0.0000
866,0.130212,0.1917,9.9873,0.3234,0.1000,0.0000
867,0.130232,0.1890,9.9873,0.3180,0.1000,0.0000
868,0.130251,0.1863,9.9873,0.3126,0.1000,0.0004
