step,phi,danger,depth,current_norm,chemical,pe
869,0.130266,0.1836,9.9872,0.3072,0.1000,0.0000
870,0.130291,0.1809,9.9872,0.3018,0.1000,0.0000
871,0.130309,0.1782,9.9872,0.2964,0.1000,0.0000
872,0.130328,0.1755,9.9872,0.2910,0.1000,0.0000
873,0.130347,0.1728,9.9872,0.2856,0.1000,0.0000
874,0.130366,0.1701,9.9871,0.2802,0.1000,0.0000
875,0.130384,0.1674,9.9871,0.2748,0.1000,0.0000
876,0.130403,0.1647,9.9871,0.2694,0.1000,0.0000
877,0.130422,0.1620,9.9871,0.2641,0.1000,0.0000
878,0.130440,0.1594,9.9870,0.2587,0.1000,0.0000
879,0.130458,0.1567,9.9870,0.2534,0.1000,0.0000
880,0.130476,0.1540,9.9870,0.2481,0.1000,0.0000
881,0.130494,0.1514,9.9870,0.2427,0.1000,0.0000
882,0.130512,0.1487,9.9870,0.2375,0.1000,0.0000
883,0.130529,0.1461,9.9869,0.2322,0.1000,0.0000
884,0.130546,0.1435,9.9869,0.2269,0.1000,0.0000
885,0.130563,0.1409,9.9869,0.2217,0.1000,0.0000
886,0.130580,0.1383,9.9869,0.2165,0.1000,0.0000
887,0.130596,0.1357,9.9868,0.2113,0.1000,0.0000
888,0.130612,0.1331,9.9868,0.2062,0.1000,0.0000
889,0.130628,0.1305,9.9868,0.2011,0.1000,0.0000
890,0.130644,0.1280,9.9868,0.1960,0.1000,0.0000
891,0.130659,0.1255,9.9868,0.1909,0.1000,0.0000
892,0.130674,0.1230,9.9867,0.1859,0.1000,0.0000
893,0.130689,0.1205,9.9867,0.1810,0.1000,0.0000
894,0.130703,0.1180,9.9867,0.1760,0.1000,0.0000
895,0.130717,0.1156,9.9867,0.1711,0.1000,0.0000
896,0.130731,0.1131,9.9866,0.1663,0.1000,0.0000
897,0.130745,0.1107,9.9866,0.1615,0.1000,0.0000
898,0.130758,0.1083,9.9866,0.1567,0.1000,0.0000
899,0.130771,0.1060,9.9866,0.1520,0.1000,0.0000
900,0.130783,0.1036,9.9866,0.1473,0.1000,0.0000
901,0.130795,0.1013,9.9865,0.1427,0.1000,0.0000
902,0.130807,0.0991,9.9865,0.1381,0.1000,0.0000
903,0.130818,0.0968,9.9865,0.1336,0.1000,0.0000
904,0.130829,0.0946,9.9865,0.1291,0.1000,0.0000
905,0.130840,0.0924,9.9865,0.1247,0.1000,0.0000
906,0.130851,0.0902,9.9864,0.1204,0.1000,0.0000
907,0.130861,0.0880,9.9864,0.1161,0.1000,0.0000
908,0.130870,0.0859,9.9864,0.1118,0.1000,0.0000
909,0.130880,0.0838,9.9864,0.1076,0.1000,0.0000
910,0.130889,0.0818,9.9863,0.1035,0.1000,0.0000
911,0.130897,0.0797,9.9863,0.0995,0.1000,0.0000
912,0.130906,0.0778,9.9863,0.0955,0.1000,0.0000
913,0.130914,0.0758,9.9863,0.0916,0.1000,0.0000
914,0.130922,0.0739,9.9863,0.0877,0.1000,0.0000
915,0.130929,0.0720,9.9862,0.0840,0.1000,0.0000
916,0.130936,0.0701,9.9862,0.0802,0.1000,0.0000
917,0.130943,0.0683,9.9862,0.0766,0.1000,0.0000
918,0.130949,0.0665,9.9862,0.0730,0.1000,0.0000
919,0.130955,0.0648,9.9861,0.0695,0.1000,0.0000
920,0.130961,0.0631,9.9861,0.0661,0.1000,0.0000
921,0.130967,0.0614,9.9861,0.0628,0.1000,0.0000
922,0.130972,0.0598,9.9861,0.0595,0.1000,0.0000
923,0.130977,0.0582,9.9861,0.0563,0.1000,0.0000
924,0.130981,0.0566,9.9860,0.0532,0.1000,0.0000
925,0.130985,0.0551,9.9860,0.0502,0.1000,0.0000
926,0.130989,0.0536,9.9860,0.0472,0.1000,0.0000
927,0.130993,0.0522,9.9860,0.0444,0.1000,0.0000
928,0.130996,0.0508,9.9859,0.0416,0.1000,0.0000
929,0.130999,0.0494,9.9859,0.0389,0.1000,0.0000
930,0.131002,0.0481,9.9859,0.0363,0.1000,0.0000
931,0.131005,0.0469,9.9859,0.0337,0.1000,0.0000
932,0.131007,0.0456,9.9859,0.0313,0.1000,0.0000
933,0.131009,0.0445,9.9858,0.0289,0.1000,0.0000
934,0.131011,0.0433,9.9858,0.0267,0.1000,0.0000
935,0.131012,0.0422,9.9858,0.0245,0.1000,0.0000
936,0.131013,0.0412,9.9858,0.0224,0.1000,0.0000
937,0.131014,0.0402,9.9857,0.0204,0.1000,0.0000
938,0.131015,0.0392,9.9857,0.0185,0.1000,0.0000
939,0.131015,0.0383,9.9857,0.0167,0.1000,0.0000
940,0.131016,0.0375,9.9857,0.0149,0.1000,0.0000
941,0.131016,0.0366,9.9857,0.0133,0.1000,0.0000
942,0.131015,0.0359,9.9856,0.0117,0.1000,0.0000
943,0.131015,0.0351,9.9856,0.0103,0.1000,0.0000
944,0.131014,0.0345,9.9856,0.0089,0.1000,0.0000
945,0.131013,0.0338,9.9856,0.0077,0.1000,0.0000
946,0.131012,0.0333,9.9855,0.0065,0.1000,0.0000
947,0.130982,0.0327,9.9855,0.0054,0.1000,0.0000
948,0.131438,0.0322,9.9855,0.0045,0.1000,0.0000
949,0.131045,0.0318,9.9855,0.0036,0.1000,0.0000
950,0.130999,0.0314,9.9855,0.0028,0.1000,0.0000
951,0.130994,0.0311,9.9854,0.0021,0.1000,0.0000
952,0.131004,0.0308,9.9854,0.0015,0.1000,0.0000
953,0.131023,0.0305,9.9854,0.0010,0.1000,0.0000
954,0.131008,0.0303,9.9854,0.0006,0.1000,0.0000
955,0.131369,0.0302,9.9853,0.0003,0.1000,0.0000
956,0.130995,0.0301,9.9853,0.0001,0.1000,0.0000
957,0.130987,0.0300,9.9853,0.0000,0.1000,0.0000
958,0.131018,0.0300,9.9853,0.0000,0.1000,0.0000
959,0.131038,0.0300,9.9853,0.0001,0.1000,0.0000
960,0.131052,0.0301,9.9852,0.0003,0.1000,0.0000
961,0.131062,0.0303,9.9852,0.0006,0.1000,0.0000
962,0.131043,0.0305,9.9852,0.0009,0.1000,0.0000
963,0.131333,0.0307,9.9852,0.0014,0.1000,0.0000
964,0.130972,0.0310,9.9851,0.0020,0.1000,0.0000
965,0.131012,0.0313,9.9851,0.0027,0.1000,0.0000
966,0.131040,0.0317,9.9851,0.0034,0.1000,0.0000
967,0.131058,0.0321,9.9851,0.0043,0.1000,0.0000
968,0.131070,0.0326,9.9851,0.0052,0.1000,0.0000
969,0.131078,0.0331,9.9850,0.0063,0.1000,0.0000
970,0.131070,0.0337,9.9850,0.0074,0.1000,0.0000
971,0.131041,0.0343,9.9850,0.0087,0.1000,0.0000
972,0.131024,0.0350,9.9850,0.0100,0.1000,0.0000
973,0.131013,0.0357,9.9849,0.0115,0.1000,0.0000
974,0.131006,0.0365,9.9849,0.0130,0.1000,0.0000
975,0.131001,0.0373,9.9849,0.0146,0.1000,0.0000
976,0.130998,0.0382,9.9849,0.0163,0.1000,0.0000
977,0.130996,0.0391,9.9849,0.0181,0.1000,0.0000
978,0.130994,0.0400,9.9848,0.0200,0.1000,0.0000
979,0.130992,0.0410,9.9848,0.0220,0.1000,0.0000
980,0.131728,0.2520,9.9848,0.0241,0.8000,0.0000
981,0.131104,0.2531,9.9848,0.0262,0.8000,0.0000
982,0.130696,0.2542,9.9847,0.0285,0.8000,0.0000
983,0.130438,0.2554,9.9847,0.0308,0.8000,0.0000
984,0.130295,0.2566,9.9847,0.0332,0.8000,0.0000
985,0.130221,0.2579,9.9847,0.0358,0.8000,0.0000
986,0.130166,0.2592,9.9847,0.0384,0.8000,0.0000
987,0.130123,0.2605,9.9846,0.0410,0.8000,0.0000
988,0.130089,0.2619,9.9846,0.0438,0.8000,0.0000
989,0.130062,0.2633,9.9846,0.0467,0.8000,0.0000
990,0.130040,0.2648,9.9846,0.0496,0.8000,0.0000
991,0.130023,0.2663,9.9845,0.0526,0.8000,0.0000
992,0.130010,0.2679,9.9845,0.0557,0.8000,0.0000
993,0.129998,0.2694,9.9845,0.0589,0.8000,0.0000
994,0.129988,0.2711,9.9845,0.0621,0.8000,0.0000
995,0.129979,0.2727,9.9845,0.0655,0.8000,0.0000
996,0.129971,0.2744,9.9844,0.0689,0.8000,0.0000
997,0.129962,0.2762,9.9844,0.0723,0.8000,0.0000
998,0.129953,0.2779,9.9844,0.0759,0.8000,0.0000
999,0.129944,0.2798,9.9844,0.0795,0.8000,0.0000
1000,0.129934,0.2816,9.9843,0.0832,0.8000,0.0000
1001,0.129924,0.2835,9.9843,0.0870,0.8000,0.0000
1002,0.129914,0.2854,9.9843,0.0908,0.8000,0.0000
1003,0.129903,0.2874,9.9843,0.0947,0.8000,0.0000
1004,0.129892,0.2894,9.9843,0.0987,0.8000,0.0000
1005,0.129881,0.2914,9.9842,0.1027,0.8000,0.0000
1006,0.129869,0.2934,9.9842,0.1068,0.8000,0.0000
1007,0.129857,0.2955,9.9842,0.1110,0.8000,0.0000
1008,0.129845,0.2976,9.9842,0.1152,0.8000,0.0000
1009,0.129832,0.2998,9.9841,0.1195,0.8000,0.0000
1010,0.129819,0.3019,9.9841,0.1238,0.8000,0.0000
1011,0.129806,0.3041,9.9841,0.1282,0.8000,0.0000
1012,0.129792,0.3064,9.9841,0.1327,0.8000,0.0000
1013,0.129778,0.3086,9.9841,0.1372,0.8000,0.0000
1014,0.129764,0.3109,9.9840,0.1418,0.8000,0.0000
1015,0.129749,0.3132,9.9840,0.1464,0.8000,0.0000
1016,0.129734,0.3155,9.9840,0.1511,0.8000,0.0000
1017,0.129719,0.3179,9.9840,0.1558,0.8000,0.0000
1018,0.129703,0.3203,9.9839,0.1605,0.8000,0.0000
1019,0.129687,0.3227,9.9839,0.1653,0.8000,0.0000
1020,0.129671,0.3251,9.9839,0.1702,0.8000,0.0000
1021,0.129655,0.3275,9.9839,0.1751,0.8000,0.0000
1022,0.129638,0.3300,9.9839,0.1800,0.8000,0.0000
1023,0.129621,0.3325,9.9838,0.1850,0.8000,0.0000
1024,0.129604,0.3350,9.9838,0.1900,0.8000,0.0000
1025,0.129587,0.3375,9.9838,0.1950,0.8000,0.0000
1026,0.129569,0.3400,9.9838,0.2001,0.8000,0.0000
1027,0.129552,0.3426,9.9837,0.2052,0.8000,0.0000
1028,0.129534,0.3452,9.9837,0.2103,0.8000,0.0000
1029,0.129516,0.3477,9.9837,0.2155,0.8000,0.0000
1030,0.129497,0.3503,9.9837,0.2207,0.8000,0.0000
1031,0.129479,0.3530,9.9837,0.2259,0.8000,0.0000
1032,0.129460,0.3556,9.9836,0.2312,0.8000,0.0000
1033,0.129442,0.3582,9.9836,0.2364,0.8000,0.0000
1034,0.129423,0.3609,9.9836,0.2417,0.8000,0.0000
1035,0.129404,0.3635,9.9836,0.2470,0.8000,0.0000
1036,0.129385,0.3662,9.9835,0.2523,0.8000,0.0000
1037,0.129366,0.3688,9.9835,0.2577,0.8000,0.0000
1038,0.129347,0.3715,9.9835,0.2630,0.8000,0.0000
1039,0.129328,0.3742,9.9835,0.2684,0.8000,0.0000
1040,0.129309,0.3769,9.9835,0.2738,0.8000,0.0000
1041,0.129290,0.3796,9.9834,0.2792,0.8000,0.0000
1042,0.129271,0.3823,9.9834,0.2845,0.8000,0.0000
1043,0.129252,0.3850,9.9834,0.2899,0.8000,0.0000
1044,0.129233,0.3877,9.9834,0.2953,0.8000,0.0000
1045,0.129214,0.3904,9.9833,0.3007,0.8000,0.0000
1046,0.129195,0.3931,9.9833,0.3061,0.8000,0.0000
1047,0.129176,0.3958,9.9833,0.3115,0.8000,0.0000
1048,0.129158,0.3985,9.9833,0.3169,0.8000,0.0004
1049,0.129141,0.4012,9.9833,0.3223,0.8000,0.0000
1050,0.129120,0.4038,9.9832,0.3277,0.8000,0.0000
1051,0.129102,0.4065,9.9832,0.3331,0.8000,0.0000
1052,0.129084,0.4092,9.9832,0.3384,0.8000,0.0000
1053,0.129066,0.4119,9.9832,0.3438,0.8000,0.0000
1054,0.129048,0.4146,9.9831,0.3491,0.8000,0.0000
1055,0.129031,0.4172,9.9831,0.3544,0.8000,0.0000
1056,0.129013,0.4199,9.9831,0.3597,0.8000,0.0000
1057,0.128996,0.4225,9.9831,0.3650,0.8000,0.0000
1058,0.128979,0.4251,9.9831,0.3703,0.8000,0.0000
1059,0.131800,0.2178,9.9830,0.3755,0.1000,0.0000
1060,0.131080,0.2204,9.9830,0.3807,0.1000,0.0000
1061,0.130602,0.2230,9.9830,0.3859,0.1000,0.0000
1062,0.130295,0.2255,9.9830,0.3911,0.1000,0.0000
1063,0.130148,0.2281,9.9829,0.3962,0.1000,0.0000
1064,0.130049,0.2307,9.9829,0.4013,0.1000,0.0000
1065,0.129972,0.2332,9.9829,0.4064,0.1000,0.0000
1066,0.129911,0.2357,9.9829,0.4114,0.1000,0.0000
1067,0.129862,0.2382,9.9829,0.4164,0.1000,0.0000
1068,0.129837,0.2407,9.9828,0.4214,0.1000,0.0000
1069,0.129827,0.2431,9.9828,0.4263,0.1000,0.0000
1070,0.129816,0.2456,9.9828,0.4311,0.1000,0.0000
1071,0.129803,0.2480,9.9828,0.4360,0.1000,0.0000
1072,0.129789,0.2504,9.9827,0.4408,0.1000,0.0000
1073,0.129775,0.2528,9.9827,0.4455,0.1000,0.0000
1074,0.129761,0.2551,9.9827,0.4502,0.1000,0.0000
1075,0.129748,0.2574,9.9827,0.4549,0.1000,0.0000
1076,0.129734,0.2597,9.9826,0.4595,0.1000,0.0000
1077,0.129721,0.2620,9.9826,0.4640,0.1000,0.0000
1078,0.129708,0.2643,9.9826,0.4685,0.1000,0.0000
1079,0.129695,0.2665,9.9826,0.4730,0.1000,0.0000
1080,0.129682,0.2687,9.9826,0.4773,0.1000,0.0000
1081,0.129670,0.2708,9.9825,0.4817,0.1000,0.0000
1082,0.129658,0.2730,9.9825,0.4859,0.1000,0.0000
1083,0.129646,0.2751,9.9825,0.4901,0.1000,0.0000
1084,0.129634,0.2771,9.9825,0.4943,0.1000,0.0000
1085,0.129623,0.2792,9.9824,0.4984,0.1000,0.0000
1086,0.129612,0.2812,9.9824,0.5024,0.1000,0.0000
1087,0.129601,0.2832,9.9824,0.5063,0.1000,0.0000
1088,0.129591,0.2851,9.9824,0.5102,0.1000,0.0000
1089,0.129580,0.2870,9.9824,0.5140,0.1000,0.0000
1090,0.129570,0.2889,9.9823,0.5178,0.1000,0.0000
1091,0.129560,0.2907,9.9823,0.5215,0.1000,0.0000
1092,0.129550,0.2925,9.9823,0.5251,0.1000,0.0000
1093,0.129541,0.2943,9.9823,0.5286,0.1000,0.0000
1094,0.129532,0.2960,9.9822,0.5321,0.1000,0.0000
1095,0.129522,0.2977,9.9822,0.5355,0.1000,0.0000
1096,0.129514,0.2994,9.9822,0.5388,0.1000,0.0000
1097,0.129505,0.3010,9.9822,0.5420,0.1000,0.0000
1098,0.129496,0.3026,9.9822,0.5451,0.1000,0.0000
1099,0.129488,0.3041,9.9821,0.5482,0.1000,0.0000
1100,0.129480,0.3056,9.9821,0.5512,0.1000,0.0000
1101,0.129472,0.3071,9.9821,0.5541,0.1000,0.0000
1102,0.129464,0.3085,9.9821,0.5569,0.1000,0.0000
1103,0.129456,0.3098,9.9820,0.5597,0.1000,0.0000
1104,0.129449,0.3112,9.9820,0.5624,0.1000,0.0000
1105,0.129442,0.3125,9.9820,0.5649,0.1000,0.0000
1106,0.129434,0.3137,9.9820,0.5674,0.1000,0.0000
1107,0.129427,0.3149,9.9820,0.5698,0.1000,0.0000
1108,0.129420,0.3161,9.9819,0.5721,0.1000,0.0000
1109,0.129414,0.3172,9.9819,0.5744,0.1000,0.0000
1110,0.129407,0.3183,9.9819,0.5765,0.1000,0.0000
1111,0.129401,0.3193,9.9819,0.5786,0.1000,0.0000
1112,0.129394,0.3203,9.9818,0.5805,0.1000,0.0000
1113,0.129388,0.3212,9.9818,0.5824,0.1000,0.0000
1114,0.129382,0.3221,9.9818,0.5842,0.1000,0.0000
1115,0.129376,0.3229,9.9818,0.5859,0.1000,0.0000
1116,0.129370,0.3237,9.9817,0.5874,0.1000,0.0000
1117,0.129365,0.3245,9.9817,0.5889,0.1000,0.0000
1118,0.129359,0.3252,9.9817,0.5903,0.1000,0.0000
1119,0.129354,0.3258,9.9817,0.5917,0.1000,0.0000
1120,0.129349,0.3264,9.9817,0.5929,0.1000,0.0000
1121,0.129343,0.3270,9.9816,0.5940,0.1000,0.0000
1122,0.129338,0.3275,9.9816,0.5950,0.1000,0.0000
1123,0.129334,0.3280,9.9816,0.5960,0.1000,0.0000
1124,0.129329,0.3284,9.9816,0.5968,0.1000,0.0000
1125,0.129324,0.3288,9.9815,0.5975,0.1000,0.0000
1126,0.129320,0.3291,9.9815,0.5982,0.1000,0.0000
1127,0.129315,0.3294,9.9815,0.5987,0.1000,0.0000
1128,0.129311,0.3296,9.9815,0.5992,0.1000,0.0000
1129,0.129307,0.3298,9.9815,0.5995,0.1000,0.0000
1130,0.129303,0.3299,9.9814,0.5998,0.1000,0.0000
1131,0.129300,0.3300,9.9814,0.5999,0.1000,0.0000
1132,0.129297,0.3300,9.9814,0.6000,0.1000,0.0000
1133,0.129294,0.3300,9.9814,0.6000,0.1000,0.0000
1134,0.129291,0.3299,9.9813,0.5998,0.1000,0.0000
1135,0.129290,0.3298,9.9813,0.5996,0.1000,0.0000
1136,0.129295,0.3296,9.9813,0.5993,0.1000,0.0000
1137,0.129299,0.3294,9.9813,0.5988,0.1000,0.0000
1138,0.129303,0.3292,9.9813,0.5983,0.1000,0.0000
1139,0.129308,0.3289,9.9812,0.5977,0.1000,0.0000
1140,0.129312,0.3285,9.9812,0.5970,0.1000,0.0000
1141,0.129317,0.3281,9.9812,0.5962,0.1000,0.0000
1142,0.129322,0.3276,9.9812,0.5953,0.1000,0.0000
1143,0.129327,0.3271,9.9811,0.5943,0.1000,0.0000
1144,0.129332,0.3266,9.9811,0.5932,0.1000,0.0000
1145,0.129338,0.3260,9.9811,0.5920,0.1000,0.0000
1146,0.129343,0.3253,9.9811,0.5907,0.1000,0.0000
1147,0.129349,0.3247,9.9811,0.5893,0.1000,0.0000
1148,0.129354,0.3239,9.9810,0.5878,0.1000,0.0000
1149,0.129360,0.3231,9.9810,0.5863,0.1000,0.0000
1150,0.129366,0.3223,9.9810,0.5846,0.1000,0.0000
1151,0.129373,0.3214,9.9810,0.5829,0.1000,0.0000
1152,0.129379,0.3205,9.9809,0.5810,0.1000,0.0000
1153,0.129386,0.3195,9.9809,0.5791,0.1000,0.0000
1154,0.129392,0.3185,9.9809,0.5771,0.1000,0.0000
1155,0.129399,0.3175,9.9809,0.5749,0.1000,0.0000
1156,0.129406,0.3164,9.9808,0.5727,0.1000,0.0000
1157,0.129413,0.3152,9.9808,0.5704,0.1000,0.0000
1158,0.129421,0.3140,9.9808,0.5681,0.1000,0.0000
1159,0.129428,0.3128,9.9808,0.5656,0.1000,0.0000
1160,0.129436,0.3115,9.9808,0.5630,0.1000,0.0000
1161,0.129444,0.3102,9.9807,0.5604,0.1000,0.0000
1162,0.129452,0.3088,9.9807,0.5577,0.1000,0.0000
1163,0.129460,0.3074,9.9807,0.5549,0.1000,0.0000
1164,0.129468,0.3060,9.9807,0.5520,0.1000,0.0000
1165,0.129477,0.3045,9.9806,0.5490,0.1000,0.0000
1166,0.129486,0.3030,9.9806,0.5460,0.1000,0.0000
1167,0.129495,0.3014,9.9806,0.5428,0.1000,0.0000
1168,0.129504,0.2998,9.9806,0.5396,0.1000,0.0000
1169,0.129513,0.2982,9.9806,0.5363,0.1000,0.0000
1170,0.129523,0.2965,9.9805,0.5330,0.1000,0.0000
1171,0.129533,0.2948,9.9805,0.5295,0.1000,0.0000
1172,0.129543,0.2930,9.9805,0.5260,0.1000,0.0000
1173,0.129553,0.2912,9.9805,0.5224,0.1000,0.0000
1174,0.129564,0.2894,9.9804,0.5188,0.1000,0.0000
1175,0.129575,0.2875,9.9804,0.5150,0.1000,0.0000
1176,0.129586,0.2856,9.9804,0.5112,0.1000,0.0000
1177,0.129597,0.2837,9.9804,0.5074,0.1000,0.0000
1178,0.129609,0.2817,9.9804,0.5034,0.1000,0.0000
1179,0.129621,0.2797,9.9803,0.4994,0.1000,0.0000
1180,0.129633,0.2777,9.9803,0.4954,0.1000,0.0000
1181,0.129645,0.2756,9.9803,0.4912,0.1000,0.0000
1182,0.129658,0.2735,9.9803,0.4870,0.1000,0.0000
1183,0.129671,0.2714,9.9802,0.4828,0.1000,0.0000
1184,0.129684,0.2692,9.9802,0.4785,0.1000,0.0000
1185,0.129697,0.2671,9.9802,0.4741,0.1000,0.0000
1186,0.129711,0.2648,9.9802,0.4697,0.1000,0.0000
1187,0.129725,0.2626,9.9801,0.4652,0.1000,0.0000
1188,0.129739,0.2603,9.9801,0.4607,0.1000,0.0000
1189,0.129754,0.2580,9.9801,0.4561,0.1000,0.0000
1190,0.129769,0.2557,9.9801,0.4514,0.1000,0.0000
1191,0.129784,0.2534,9.9801,0.4468,0.1000,0.0000
1192,0.129799,0.2510,9.9800,0.4420,0.1000,0.0000
1193,0.129815,0.2486,9.9800,0.4372,0.1000,0.0000
1194,0.129831,0.2462,9.9800,0.4324,0.1000,0.0000
1195,0.129847,0.2438,9.9800,0.4276,0.1000,0.0000
1196,0.129864,0.2413,9.9799,0.4226,0.1000,0.0000
1197,0.129880,0.2388,9.9799,0.4177,0.1000,0.0000
1198,0.129897,0.2364,9.9799,0.4127,0.1000,0.0000
1199,0.129914,0.2338,9.9799,0.4077,0.1000,0.0000
1200,0.129932,0.2313,9.9799,0.4026,0.1000,0.0000
1201,0.129949,0.2288,9.9798,0.3975,0.1000,0.0000
1202,0.129967,0.2262,9.9798,0.3924,0.1000,0.0000
1203,0.129985,0.2236,9.9798,0.3873,0.1000,0.0000
1204,0.130003,0.2210,9.9798,0.3821,0.1000,0.0000
1205,0.130021,0.2184,9.9797,0.3769,0.1000,0.0000
1206,0.130040,0.2158,9.9797,0.3716,0.1000,0.0000
1207,0.130058,0.2132,9.9797,0.3664,0.1000,0.0000
1208,0.130077,0.2106,9.9797,0.3611,0.1000,0.0000
1209,0.130096,0.2079,9.9796,0.3558,0.1000,0.0000
1210,0.130115,0.2053,9.9796,0.3505,0.1000,0.0000
1211,0.130134,0.2026,9.9796,0.3452,0.1000,0.0000
1212,0.130153,0.1999,9.9796,0.3398,0.1000,0.0000
1213,0.130172,0.1972,9.9796,0.3345,0.1000,0.0000
1214,0.130192,0.1945,9.9795,0.3291,0.1000,0.0000
1215,0.130211,0.1919,9.9795,0.3237,0.1000,0.0000
1216,0.130230,0.1892,9.9795,0.3183,0.1000,0.0004
1217,0.130245,0.1865,9.9795,0.3129,0.1000,0.0000
1218,0.130270,0.1838,9.9794,0.3075,0.1000,0.0000
1219,0.130289,0.1811,9.9794,0.3021,0.1000,0.0000
1220,0.130308,0.1784,9.9794,0.2967,0.1000,0.0000
1221,0.130327,0.1757,9.9794,0.2913,0.1000,0.0000
1222,0.130346,0.1730,9.9794,0.2859,0.1000,0.0000
1223,0.130364,0.1703,9.9793,0.2806,0.1000,0.0000
1224,0.130383,0.1676,9.9793,0.2752,0.1000,0.0000
1225,0.130402,0.1649,9.9793,0.2698,0.1000,0.0000
1226,0.130420,0.1622,9.9793,0.2644,0.1000,0.0000
1227,0.130439,0.1595,9.9792,0.2591,0.1000,0.0000
1228,0.130457,0.1569,9.9792,0.2537,0.1000,0.0000
1229,0.130475,0.1542,9.9792,0.2484,0.1000,0.0000
1230,0.130493,0.1515,9.9792,0.2431,0.1000,0.0000
1231,0.130510,0.1489,9.9792,0.2378,0.1000,0.0000
1232,0.130528,0.1463,9.9791,0.2325,0.1000,0.0000
1233,0.130545,0.1436,9.9791,0.2273,0.1000,0.0000
1234,0.130562,0.1410,9.9791,0.2220,0.1000,0.0000
1235,0.130579,0.1384,9.9791,0.2168,0.1000,0.0000
1236,0.130595,0.1358,9.9790,0.2117,0.1000,0.0000
1237,0.130611,0.1333,9.9790,0.2065,0.1000,0.0000
1238,0.130627,0.1307,9.9790,0.2014,0.1000,0.0000
1239,0.130643,0.1282,9.9790,0.1963,0.1000,0.0000
1240,0.130658,0.1256,9.9789,0.1913,0.1000,0.0000
1241,0.130673,0.1231,9.9789,0.1863,0.1000,0.0000
1242,0.130688,0.1206,9.9789,0.1813,0.1000,0.0000
1243,0.130702,0.1182,9.9789,0.1763,0.1000,0.0000
1244,0.130716,0.1157,9.9789,0.1714,0.1000,0.0000
1245,0.130730,0.1133,9.9788,0.1666,0.1000,0.0000
1246,0.130744,0.1109,9.9788,0.1618,0.1000,0.0000
1247,0.130757,0.1085,9.9788,0.1570,0.1000,0.0000
1248,0.130770,0.1061,9.9788,0.1523,0.1000,0.0000
1249,0.130782,0.1038,9.9787,0.1476,0.1000,0.0000
1250,0.130794,0.1015,9.9787,0.1430,0.1000,0.0000
1251,0.130806,0.0992,9.9787,0.1384,0.1000,0.0000
1252,0.130817,0.0969,9.9787,0.1339,0.1000,0.0000
1253,0.130829,0.0947,9.9787,0.1294,0.1000,0.0000
1254,0.130839,0.0925,9.9786,0.1250,0.1000,0.0000
1255,0.130850,0.0903,9.9786,0.1206,0.1000,0.0000
1256,0.130860,0.0882,9.9786,0.1163,0.1000,0.0000
1257,0.130870,0.0860,9.9786,0.1121,0.1000,0.0000
1258,0.130879,0.0840,9.9785,0.1079,0.1000,0.0000
1259,0.130888,0.0819,9.9785,0.1038,0.1000,0.0000
1260,0.130897,0.0799,9.9785,0.0997,0.1000,0.0000
1261,0.130905,0.0779,9.9785,0.0958,0.1000,0.0000
1262,0.130913,0.0759,9.9784,0.0918,0.1000,0.0000
1263,0.130921,0.0740,9.9784,0.0880,0.1000,0.0000
1264,0.130928,0.0721,9.9784,0.0842,0.1000,0.0000
1265,0.130935,0.0702,9.9784,0.0805,0.1000,0.0000
1266,0.130942,0.0684,9.9784,0.0768,0.1000,0.0000
1267,0.130949,0.0666,9.9783,0.0733,0.1000,0.0000
1268,0.130955,0.0649,9.9783,0.0698,0.1000,0.0000
1269,0.130961,0.0632,9.9783,0.0663,0.1000,0.0000
1270,0.130966,0.0615,9.9783,0.0630,0.1000,0.0000
1271,0.130971,0.0599,9.9782,0.0597,0.1000,0.0000
1272,0.130976,0.0583,9.9782,0.0565,0.1000,0.0000
1273,0.130981,0.0567,9.9782,0.0534,0.1000,0.0000
1274,0.130985,0.0552,9.9782,0.0504,0.1000,0.0000
1275,0.130989,0.0537,9.9782,0.0474,0.1000,0.0000
1276,0.130993,0.0523,9.9781,0.0445,0.1000,0.0000
1277,0.130996,0.0509,9.9781,0.0418,0.1000,0.0000
1278,0.130999,0.0495,9.9781,0.0391,0.1000,0.0000
1279,0.131002,0.0482,9.9781,0.0364,0.1000,0.0000
1280,0.131004,0.0469,9.9780,0.0339,0.1000,0.0000
1281,0.131007,0.0457,9.9780,0.0314,0.1000,0.0000
1282,0.131009,0.0445,9.9780,0.0291,0.1000,0.0000
1283,0.131011,0.0434,9.9780,0.0268,0.1000,0.0000
1284,0.131012,0.0423,9.9779,0.0246,0.1000,0.0000
1285,0.131013,0.0413,9.9779,0.0225,0.1000,0.0000
1286,0.131014,0.0403,9.9779,0.0205,0.1000,0.0000
1287,0.131015,0.0393,9.9779,0.0186,0.1000,0.0000
1288,0.131015,0.0384,9.9779,0.0168,0.1000,0.0000
1289,0.131016,0.0375,9.9778,0.0150,0.1000,0.0000
1290,0.131016,0.0367,9.9778,0.0134,0.1000,0.0000
1291,0.131015,0.0359,9.9778,0.0118,0.1000,0.0000
1292,0.131015,0.0352,9.9778,0.0104,0.1000,0.0000
1293,0.131014,0.0345,9.9777,0.0090,0.1000,0.0000
1294,0.131723,0.2439,9.9777,0.0078,0.8000,0.0000
1295,0.131134,0.2433,9.9777,0.0066,0.8000,0.0000
