step,phi,danger,altitude,attitude_norm,pe,gust_intensity
1779,0.111120,0.5895,1.0000,0.0197,0.0000,0.5797
1780,0.109339,0.6182,1.0000,0.0207,0.0000,0.6079
1781,0.107406,0.6441,1.0000,0.0216,0.0020,0.6334
1782,0.105295,0.6666,1.0000,0.0223,0.0007,0.6554
1783,0.102938,0.6850,1.0000,0.0230,0.0000,0.6735
1784,0.100307,0.6989,1.0000,0.0236,0.0000,0.6871
1785,0.100200,0.7080,1.0000,0.0240,0.0000,0.6960
1786,0.100120,0.7120,1.0000,0.0243,0.0000,0.6998
1787,0.100080,0.7109,1.0000,0.0246,0.0000,0.6986
1788,0.100067,0.7047,1.0000,0.0249,0.0000,0.6923
1789,0.100113,0.6936,1.0000,0.0251,0.0004,0.6810
1790,0.100257,0.6778,1.0000,0.0253,0.0011,0.6652
1791,0.100420,0.6578,1.0000,0.0255,0.0004,0.6451
1792,0.100605,0.6342,1.0000,0.0257,0.0000,0.6213
1793,0.100795,0.6074,1.0000,0.0259,0.0004,0.5944
1794,0.100982,0.5783,1.0000,0.0262,0.0000,0.5651
1795,0.101174,0.5475,1.0000,0.0266,0.0004,0.5342
1796,0.101353,0.5158,1.0000,0.0270,0.0000,0.5023
1797,0.102601,0.4841,1.0000,0.0274,0.0000,0.4705
1798,0.103778,0.4532,1.0000,0.0279,0.0000,0.4393
1799,0.104885,0.4239,1.0000,0.0284,0.0000,0.4097
1800,0.105921,0.3969,1.0000,0.0289,0.0007,0.3825
1801,0.106879,0.3729,1.0000,0.0295,0.0004,0.3582
1802,0.107773,0.3526,1.0000,0.0301,0.0004,0.3375
1803,0.108590,0.3364,1.0000,0.0307,0.0004,0.3210
1804,0.109336,0.3247,1.0000,0.0313,0.0004,0.3091
1805,0.110015,0.3180,1.0000,0.0320,0.0000,0.3020
1806,0.110643,0.3163,1.0000,0.0326,0.0000,0.3000
1807,0.111228,0.3198,1.0000,0.0333,0.0004,0.3031
1808,0.111761,0.3282,1.0000,0.0339,0.0007,0.3113
1809,0.112355,0.3415,1.0000,0.0346,0.0007,0.3242
1810,0.112938,0.3593,1.0000,0.0352,0.0000,0.3417
1811,0.113474,0.3811,1.0000,0.0359,0.0000,0.3632
1812,0.113973,0.4064,1.0000,0.0365,0.0000,0.3882
1813,0.114430,0.4346,1.0000,0.0372,0.0000,0.4160
1814,0.114847,0.4649,1.0000,0.0378,0.0000,0.4460
1815,0.115228,0.4966,1.0000,0.0384,0.0000,0.4774
1816,0.113750,0.5288,1.0000,0.0389,0.0000,0.5093
1817,0.112173,0.5608,1.0000,0.0394,0.0000,0.5410
1818,0.110479,0.5917,1.0000,0.0399,0.0000,0.5717
1819,0.108643,0.6207,1.0000,0.0403,0.0000,0.6005
1820,0.106637,0.6471,1.0000,0.0407,0.0000,0.6268
1821,0.104425,0.6703,1.0000,0.0410,0.0000,0.6498
1822,0.101961,0.6896,1.0000,0.0411,0.0000,0.6690
1823,0.100290,0.7045,0.9999,0.0412,0.0076,0.6839
1824,0.100205,0.7147,0.9999,0.0412,0.0046,0.6941
1825,0.100093,0.7198,0.9999,0.0411,0.0000,0.6993
1826,0.100050,0.7198,0.9999,0.0408,0.0000,0.6994
1827,0.100030,0.7147,0.9999,0.0404,0.0004,0.6945
1828,0.100049,0.7045,0.9999,0.0399,0.0000,0.6845
1829,0.100194,0.6895,0.9999,0.0392,0.0000,0.6699
1830,0.100356,0.6701,0.9999,0.0384,0.0000,0.6509
1831,0.100535,0.6468,0.9999,0.0376,0.0000,0.6281
1832,0.100724,0.6203,0.9999,0.0366,0.0000,0.6020
1833,0.100918,0.5910,0.9999,0.0356,0.0000,0.5732
1834,0.101112,0.5599,0.9999,0.0344,0.0000,0.5427
1835,0.101300,0.5276,0.9999,0.0333,0.0000,0.5110
1836,0.102552,0.4951,0.9999,0.0321,0.0024,0.4790
1837,0.103724,0.4630,0.9999,0.0309,0.0000,0.4476
1838,0.104862,0.4323,0.9999,0.0297,0.0007,0.4175
1839,0.105904,0.4038,0.9999,0.0284,0.0004,0.3895
1840,0.106883,0.3780,0.9999,0.0272,0.0004,0.3644
1841,0.107787,0.3557,0.9999,0.0261,0.0004,0.3427
1842,0.108619,0.3375,0.9999,0.0249,0.0000,0.3250
1843,0.109383,0.3237,0.9999,0.0238,0.0000,0.3118
1844,0.110076,0.3148,0.9999,0.0226,0.0000,0.3034
1845,0.110709,0.3108,0.9999,0.0215,0.0000,0.3001
1846,0.111302,0.3120,0.9999,0.0205,0.0000,0.3018
1847,0.111846,0.3183,0.9999,0.0194,0.0000,0.3086
1848,0.112387,0.3295,0.9999,0.0184,0.0000,0.3203
1849,0.112986,0.3453,0.9999,0.0174,0.0004,0.3366
1850,0.113542,0.3652,0.9999,0.0164,0.0000,0.3570
1851,0.114052,0.3888,1.0000,0.0155,0.0000,0.3811
1852,0.114523,0.4155,1.0000,0.0145,0.0000,0.4083
1853,0.114954,0.4446,1.0000,0.0136,0.0000,0.4378
1854,0.115348,0.4752,1.0000,0.0128,0.0000,0.4688
1855,0.113881,0.5067,1.0000,0.0120,0.0000,0.5007
1856,0.112313,0.5382,1.0000,0.0113,0.0004,0.5326
1857,0.110626,0.5689,1.0000,0.0106,0.0000,0.5636
1858,0.108791,0.5979,1.0000,0.0099,0.0000,0.5930
1859,0.106786,0.6247,1.0000,0.0093,0.0000,0.6200
1860,0.104570,0.6483,1.0000,0.0087,0.0000,0.6440
1861,0.102100,0.6683,1.0000,0.0082,0.0007,0.6642
1862,0.100425,0.6842,1.0000,0.0077,0.0000,0.6803
1863,0.100306,0.6954,1.0000,0.0072,0.0007,0.6918
1864,0.100188,0.7017,1.0000,0.0067,0.0020,0.6984
1865,0.100339,0.7030,1.0000,0.0062,0.0004,0.6999
1866,0.100159,0.6991,1.0000,0.0056,0.0000,0.6963
1867,0.100135,0.6902,1.0000,0.0050,0.0000,0.6877
1868,0.100236,0.6764,1.0000,0.0043,0.0000,0.6743
1869,0.100392,0.6582,1.0000,0.0035,0.0004,0.6564
1870,0.100566,0.6359,1.0000,0.0027,0.0000,0.6346
1871,0.100757,0.6102,1.0000,0.0018,0.0021,0.6093
1872,0.100938,0.5819,1.0000,0.0014,0.0000,0.5812
1873,0.101147,0.5517,1.0000,0.0013,0.0024,0.5510
1874,0.101320,0.5204,1.0000,0.0015,0.0020,0.5196
1875,0.102573,0.4890,1.0000,0.0028,0.0000,0.4876
1876,0.103770,0.4580,1.0000,0.0041,0.0040,0.4560
1877,0.104858,0.4282,1.0000,0.0055,0.0000,0.4255
1878,0.105936,0.4003,1.0000,0.0069,0.0024,0.3968
1879,0.106893,0.3751,1.0000,0.0084,0.0004,0.3709
1880,0.107814,0.3531,1.0000,0.0099,0.0000,0.3482
1881,0.108647,0.3351,1.0000,0.0114,0.0004,0.3294
1882,0.109405,0.3214,1.0000,0.0129,0.0004,0.3149
1883,0.110098,0.3124,1.0000,0.0144,0.0004,0.3052
1884,0.110734,0.3084,1.0000,0.0158,0.0004,0.3005
1885,0.111329,0.3095,1.0000,0.0173,0.0000,0.3008
1886,0.111872,0.3156,1.0000,0.0187,0.0000,0.3063
1887,0.112409,0.3267,1.0000,0.0200,0.0000,0.3167
1888,0.113004,0.3424,1.0000,0.0214,0.0000,0.3317
1889,0.113557,0.3625,1.0000,0.0227,0.0000,0.3511
1890,0.114067,0.3863,1.0000,0.0240,0.0020,0.3743
1891,0.114546,0.4133,1.0000,0.0252,0.0004,0.4007
1892,0.114962,0.4428,1.0000,0.0265,0.0000,0.4296
1893,0.115352,0.4742,1.0000,0.0277,0.0000,0.4603
1894,0.113883,0.5065,1.0000,0.0289,0.0000,0.4921
1895,0.112311,0.5390,1.0000,0.0300,0.0000,0.5240
1896,0.110617,0.5709,1.0000,0.0311,0.0000,0.5553
1897,0.108778,0.6013,1.0000,0.0321,0.0004,0.5852
1898,0.106766,0.6295,1.0000,0.0330,0.0000,0.6130
1899,0.104540,0.6547,1.0000,0.0338,0.0000,0.6378
1900,0.102061,0.6764,1.0000,0.0344,0.0000,0.6592
1901,0.100375,0.6939,1.0000,0.0350,0.0000,0.6764
1902,0.100252,0.7069,1.0000,0.0354,0.0000,0.6892
1903,0.100148,0.7149,1.0000,0.0356,0.0000,0.6971
1904,0.100074,0.7179,1.0000,0.0358,0.0000,0.7000
1905,0.100041,0.7157,1.0000,0.0358,0.0056,0.6978
1906,0.100027,0.7084,1.0000,0.0358,0.0000,0.6905
1907,0.100120,0.6962,1.0000,0.0357,0.0000,0.6784
1908,0.100268,0.6794,1.0000,0.0355,0.0024,0.6617
1909,0.100422,0.6585,1.0000,0.0353,0.0004,0.6408
1910,0.100619,0.6339,1.0000,0.0350,0.0000,0.6164
1911,0.100809,0.6064,1.0000,0.0348,0.0004,0.5890
1912,0.100998,0.5766,1.0000,0.0345,0.0007,0.5593
1913,0.101185,0.5453,1.0000,0.0343,0.0004,0.5282
1914,0.101370,0.5133,1.0000,0.0341,0.0000,0.4963
1915,0.102616,0.4814,1.0000,0.0339,0.0000,0.4644
1916,0.103792,0.4504,1.0000,0.0337,0.0000,0.4335
1917,0.104896,0.4211,1.0000,0.0336,0.0000,0.4043
1918,0.105929,0.3943,1.0000,0.0335,0.0028,0.3776
1919,0.106869,0.3706,1.0000,0.0334,0.0028,0.3539
1920,0.107760,0.3507,1.0000,0.0334,0.0024,0.3340
1921,0.108579,0.3350,1.0000,0.0333,0.0000,0.3184
1922,0.109338,0.3240,1.0000,0.0333,0.0004,0.3074
1923,0.110004,0.3179,1.0000,0.0333,0.0000,0.3013
1924,0.110625,0.3169,1.0000,0.0334,0.0004,0.3002
1925,0.111204,0.3210,1.0000,0.0334,0.0000,0.3043
1926,0.111730,0.3301,1.0000,0.0334,0.0004,0.3134
1927,0.112341,0.3440,1.0000,0.0335,0.0024,0.3272
1928,0.112932,0.3623,1.0000,0.0336,0.0020,0.3455
1929,0.113465,0.3845,1.0000,0.0336,0.0004,0.3677
1930,0.113952,0.4101,1.0000,0.0337,0.0004,0.3933
1931,0.114411,0.4385,1.0000,0.0338,0.0004,0.4216
1932,0.114829,0.4688,1.0000,0.0339,0.0004,0.4519
1933,0.113341,0.5004,1.0000,0.0339,0.0000,0.4834
1934,0.111738,0.5324,1.0000,0.0340,0.0004,0.5154
1935,0.110005,0.5640,1.0000,0.0341,0.0000,0.5470
1936,0.108105,0.5944,1.0000,0.0342,0.0000,0.5774
1937,0.106013,0.6228,1.0000,0.0342,0.0048,0.6057
1938,0.103707,0.6485,1.0000,0.0342,0.0072,0.6314
1939,0.101102,0.6709,1.0000,0.0341,0.0000,0.6538
1940,0.100399,0.6892,1.0000,0.0340,0.0000,0.6722
1941,0.100279,0.7031,1.0000,0.0339,0.0004,0.6862
1942,0.100178,0.7122,1.0000,0.0336,0.0004,0.6955
1943,0.100101,0.7163,1.0000,0.0332,0.0000,0.6997
1944,0.100063,0.7153,1.0000,0.0328,0.0000,0.6989
1945,0.100051,0.7090,1.0000,0.0322,0.0000,0.6929
1946,0.100100,0.6978,1.0000,0.0315,0.0000,0.6821
1947,0.100248,0.6819,1.0000,0.0307,0.0000,0.6666
1948,0.100416,0.6617,0.9999,0.0297,0.0000,0.6468
1949,0.100599,0.6377,0.9999,0.0286,0.0004,0.6233
1950,0.100788,0.6104,0.9999,0.0275,0.0020,0.5967
1951,0.100975,0.5806,0.9999,0.0262,0.0000,0.5675
1952,0.101185,0.5491,0.9999,0.0249,0.0004,0.5367
1953,0.101370,0.5166,0.9999,0.0235,0.0000,0.5049
1954,0.102624,0.4840,1.0000,0.0220,0.0000,0.4730
1955,0.103809,0.4520,1.0000,0.0205,0.0000,0.4418
1956,0.104925,0.4215,1.0000,0.0190,0.0000,0.4120
1957,0.105970,0.3932,1.0000,0.0175,0.0004,0.3845
1958,0.106940,0.3679,1.0000,0.0159,0.0004,0.3600
1959,0.107840,0.3462,1.0000,0.0144,0.0000,0.3390
1960,0.108671,0.3286,1.0000,0.0129,0.0007,0.3222
1961,0.109422,0.3155,1.0000,0.0114,0.0000,0.3099
1962,0.110117,0.3074,1.0000,0.0099,0.0000,0.3024
1963,0.110746,0.3042,1.0000,0.0085,0.0020,0.3000
1964,0.111342,0.3062,1.0000,0.0070,0.0020,0.3027
1965,0.111880,0.3133,1.0000,0.0056,0.0000,0.3105
1966,0.112430,0.3252,1.0000,0.0043,0.0004,0.3230
1967,0.113029,0.3416,1.0000,0.0029,0.0000,0.3401
1968,0.113579,0.3622,1.0000,0.0016,0.0021,0.3613
1969,0.114093,0.3868,1.0000,0.0014,0.0007,0.3861
1970,0.114543,0.4144,1.0000,0.0014,0.0020,0.4137
1971,0.114972,0.4446,1.0000,0.0021,0.0020,0.4436
1972,0.115352,0.4765,1.0000,0.0032,0.0000,0.4749
1973,0.113864,0.5089,1.0000,0.0043,0.0000,0.5068
1974,0.112292,0.5412,1.0000,0.0053,0.0020,0.5385
1975,0.110609,0.5724,1.0000,0.0062,0.0000,0.5693
1976,0.108759,0.6019,1.0000,0.0071,0.0020,0.5983
1977,0.106761,0.6287,1.0000,0.0079,0.0000,0.6248
1978,0.104532,0.6524,1.0000,0.0086,0.0000,0.6481
1979,0.102064,0.6722,1.0000,0.0092,0.0000,0.6676
1980,0.100389,0.6878,1.0000,0.0098,0.0000,0.6829
1981,0.100275,0.6986,1.0000,0.0103,0.0000,0.6934
1982,0.100183,0.7044,1.0000,0.0108,0.0000,0.6991
1983,0.100129,0.7052,1.0000,0.0112,0.0007,0.6996
1984,0.100105,0.7009,1.0000,0.0117,0.0004,0.6950
1985,0.100113,0.6916,1.0000,0.0121,0.0004,0.6855
1986,0.100243,0.6775,1.0000,0.0126,0.0000,0.6712
1987,0.100404,0.6591,1.0000,0.0131,0.0000,0.6526
1988,0.100577,0.6368,1.0000,0.0136,0.0004,0.6300
1989,0.100759,0.6112,1.0000,0.0142,0.0000,0.6041
1990,0.100951,0.5830,1.0000,0.0149,0.0000,0.5756
1991,0.101140,0.5529,1.0000,0.0156,0.0000,0.5451
1992,0.101323,0.5217,1.0000,0.0164,0.0000,0.5135
1993,0.102570,0.4902,1.0000,0.0173,0.0000,0.4816
1994,0.103752,0.4592,1.0000,0.0182,0.0004,0.4501
1995,0.104863,0.4294,1.0000,0.0192,0.0000,0.4198
1996,0.105909,0.4018,1.0000,0.0202,0.0000,0.3917
1997,0.106880,0.3769,1.0000,0.0213,0.0000,0.3663
1998,0.107779,0.3555,1.0000,0.0224,0.0000,0.3443
1999,0.108607,0.3380,1.0000,0.0235,0.0000,0.3263
